Wall time,Step,Value
1609847183.5812588,108,-1.3684558868408203
1609847183.699882,136,-16.054004669189453
1609847183.905239,192,-17.263521194458008
1609847215.0267847,1539,8.654589653015137
1609847232.7207518,2496,7.747213363647461
1609847244.282758,3066,-3.7967019081115723
1609847258.2597382,3789,189.7067413330078
1609847270.3127184,4357,-13.915888786315918
1609847282.3747983,4901,172.96763610839844
1609847292.903101,5438,198.61083984375
1609847309.551995,6240,18.783023834228516
1609847326.5670369,7042,221.5856170654297
1609847346.3338861,7982,213.18959045410156
1609847368.6138434,8989,26.50681495666504
1609847384.218313,9658,30.755046844482422
1609847390.930876,9950,182.7608642578125
1609847402.3847077,10419,200.17898559570312
1609847411.9458952,10841,220.1723175048828
1609847421.4156106,11249,226.8712921142578
1609847430.9051037,11668,160.59349060058594
1609847445.4609878,12248,182.2026824951172
1609847457.4337776,12700,225.21836853027344
1609847467.4274747,13106,205.0842742919922
1609847477.335672,13555,201.53720092773438
1609847492.2421212,14127,90.24059295654297
1609847505.0395262,14697,198.3199005126953
1609847519.8175447,15264,237.08457946777344
1609847563.7117963,16923,288.8966979980469
1609847577.1102319,17440,193.68475341796875
1609847588.1620224,17899,219.4240264892578
1609847601.4637644,18371,187.84841918945312
1609847623.330945,19156,195.02182006835938
1609847637.4561596,19664,349.4070129394531
1609847659.4162338,20445,249.35134887695312
1609847673.5544791,20941,173.65586853027344
1609847699.43951,21826,216.9136505126953
1609847717.0027623,22481,109.49551391601562
1609847734.111942,23022,17.631088256835938
1609847760.7353878,23968,162.50570678710938
1609847802.4839551,25339,29.139009475708008
1609847826.8961644,26115,281.8173522949219
1609847848.795072,26874,239.23619079589844
1609847864.383231,27363,203.22561645507812
1609847886.4891367,28077,364.3161926269531
1609847902.4150276,28584,169.8061981201172
1609847937.2144,29636,45.076358795166016
1609847959.9237351,30351,231.3349609375
1609847982.362175,31001,161.1048583984375
1609848002.4484904,31668,284.82977294921875
1609848028.8882914,32404,274.235595703125
1609848046.3224044,32987,173.3318328857422
1609848069.6630142,33602,254.05191040039062
1609848096.5454564,34411,295.34246826171875
1609848117.5310695,35051,216.75460815429688
1609848148.682564,35977,326.7769470214844
1609848179.916388,36878,265.28204345703125
1609848197.9045427,37358,277.916259765625
1609848222.8391747,38055,207.2849884033203
1609848251.459822,38812,278.96002197265625
1609848276.9184651,39551,277.9354248046875
1609848305.9873908,40321,292.25408935546875
1609848332.369587,41079,200.40924072265625
1609848351.333484,41590,191.1514434814453
1609848373.626099,42108,325.6595458984375
1609848407.323471,43004,272.7920227050781
1609848445.3444679,44070,341.3516540527344
1609848476.0428207,44837,363.9036560058594
1609848503.3878918,45590,288.498046875
1609848541.4159205,46510,319.39892578125
1609848573.2849848,47359,295.7392272949219
1609848597.126766,47976,177.17408752441406
1609848613.580174,48398,171.50338745117188
1609848653.6242123,49359,370.0992736816406
1609848686.6144319,50181,368.6668701171875
1609848710.8212905,50773,214.45375061035156
1609848727.501969,51168,256.67523193359375
1609848756.712336,51856,310.5044860839844
1609848780.7891977,52444,370.26739501953125
1609848806.3471427,53053,273.47705078125
1609848836.0032494,53712,259.827880859375
1609848869.8702288,54506,326.26702880859375
1609848898.8033144,55256,308.01153564453125
1609848929.2599473,55964,253.4254608154297
1609848964.259313,56798,286.60693359375
1609849007.1606214,57765,379.21209716796875
1609849045.6918132,58693,246.17173767089844
1609849073.1866767,59298,266.759521484375
1609849109.8321807,60088,333.797119140625
1609849148.711671,60920,347.8463439941406
1609849190.3136892,61895,315.28240966796875
1609849252.8668506,63243,367.0916748046875
1609849293.9307833,64133,331.26824951171875
1609849336.2921538,65039,363.2519226074219
1609849374.5126603,65882,304.4790954589844
1609849408.3842118,66581,334.449951171875
1609849465.6932483,67742,264.12554931640625
1609849504.528022,68528,213.7422332763672
1609849538.885397,69244,313.9432678222656
1609849582.5368018,70136,348.0243835449219
1609849603.210702,70549,320.5355224609375
1609849624.1937683,70992,221.0467987060547
1609849639.76508,71236,161.46873474121094
1609849684.699519,72154,346.2638854980469
1609849720.369779,72827,330.9760437011719
1609849737.1132622,73196,185.7761993408203
1609849777.8139586,73910,319.9330139160156
1609849808.8102365,74574,256.2824401855469
1609849835.3504007,75072,221.1021270751953
1609849882.2494435,75969,317.5962829589844
1609849931.065073,76892,374.45257568359375
1609849957.6806374,77328,337.7991027832031
1609850010.121412,78318,395.87786865234375
1609850038.0950067,78859,222.2628173828125
1609850070.10915,79451,253.53240966796875
1609850103.0590174,80093,324.82427978515625
1609850135.2809882,80605,238.4563751220703
