Wall time,Step,Value
1609115619.2464197,4000,-436.8410949707031
1609115666.1790452,8000,-327.9807434082031
1609115713.5465884,12000,-273.54119873046875
1609115760.5456553,16000,-161.18630981445312
1609115807.3504448,20000,6.845492362976074
1609115854.640644,24000,173.0662078857422
1609115901.6938715,28000,316.67041015625
1609115948.6561077,32000,441.58953857421875
1609115996.0574996,36000,548.22314453125
1609116043.3786058,40000,647.0000610351562
1609116090.4197724,44000,743.57568359375
1609116137.7390225,48000,827.0126953125
1609116185.2662752,52000,892.5343627929688
1609116233.0171278,56000,952.5081787109375
1609116280.5636535,60000,1008.2142944335938
1609116328.2759671,64000,1061.4630126953125
1609116375.716299,68000,1112.067138671875
1609116423.5262532,72000,1157.0687255859375
1609116471.5539858,76000,1194.0435791015625
1609116519.293975,80000,1204.0662841796875
1609116567.2843575,84000,1241.98779296875
1609116615.3585527,88000,1282.2938232421875
1609116663.3443248,92000,1323.767333984375
1609116711.1074843,96000,1361.660400390625
1609116759.0883229,100000,1394.8695068359375
1609116807.1335204,104000,1478.188720703125
1609116855.501632,108000,1561.045654296875
1609116903.4444523,112000,1664.577392578125
1609116951.4386823,116000,1755.2139892578125
1609116999.3683665,120000,1811.946533203125
1609117047.6572735,124000,1848.4742431640625
1609117095.86729,128000,1903.8885498046875
1609117143.596084,132000,1948.1087646484375
1609117191.6870654,136000,1992.509033203125
1609117239.5368237,140000,2015.5130615234375
1609117287.5929525,144000,2047.396728515625
1609117335.894894,148000,2077.116943359375
1609117384.071006,152000,2113.884521484375
1609117432.6965246,156000,2147.145263671875
1609117480.7049756,160000,2181.56201171875
1609117529.5036154,164000,2216.435302734375
1609117578.200244,168000,2246.69189453125
1609117626.7757633,172000,2257.1435546875
1609117675.4537413,176000,2290.959228515625
1609117724.357044,180000,2348.517822265625
1609117773.1281726,184000,2380.39697265625
1609117822.091393,188000,2410.63037109375
1609117870.4427426,192000,2434.0517578125
1609117918.9928498,196000,2451.134033203125
1609117968.0209677,200000,2478.660888671875
1609118017.1061032,204000,2529.24658203125
1609118065.9467764,208000,2574.520751953125
1609118114.97154,212000,2602.818603515625
1609118164.0151758,216000,2629.510498046875
1609118212.8996215,220000,2648.334228515625
1609118262.0492594,224000,2687.486328125
