Wall time,Step,Value
1609115608.993885,4000,-22.70307731628418
1609115655.5805824,8000,-40.70669937133789
1609115702.0339983,12000,-50.89455032348633
1609115748.7815146,16000,92.46808624267578
1609115795.3504927,20000,245.16281127929688
1609115842.1671681,24000,288.5179748535156
1609115888.9254787,28000,309.5127868652344
1609115936.086672,32000,310.9580383300781
1609115983.0867946,36000,315.0278625488281
1609116029.9024417,40000,279.4629211425781
1609116077.0580873,44000,229.6526336669922
1609116124.3021488,48000,361.25299072265625
1609116171.773864,52000,313.97857666015625
1609116218.858099,56000,370.26007080078125
1609116266.2475095,60000,357.1314392089844
1609116313.435576,64000,358.6737365722656
1609116360.8790967,68000,350.2453308105469
1609116408.4034066,72000,386.7911376953125
1609116456.2603323,76000,286.113525390625
1609116503.848859,80000,323.623046875
1609116551.8393261,84000,360.3330383300781
1609116599.59906,88000,377.6112976074219
1609116646.89413,92000,396.9136047363281
1609116694.624744,96000,359.17645263671875
1609116742.777807,100000,367.75262451171875
1609116790.5650353,104000,-66.42892456054688
1609116838.3655586,108000,386.2274169921875
1609116886.1050258,112000,397.64337158203125
1609116933.86019,116000,371.4776306152344
1609116981.5289564,120000,391.7903137207031
1609117029.1311321,124000,423.4489440917969
1609117077.0651233,128000,403.76702880859375
1609117125.111511,132000,409.5352478027344
1609117172.5725813,136000,428.76214599609375
1609117220.3345492,140000,420.4389343261719
1609117268.177275,144000,425.9229431152344
1609117316.0885937,148000,383.4473876953125
1609117364.5633047,152000,432.1416931152344
1609117412.48209,156000,-82.1177749633789
1609117460.923253,160000,214.51156616210938
1609117509.257694,164000,436.735107421875
1609117557.7485337,168000,405.357421875
1609117606.462052,172000,452.8972473144531
1609117655.004887,176000,433.7030334472656
1609117703.5728776,180000,419.3359375
1609117752.5424464,184000,448.10552978515625
1609117800.9831524,188000,297.1421203613281
1609117849.7952435,192000,438.8315734863281
1609117898.1875594,196000,432.8948974609375
1609117946.7179756,200000,455.2486572265625
1609117995.174053,204000,464.7305908203125
1609118044.0513303,208000,461.08782958984375
1609118092.6030233,212000,330.7632751464844
1609118140.9678574,216000,441.32171630859375
1609118189.9667568,220000,468.385498046875
1609118238.4285276,224000,77.13037872314453
1609118287.070241,228000,362.0125427246094
1609118335.7795126,232000,488.1098937988281
1609118384.76279,236000,420.1827392578125
1609118433.1539004,240000,253.2351531982422
1609118481.7037997,244000,454.3104248046875
1609118530.1862786,248000,490.1104431152344
1609118578.6254878,252000,479.70269775390625
1609118627.6334755,256000,497.20635986328125
1609118676.7671926,260000,351.74847412109375
1609118725.5226939,264000,504.046875
1609118774.2562587,268000,503.4471740722656
1609118823.0740206,272000,433.4931335449219
1609118872.074796,276000,542.6697998046875
1609118920.5253308,280000,520.0466918945312
1609118969.5290625,284000,427.6123046875
1609119018.586694,288000,520.6407470703125
1609119067.3343213,292000,500.1414794921875
1609119115.9181762,296000,516.510986328125
1609119164.3127859,300000,510.9347839355469
1609119212.9422984,304000,548.339599609375
1609119261.470849,308000,513.449951171875
1609119310.344064,312000,501.474853515625
1609119358.8762324,316000,525.9769897460938
1609119407.513595,320000,559.0385131835938
1609119456.0247688,324000,510.2554931640625
1609119504.8929172,328000,575.7785034179688
1609119553.5995848,332000,602.361572265625
