Wall time,Step,Value
1609828893.909023,60,-0.1484004557132721
1609828894.198434,139,-20.04654312133789
1609828896.9217875,203,-29.752822875976562
1609828897.121669,253,-19.09917640686035
1609828897.2820585,295,-20.696491241455078
1609828903.7742867,637,-1.864904522895813
1609828934.8457506,2404,187.8255157470703
1609828946.7147057,3101,49.072792053222656
1609828955.298415,3667,210.02642822265625
1609828966.9792762,4346,198.440673828125
1609828984.0805366,5318,195.03173828125
1609828994.8047612,5996,207.98094177246094
1609829006.8567865,6655,205.25160217285156
1609829017.200673,7246,209.4839324951172
1609829029.3921442,7979,198.10877990722656
1609829041.2247212,8611,208.6804656982422
1609829051.7074895,9226,211.39288330078125
1609829063.91134,9926,199.38819885253906
1609829072.9388065,10488,218.91514587402344
1609829083.0911622,11005,147.3254852294922
1609829093.822539,11688,155.08920288085938
1609829104.2128143,12255,176.6011962890625
1609829114.5661728,12837,170.2763671875
1609829125.0636039,13473,-16.189525604248047
1609829135.4393759,14077,180.82785034179688
1609829149.238283,14860,51.4908561706543
1609829161.1426442,15500,154.37937927246094
1609829173.5223532,16229,179.2758331298828
1609829183.9346857,16837,208.83221435546875
1609829194.4017992,17442,208.4030303955078
1609829206.91182,18157,206.74131774902344
1609829217.362194,18730,188.3236541748047
1609829227.8120766,19321,209.32510375976562
1609829240.1430292,20044,250.54229736328125
1609829250.3591938,20616,156.87979125976562
1609829259.2368965,21157,191.6802215576172
1609829267.9910502,21643,191.40066528320312
1609829278.5715282,22274,221.1613311767578
1609829286.8930447,22733,194.0504608154297
1609829297.3864913,23319,267.9774169921875
1609829309.353378,24002,251.68397521972656
1609829321.8521836,24742,198.81642150878906
1609829332.3183262,25364,213.08413696289062
1609829342.7287796,25982,208.27609252929688
1609829352.817223,26507,207.0406494140625
1609829361.8000214,27083,251.56544494628906
1609829372.0673976,27651,221.87564086914062
1609829385.9880302,28449,218.39866638183594
1609829403.1842852,29408,195.75050354003906
1609829412.0105145,29935,237.0161590576172
1609829427.5883408,30811,150.62252807617188
1609829439.982815,31567,255.53363037109375
1609829455.4604871,32443,170.1357421875
1609829471.1339822,33326,283.0360412597656
1609829488.8240428,34395,211.10946655273438
1609829499.2847452,34992,172.97584533691406
1609829507.9009912,35438,164.34213256835938
1609829518.6086414,36084,186.28915405273438
1609829529.0045297,36682,151.42864990234375
1609829539.5244105,37277,156.88815307617188
1609829555.0910008,38143,225.4161834716797
1609829563.8821623,38657,187.3204803466797
1609829574.4656465,39292,201.96197509765625
1609829588.424442,40087,181.0669708251953
1609829602.1910644,40830,213.241943359375
1609829610.9386084,41378,203.26451110839844
1609829617.9443064,41782,118.94160461425781
1609829626.3315337,42209,172.45790100097656
1609829635.2242486,42758,142.16200256347656
1609829647.2656925,43424,281.85662841796875
1609829659.545348,44165,286.3725280761719
1609829671.3755643,44838,204.8253631591797
1609829688.8871255,45846,298.02325439453125
1609829707.8659375,46974,278.66644287109375
1609829728.6861205,48157,264.6921691894531
1609829750.7226992,49404,185.8451690673828
1609829770.0314908,50513,255.75543212890625
1609829787.5101542,51543,301.2695007324219
1609829800.011712,52296,307.8178405761719
1609829816.8350039,53203,176.11550903320312
1609829834.2445629,54225,273.9869079589844
1609829853.3613434,55312,272.3013916015625
1609829869.0088089,56231,279.9087219238281
1609829882.9269617,57027,284.4735107421875
1609829898.8507001,57952,289.87933349609375
1609829914.4759574,58843,195.45852661132812
1609829926.6918592,59564,222.24940490722656
1609829943.8911479,60537,335.11761474609375
1609829961.391829,61585,305.646728515625
