total_timesteps,fps,value_loss,contrastive_loss,atten_encoder_loss,reconstruct_loss,policy_entropy,nupdates,explained_variance,policy_loss,atten_decoder_loss,ep_reward_mean,ep_len_mean,total_timesteps_eval,explained_variance_eval,fps_eval,ep_reward_mean_eval,ep_len_mean_eval
480000,216,0.027550706639885902,1.9979908466339111,0.0008244659984484315,0.017398254945874214,1.382148027420044,500,0.00013494491577148438,0.00020705387578345835,0.019834693521261215,1.22,177.05,,,,,
520000,220,0.006435813847929239,1.9946167469024658,0.000328316877130419,0.017397988587617874,1.3843071460723877,1000,-0.0038330554962158203,-0.04389391094446182,0.024649271741509438,1.43,183.37,,,,,
,,,,,,,,,,,,,540080,0.0016821026802062988,315,1.45,182.88
550080,210,0.002617573831230402,2.0003278255462646,0.00028675037901848555,0.017561111599206924,1.3852770328521729,1,-0.003974199295043945,-0.0246869008988142,0.01826545223593712,1.3,177.65,,,,,
590000,215,0.03801240026950836,2.001429557800293,0.0006011099903844297,0.01753668114542961,1.3855946063995361,500,0.0007541775703430176,0.030381744727492332,0.017525823786854744,1.48,186.36,,,,,
630000,217,0.0028238287195563316,1.9956061840057373,0.0002644609776325524,0.017266862094402313,1.3860490322113037,1000,-0.011132597923278809,-0.03331530839204788,0.020846620202064514,1.39,181.14,,,,,
,,,,,,,,,,,,,650080,0.0009008049964904785,375,1.37,182.49
660080,221,0.0010001312475651503,1.9994546175003052,0.0003873066743835807,0.017409659922122955,1.385446548461914,1,-0.016449332237243652,-0.013290492817759514,0.023579727858304977,1.21,179.52,,,,,
700000,233,0.002835091669112444,1.9970855712890625,0.0003090973477810621,0.017471227794885635,1.3859736919403076,500,-0.007901191711425781,-0.028956348076462746,0.021817605942487717,1.47,184.32,,,,,
740000,229,0.0006788530154153705,1.9957767724990845,0.00018420406559016556,0.017173686996102333,1.3853061199188232,1000,-0.004560112953186035,-0.012477437034249306,0.014873223379254341,1.55,190.56,,,,,
,,,,,,,,,,,,,760080,-9.894371032714844e-06,282,1.18,173.39
770080,240,0.0030896959360688925,1.9966344833374023,0.0004427636449690908,0.017373213544487953,1.3821569681167603,1,-0.001526951789855957,-0.027182703837752342,0.022810855880379677,1.35,183.35,,,,,
810000,225,0.02616215869784355,1.999854564666748,0.00011608273052843288,0.017357995733618736,1.3835480213165283,500,0.00029599666595458984,0.014331815764307976,0.01853061467409134,1.16,173.97,,,,,
850000,223,6.018794374540448e-05,1.9938914775848389,0.005425013601779938,0.017357084900140762,1.383007287979126,1000,-0.024465084075927734,-0.00934450514614582,0.023641150444746017,1.81,197.17,,,,,
,,,,,,,,,,,,,870080,-0.01958322525024414,375,1.4,184.2
880080,236,0.0009840934071689844,1.990812063217163,0.0035820358898490667,0.016998155042529106,1.384967565536499,1,0.006807148456573486,-0.01439250260591507,0.015251371078193188,1.4,181.6,,,,,
920000,242,0.062203310430049896,1.9976273775100708,0.003960676956921816,0.01736910082399845,1.3834431171417236,500,-0.002317190170288086,0.05434514209628105,0.019868697971105576,1.73,196.38,,,,,
960000,243,0.0296851247549057,1.9550484418869019,0.04003704711794853,0.01723003387451172,1.3768771886825562,1000,0.004081606864929199,-0.009248453192412853,0.020353984087705612,1.35,181.93,,,,,
,,,,,,,,,,,,,980080,-0.00036847591400146484,282,1.6,193.34
990080,198,0.009374937042593956,2.0002713203430176,0.004473220091313124,0.01738349348306656,1.3837034702301025,1,-0.012735128402709961,-0.045506786555051804,0.019131546840071678,1.71,197.0,,,,,
1030000,226,0.003303803037852049,1.9943535327911377,0.004898086190223694,0.017193859443068504,1.3822230100631714,500,0.015456676483154297,-0.02652673050761223,0.02395136095583439,1.76,199.32,,,,,
1070000,218,0.0030309881549328566,1.9987809658050537,0.004529323894530535,0.017273930832743645,1.3860126733779907,1000,-0.015903234481811523,-0.0355537049472332,0.020283997058868408,1.53,187.1,,,,,
,,,,,,,,,,,,,1090080,-0.04246234893798828,333,1.55,190.56
1100080,213,0.04886589199304581,2.0030651092529297,0.0044214134104549885,0.017450593411922455,1.3859050273895264,1,-0.0003699064254760742,0.052544962614774704,0.019925400614738464,1.07,171.72,,,,,
1140000,219,0.019703496247529984,2.004891872406006,0.005252664443105459,0.01739516854286194,1.3857581615447998,500,0.05857056379318237,-0.025524377822875977,0.019118323922157288,1.5,187.62,,,,,
1180000,220,0.0021769690793007612,1.983601450920105,0.02070072665810585,0.017060013487935066,1.3816615343093872,1000,-0.05487644672393799,-0.02774183452129364,0.017066877335309982,1.41,183.02,,,,,
,,,,,,,,,,,,,1200080,0.09019637107849121,471,1.54,189.28
1210080,289,0.006757073104381561,1.9976036548614502,0.010712717659771442,0.017192130908370018,1.3851016759872437,1,0.27740001678466797,-0.046729546040296555,0.01954769715666771,1.72,195.84,,,,,
1250000,248,0.11747430264949799,2.0179038047790527,0.007365074474364519,0.017426276579499245,1.3806750774383545,500,0.18550848960876465,0.16767624020576477,0.023423751816153526,1.63,193.34,,,,,
1290000,242,0.012522821314632893,2.0162084102630615,0.007169328164309263,0.017281824722886086,1.3847973346710205,1000,0.4390348792076111,0.0011597290867939591,0.020656011998653412,1.68,193.75,,,,,
,,,,,,,,,,,,,1310080,0.9232624024152756,328,1.35,183.0
1320080,199,0.06905589252710342,2.0131773948669434,0.00940715242177248,0.017345737665891647,1.3854217529296875,1,0.2067495584487915,0.04633888602256775,0.023131554946303368,1.55,190.89,,,,,
1360000,232,0.008123498409986496,1.9962332248687744,0.008496889844536781,0.01725727878510952,1.3838660717010498,500,0.25818461179733276,-0.04706500098109245,0.01972239464521408,1.37,182.54,,,,,
1400000,233,0.034294452518224716,1.9953324794769287,0.006792127154767513,0.017345167696475983,1.3845421075820923,1000,-0.11665594577789307,0.01619221642613411,0.016512874513864517,1.29,178.62,,,,,
,,,,,,,,,,,,,1420080,0.08231842517852783,450,1.21,176.43
1430080,245,0.04131518676877022,1.9983277320861816,0.008776899427175522,0.017344767227768898,1.3839085102081299,1,0.35507768392562866,0.029191717505455017,0.017373351380228996,1.5,186.16,,,,,
1470000,225,0.0351741760969162,2.0055956840515137,0.009202172979712486,0.01737835444509983,1.3844085931777954,500,0.18456310033798218,0.02004426345229149,0.022328652441501617,1.28,180.62,,,,,
1510000,218,0.005565448198467493,1.994255542755127,0.0073951357044279575,0.017352724447846413,1.3839199542999268,1000,0.6711943745613098,-0.018058212473988533,0.019913144409656525,1.19,173.74,,,,,
,,,,,,,,,,,,,1530080,0.5167444348335266,465,1.25,178.03
1540080,201,0.003660334274172783,1.962712287902832,0.013555353507399559,0.01732209138572216,1.3837891817092896,1,0.04266178607940674,-0.0303416196256876,0.021863672882318497,0.99,166.69,,,,,
1580000,218,0.003184181172400713,1.9666504859924316,0.013121632859110832,0.017096254974603653,1.3857066631317139,500,0.45810407400131226,-0.005486514884978533,0.026968007907271385,1.48,186.59,,,,,
1620000,221,0.0221820380538702,1.9384080171585083,0.011275118216872215,0.017184149473905563,1.3820781707763672,1000,0.7159008383750916,0.016914479434490204,0.022282671183347702,1.26,178.2,,,,,
,,,,,,,,,,,,,1640080,0.3077120780944824,440,1.21,176.11
1650080,250,0.02094266377389431,1.9765698909759521,0.015119143761694431,0.017437003552913666,1.3848522901535034,1,0.6738923490047455,0.008823088370263577,0.019208602607250214,1.34,182.06,,,,,
1690000,236,0.017701560631394386,1.9582457542419434,0.02454402856528759,0.017446372658014297,1.3848682641983032,500,0.8001873642206192,0.018010402098298073,0.019253697246313095,1.29,181.34,,,,,
1730000,244,0.03389338403940201,1.967315673828125,0.03000415675342083,0.017330093309283257,1.3823623657226562,1000,0.7420675754547119,-0.04901839420199394,0.014687391929328442,1.54,190.97,,,,,
,,,,,,,,,,,,,1750080,0.8816114217042923,339,1.21,177.11
1760080,228,0.014472438022494316,1.9341282844543457,0.022775037214159966,0.017375992611050606,1.37975013256073,1,0.9198494255542755,-0.014398254454135895,0.026658067479729652,1.21,176.7,,,,,
1800000,213,0.011364231817424297,1.9142236709594727,0.0247903261333704,0.017229923978447914,1.3841028213500977,500,0.916405662894249,0.0013966485857963562,0.024616878479719162,1.28,179.35,,,,,
1840000,215,0.007021809928119183,1.9521584510803223,0.0193023644387722,0.017375491559505463,1.3792798519134521,1000,0.9419418945908546,0.04191271588206291,0.022020509466528893,1.34,179.13,,,,,
,,,,,,,,,,,,,1860080,0.8803556561470032,328,1.21,177.2
1870080,240,0.00550707895308733,1.9577593803405762,0.020534861832857132,0.017340708523988724,1.368863582611084,1,0.9123407229781151,-0.012560874223709106,0.025132376700639725,1.74,198.05,,,,,
1910000,226,0.0032998905517160892,1.951014518737793,0.021664265543222427,0.01732957549393177,1.3698525428771973,500,0.9017119035124779,0.003715169383212924,0.034021634608507156,1.79,199.19,,,,,
1950000,227,0.021236084401607513,1.93697988986969,0.015548307448625565,0.017534412443637848,1.3745189905166626,1000,0.7107235491275787,-0.0739688128232956,0.03502434864640236,1.81,196.45,,,,,
,,,,,,,,,,,,,1970080,0.9167278707027435,413,1.59,188.61
1980080,205,0.0051972330547869205,1.9564619064331055,0.019781582057476044,0.017436081543564796,1.365952730178833,1,0.9757722187787294,-0.0470234677195549,0.0409957654774189,1.86,201.74,,,,,
2020000,220,0.05168354511260986,1.9319868087768555,0.024629628285765648,0.0173649899661541,1.3749088048934937,500,0.883107915520668,-0.12740647792816162,0.03877166658639908,1.81,197.75,,,,,
2060000,222,0.009705114178359509,1.8805944919586182,0.019334858283400536,0.017120657488703728,1.3435369729995728,1000,0.9571559503674507,0.02314978465437889,0.041290223598480225,1.95,201.41,,,,,
,,,,,,,,,,,,,2080080,0.6527580320835114,293,1.61,186.69
2090080,228,0.005871194414794445,2.0448641777038574,0.015671607106924057,0.01739855855703354,1.3426990509033203,1,0.9572365395724773,0.03218420594930649,0.04072774201631546,2.33,211.49,,,,,
2130000,239,0.01582297310233116,1.919684886932373,0.020552728325128555,0.01719057746231556,1.3400347232818604,500,0.9011799320578575,0.05561824515461922,0.044008541852235794,2.21,208.9,,,,,
2170000,228,0.004039279650896788,2.019305944442749,0.013524702750146389,0.017397526651620865,1.3550132513046265,1000,0.7998913079500198,0.029110413044691086,0.04399657994508743,1.85,197.92,,,,,
,,,,,,,,,,,,,2190080,0.9240657240152359,280,1.6,187.41
2200080,222,0.011451118625700474,1.9767351150512695,0.017981110140681267,0.017380720004439354,1.3541430234909058,1,0.9484357349574566,0.06150968745350838,0.04584445431828499,1.63,189.59,,,,,
2240000,241,0.0122662503272295,2.0140182971954346,0.016623862087726593,0.017460674047470093,1.3446776866912842,500,0.9634453728795052,-0.010049511678516865,0.03839991241693497,2.35,212.86,,,,,
2280000,231,0.003376893699169159,1.9608070850372314,0.015347071923315525,0.01735113188624382,1.3487930297851562,1000,0.9375159256160259,-0.0037143207155168056,0.04433825984597206,2.6,226.74,,,,,
,,,,,,,,,,,,,2300080,0.7599432021379471,328,2.08,207.27
2310080,217,0.003892092499881983,1.968734622001648,0.015298396348953247,0.017532829195261,1.338616132736206,1,0.9763145428150892,0.003349159611389041,0.04553616791963577,1.63,187.21,,,,,
2350000,221,0.11009146273136139,0.06434889137744904,0.012566105462610722,0.017553403973579407,1.1919059753417969,500,0.2188950777053833,0.19940878450870514,0.018065208569169044,1.66,167.39,,,,,
2390000,218,0.08498062938451767,0.08846333622932434,0.013473196886479855,0.017372142523527145,1.3326127529144287,1000,0.32399046421051025,-0.08193566650152206,0.009934881702065468,1.11,168.01,,,,,
,,,,,,,,,,,,,2410080,0.15581655502319336,298,2.08,205.25
2420080,246,0.10794278234243393,0.09643319249153137,0.013835988938808441,0.01690756157040596,1.3610098361968994,1,0.2391614317893982,0.03454668074846268,0.014647397212684155,0.73,152.2,,,,,
2460000,207,0.04880101606249809,0.003170672105625272,0.012404734268784523,0.01733657531440258,1.0650652647018433,500,0.40244001150131226,-0.03841478377580643,0.0065529076382517815,1.47,184.19,,,,,
2500000,202,0.06604713201522827,0.06715425103902817,0.011976552195847034,0.017286090180277824,1.2800030708312988,1000,0.25839006900787354,0.06510971486568451,0.008815260604023933,1.06,167.71,,,,,
,,,,,,,,,,,,,2520080,0.5874952077865601,318,1.42,182.86
2530080,210,0.08179978281259537,0.04579145461320877,0.012142246589064598,0.017135461792349815,1.3411433696746826,1,0.46119874715805054,0.20458486676216125,0.00725187361240387,1.43,183.22,,,,,
2570000,218,0.03159615024924278,0.038966886699199677,0.011331607587635517,0.017284370958805084,1.3137489557266235,500,0.47719496488571167,-0.061512671411037445,0.007661336101591587,1.44,181.96,,,,,
2610000,223,0.08340521901845932,0.10367535054683685,0.012999685481190681,0.017347436398267746,1.308288812637329,1000,0.2969212532043457,0.05332072824239731,0.00518836872652173,1.61,190.2,,,,,
,,,,,,,,,,,,,2630080,0.6803607642650604,416,1.09,170.91
2640080,230,0.04197393357753754,0.08188581466674805,0.010472675785422325,0.01751874014735222,1.3143956661224365,1,0.7589810937643051,-0.048528023064136505,0.006968197878450155,1.84,196.82,,,,,
2680000,228,0.01097414642572403,0.004503282718360424,0.010715113021433353,0.017501024529337883,1.3704198598861694,500,0.7997796684503555,-0.029427602887153625,0.006500589195638895,2.31,215.34,,,,,
2720000,226,0.04283485561609268,0.031335536390542984,0.009964153170585632,0.017458373680710793,1.2596274614334106,1000,0.834792971611023,0.005555218551307917,0.005794803611934185,2.16,206.35,,,,,
,,,,,,,,,,,,,2740080,0.04155325889587402,446,1.64,190.71
2750080,233,0.020449813455343246,0.0993519276380539,0.01005997508764267,0.017204957082867622,1.326064109802246,1,0.9049043580889702,-0.04935597628355026,0.005757566541433334,1.92,197.55,,,,,
2790000,206,0.06747648864984512,0.029701869934797287,0.009610484354197979,0.017374105751514435,1.3377107381820679,500,0.8193743377923965,-0.042550329118967056,0.0036317682825028896,1.74,194.95,,,,,
2830000,204,0.029021522030234337,0.004335999488830566,0.008813140913844109,0.01735861599445343,1.208931565284729,1000,0.8750372752547264,-0.029002556577324867,0.00434979610145092,1.65,190.08,,,,,
,,,,,,,,,,,,,2850080,0.39448410272598267,262,1.94,203.83
2860080,192,0.07980181276798248,0.03286627307534218,0.009228961542248726,0.017497386783361435,1.2440528869628906,1,0.8479648679494858,-0.11750929057598114,0.004233917687088251,1.77,195.6,,,,,
2900000,214,0.023402761667966843,0.04630450904369354,0.009166142903268337,0.017264220863580704,1.362749695777893,500,0.6961760818958282,-0.009767179377377033,0.003514754818752408,2.22,214.03,,,,,
2940000,223,0.06706564128398895,0.006918934173882008,0.00860998872667551,0.01752287708222866,1.245197057723999,1000,0.6866290271282196,-0.00654593575745821,0.0036841172259300947,2.03,204.94,,,,,
,,,,,,,,,,,,,2960080,0.39825087785720825,372,2.18,210.09
2970080,194,0.03784271702170372,0.001426273607648909,0.008701425977051258,0.01731930300593376,1.3170430660247803,1,0.8874937891960144,-0.09199944883584976,0.0021443727891892195,2.28,212.02,,,,,
3010000,219,0.0506429560482502,0.010598728433251381,0.008663713932037354,0.01743202656507492,1.3750362396240234,500,0.5065207481384277,-0.08105592429637909,0.004006979521363974,1.9,198.0,,,,,
3050000,215,0.012159156613051891,0.04439912736415863,0.008411894552409649,0.0174881424754858,1.320039987564087,1000,0.9136816114187241,0.014925447292625904,0.0030166192445904016,2.33,217.26,,,,,
,,,,,,,,,,,,,3070080,0.4889785647392273,204,2.02,201.33
3080080,207,0.02334635704755783,0.0,0.009002531878650188,0.01755373924970627,1.2989140748977661,1,0.9011176750063896,0.0025587170384824276,0.003484759945422411,2.14,212.59,,,,,
3120000,222,0.028367813676595688,0.0,0.007896342314779758,0.017350856214761734,1.3593299388885498,500,0.8006313145160675,0.0019912035204470158,0.0017968103056773543,2.26,208.49,,,,,
3160000,221,0.03403189778327942,0.000673678528983146,0.008366964757442474,0.017478130757808685,1.348732352256775,1000,0.8905126303434372,-0.10852088779211044,0.0023024699185043573,1.78,197.86,,,,,
,,,,,,,,,,,,,3180080,0.804363802075386,376,2.05,206.04
3190080,229,0.017726127058267593,0.0891442596912384,0.008662535808980465,0.01706543192267418,1.3451709747314453,1,0.9242442175745964,0.013191601261496544,0.0016835164278745651,2.03,203.01,,,,,
3230000,213,0.0383477546274662,0.022055592387914658,0.008228205144405365,0.017387239262461662,1.2957656383514404,500,0.7761827260255814,0.08867327868938446,0.002487200777977705,2.21,214.09,,,,,
3270000,223,0.012344904243946075,0.011640474200248718,0.00786571390926838,0.017248861491680145,1.3436610698699951,1000,0.9524527303874493,-0.03416213020682335,0.002980657387524843,2.41,217.32,,,,,
,,,,,,,,,,,,,3290080,0.6575381755828857,348,2.16,208.85
3300080,217,0.010847357101738453,0.010776728391647339,0.009426222182810307,0.01749521866440773,1.3109371662139893,1,0.9631378389894962,-0.050799936056137085,0.0020749724935740232,2.14,208.63,,,,,
3340000,218,0.01535224448889494,0.015721464529633522,0.009076351299881935,0.017341671511530876,1.3060472011566162,500,0.917141392827034,-0.023599179461598396,0.0014537753304466605,1.84,200.09,,,,,
3380000,218,0.040572281926870346,0.014592466875910759,0.008600691333413124,0.017271343618631363,1.3486943244934082,1000,0.5195543467998505,0.09220949560403824,0.001963335322216153,1.75,196.09,,,,,
,,,,,,,,,,,,,3400080,0.4067929983139038,370,2.4,217.26
3410080,286,0.005444969050586224,0.09583304822444916,0.00817395094782114,0.017373403534293175,1.3693714141845703,1,0.9689250718802214,-0.0034842088352888823,0.001717589795589447,2.22,215.66,,,,,
3450000,242,0.2773670554161072,0.015285941772162914,0.008261004462838173,0.017270611599087715,1.2435766458511353,500,0.6216903328895569,-0.3505202531814575,0.0016563913086429238,2.66,224.03,,,,,
3490000,250,0.04049022123217583,0.008003381080925465,0.008862368762493134,0.01740586757659912,1.2855029106140137,1000,0.7853730022907257,-0.04690513759851456,0.0017071280162781477,2.22,213.4,,,,,
,,,,,,,,,,,,,3510080,0.5232144296169281,361,2.24,211.59
3520080,180,0.029370540753006935,0.08561833202838898,0.007324946578592062,0.017223991453647614,1.312613844871521,1,0.8991490080952644,0.11132238805294037,0.0010177557123824954,2.31,214.59,,,,,
3560000,228,0.009154699742794037,0.0,0.008805446326732635,0.017457440495491028,1.3322336673736572,500,0.9698790349066257,0.046064890921115875,0.0015100381569936872,1.96,204.13,,,,,
3600000,234,0.06570948660373688,3.826618194580078e-05,0.008944460190832615,0.01731141470372677,1.3088358640670776,1000,0.8327445685863495,-0.08511541783809662,0.0013284540036693215,1.83,198.34,,,,,
,,,,,,,,,,,,,3620080,-0.16205823421478271,310,2.24,209.91
3630080,196,0.019824113696813583,0.01286846399307251,0.00825406052172184,0.017252769321203232,1.3453916311264038,1,0.4510916471481323,0.0011164599563926458,0.0016360168810933828,2.09,207.99,,,,,
3670000,252,0.007799808867275715,0.004558482673019171,0.00838470458984375,0.017091672867536545,1.3218040466308594,500,0.974180206656456,0.016673842445015907,0.0011282803025096655,2.34,215.66,,,,,
3710000,253,0.025839809328317642,0.004270025994628668,0.009887000545859337,0.017529834061861038,1.3277878761291504,1000,0.8827441856265068,-0.06217190623283386,0.001274920767173171,1.91,203.0,,,,,
,,,,,,,,,,,,,3730080,0.7341795861721039,363,2.12,206.42
3740080,186,0.01219745073467493,0.0,0.007528899237513542,0.017314521595835686,1.3056856393814087,1,0.9382993020117283,-0.04187628626823425,0.0009738513035699725,2.26,214.25,,,,,
3780000,255,0.021647702902555466,0.013679508119821548,0.008997554890811443,0.01734211854636669,1.3389822244644165,500,0.8159898370504379,0.04867525026202202,0.0011329820845276117,2.12,208.71,,,,,
3820000,263,0.00899475533515215,0.0,0.007975512184202671,0.017280014231801033,1.31381356716156,1000,0.9405618458986282,-0.019829198718070984,0.0008679882739670575,1.75,197.81,,,,,
,,,,,,,,,,,,,3840080,0.6997733414173126,363,2.14,210.73
3850080,230,0.02422395907342434,0.0036838978994637728,0.010270887985825539,0.01733286865055561,1.3194135427474976,1,0.929449200630188,-0.08040867000818253,0.0010727051412686706,2.18,212.49,,,,,
3890000,226,0.009837665595114231,0.0,0.007647805847227573,0.017484359443187714,1.3488332033157349,500,0.9681129679083824,0.0022920966148376465,0.0009962876792997122,1.93,205.01,,,,,
3930000,227,0.033376313745975494,0.0026885569095611572,0.007781477645039558,0.01732715032994747,1.29189932346344,1000,0.8010250478982925,0.021291106939315796,0.0008925582515075803,1.92,204.13,,,,,
,,,,,,,,,,,,,3950080,0.667104184627533,337,1.85,198.31
3960080,316,0.019954752177000046,0.007982045412063599,0.009161332622170448,0.01720547489821911,1.3588447570800781,1,0.9203643947839737,0.00446481816470623,0.0007814347627572715,2.3,215.17,,,,,
4000000,257,0.007958618924021721,0.04800378531217575,0.00784623995423317,0.017214404419064522,1.365754246711731,500,0.968773677945137,0.006966502405703068,0.000974582857452333,2.01,203.83,,,,,
4040000,247,0.011322417296469212,0.006013134028762579,0.008273339830338955,0.017437955364584923,1.3637869358062744,1000,0.9148595258593559,-0.002047523856163025,0.0006445550825446844,1.71,193.06,,,,,
,,,,,,,,,,,,,4060080,0.0036062002182006836,394,1.68,192.86
4070080,207,0.02367016114294529,0.0,0.008269104175269604,0.01719863899052143,1.2876056432724,1,0.8801732733845711,0.09672000259160995,0.000607163819950074,2.48,219.28,,,,,
4110000,223,0.009088580496609211,0.0,0.008088400587439537,0.017366020008921623,1.3476697206497192,500,0.9334035590291023,-0.014806916937232018,0.0012536898721009493,1.54,186.12,,,,,
4150000,243,0.04811881482601166,0.034860286861658096,0.00786720309406519,0.017210857942700386,1.336349606513977,1000,0.46287214756011963,-0.05645301192998886,0.0009297115611843765,1.95,199.59,,,,,
,,,,,,,,,,,,,4170080,0.5122472643852234,384,1.75,195.73
4180080,260,0.043353352695703506,0.0,0.008650914765894413,0.01730453595519066,1.2972999811172485,1,0.6117433905601501,-0.019033048301935196,0.0007242224528454244,1.72,195.28,,,,,
4220000,213,0.013246956281363964,0.0,0.006875527556985617,0.017159873619675636,1.3638229370117188,500,0.9471900351345539,0.0838542953133583,0.0009953802218660712,1.93,201.23,,,,,
4260000,210,0.0162042323499918,0.031615108251571655,0.00852409191429615,0.01727360486984253,1.3347947597503662,1000,0.9002752006053925,0.0485706701874733,0.0008803114178590477,1.83,197.98,,,,,
,,,,,,,,,,,,,4280080,0.18150657415390015,455,1.9,200.06
4290080,300,0.015261831693351269,0.003960007335990667,0.006845347583293915,0.017557958140969276,1.3262426853179932,1,0.9355520680546761,0.00747197400778532,0.0007262761355377734,1.97,202.78,,,,,
4330000,260,0.05899167060852051,0.0857810378074646,0.007072107400745153,0.017452677711844444,1.3341764211654663,500,0.7152873277664185,-0.02767464518547058,0.0006440997240133584,2.17,210.85,,,,,
4370000,257,0.019099686294794083,0.04604421555995941,0.017391690984368324,0.017435777932405472,1.3150943517684937,1000,0.9318580776453018,-0.0017183020245283842,0.001056543318554759,2.45,219.16,,,,,
,,,,,,,,,,,,,4390080,0.36869877576828003,453,2.14,207.85
4400080,222,0.12195577472448349,0.0015796810621395707,0.022150525823235512,0.017551297321915627,1.301831841468811,1,0.4692777395248413,-0.05065464973449707,0.0015488050412386656,2.23,211.05,,,,,
4440000,228,0.05682460591197014,0.025860797613859177,0.015308096073567867,0.017383413389325142,1.3295384645462036,500,0.6640660762786865,-0.06557507812976837,0.0008058767998591065,1.2,175.01,,,,,
4480000,235,0.2778739631175995,0.02158808335661888,0.014316417276859283,0.017457924783229828,1.3570549488067627,1000,-0.14280998706817627,0.3283526599407196,0.0008942654239945114,1.95,205.29,,,,,
,,,,,,,,,,,,,4500080,0.5215939283370972,426,2.27,211.73
4510080,239,0.03724471852183342,0.03292761743068695,0.012420388869941235,0.01738707348704338,0.9067098498344421,1,0.4241321086883545,0.04730011895298958,0.0008012133766897023,1.34,179.25,,,,,
4550000,233,0.1486671417951584,0.012589347548782825,0.007960561662912369,0.01748824119567871,1.189060926437378,500,0.47484421730041504,-0.11581405252218246,0.0007390010869130492,1.08,171.33,,,,,
4590000,233,0.1070512905716896,0.0,0.007862275466322899,0.017059894278645515,1.332466721534729,1000,0.5717461705207825,0.17986708879470825,0.0006215613102540374,2.21,214.14,,,,,
,,,,,,,,,,,,,4610080,-1.0068237781524658,460,1.95,192.46
4620080,230,0.14573432505130768,0.013098535127937794,0.008896875195205212,0.017257818952202797,1.3411939144134521,1,0.46186214685440063,-0.2561345100402832,0.0008761744829826057,1.68,192.05,,,,,
4660000,245,0.051281802356243134,0.0016530841821804643,0.00810629315674305,0.017379073426127434,1.2875216007232666,500,0.7829533964395523,-0.031022626906633377,0.0007641798001714051,1.52,187.33,,,,,
4700000,242,0.03493953496217728,0.0,0.006237098015844822,0.01730581372976303,1.1667824983596802,1000,0.859769195318222,-0.049804966896772385,0.0004504444950725883,2.23,211.49,,,,,
,,,,,,,,,,,,,4720080,0.5588114857673645,475,1.54,177.83
