#{"t_start": 1611042780.9202156, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,127,26.05119
4.0,268,41.859155
4.0,265,57.544745
2.0,224,70.559066
1.0,155,79.257925
0.0,129,86.363385
4.0,264,101.49192
0.0,123,108.104177
0.0,129,115.024365
0.0,125,121.822184
2.0,202,133.24837
0.0,129,140.236023
2.0,204,151.895092
1.0,151,160.125292
1.0,157,168.648484
1.0,155,176.954981
1.0,172,186.430833
3.0,272,202.001294
1.0,176,211.92122
4.0,268,226.99618
2.0,200,238.327222
0.0,129,245.392014
1.0,155,253.744714
0.0,127,260.397658
3.0,251,274.923808
3.0,252,289.006511
1.0,173,298.592406
