#{"t_start": 1611042775.9477994, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,127,31.056773
0.0,127,38.051271
6.0,326,57.654141
0.0,129,64.734894
0.0,127,71.781046
2.0,185,82.439957
1.0,157,91.164489
2.0,185,101.389967
3.0,235,114.959053
0.0,129,121.980493
1.0,175,131.647687
2.0,182,141.844775
1.0,175,151.651791
1.0,173,161.40483
0.0,127,168.107565
1.0,173,177.579713
0.0,125,184.11712
1.0,177,194.112283
0.0,127,200.883612
0.0,127,207.643358
0.0,129,214.565684
3.0,228,227.532546
1.0,155,235.940696
1.0,178,245.908782
0.0,127,252.735829
5.0,372,274.251353
1.0,173,283.736354
2.0,204,295.14285
2.0,200,306.327791
