#{"t_start": 1611042776.6534638, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,204,34.863689
1.0,177,45.077084
1.0,155,53.961981
1.0,157,62.856173
0.0,129,70.012938
0.0,127,77.039703
1.0,157,85.881793
1.0,157,94.599331
3.0,214,106.630894
0.0,129,113.676644
1.0,173,123.241641
3.0,210,135.212078
0.0,129,142.176895
3.0,248,156.482612
0.0,123,163.035002
0.0,129,169.873678
3.0,271,185.213364
0.0,129,192.190967
2.0,184,202.502225
2.0,203,213.734727
4.0,316,231.914541
4.0,302,249.346744
