#{"t_start": 1611042777.5164342, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,173,32.26295
2.0,201,43.883794
4.0,264,59.527537
0.0,129,66.557375
0.0,129,73.791755
1.0,174,83.78696
0.0,123,90.287445
1.0,153,98.52592
2.0,181,108.852737
1.0,176,118.665578
1.0,176,128.544175
1.0,155,137.191991
1.0,155,145.707944
1.0,154,154.299086
1.0,155,162.826541
1.0,177,172.543316
1.0,153,180.659134
2.0,185,191.024312
0.0,129,198.065394
2.0,203,209.402367
0.0,129,216.36445
0.0,127,223.093568
1.0,155,231.516261
0.0,127,238.303725
1.0,173,248.089031
