#{"t_start": 1611042780.496114, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,207,31.326834
2.0,198,42.873209
0.0,129,50.087158
1.0,155,58.821067
3.0,219,71.550223
1.0,175,81.539049
0.0,129,88.481478
1.0,153,96.77634
1.0,173,106.546308
2.0,190,117.351451
1.0,173,126.902265
3.0,233,140.222766
0.0,129,147.250493
0.0,127,154.124191
0.0,125,160.836387
1.0,173,170.269016
1.0,157,178.762509
1.0,173,188.435767
1.0,173,198.027976
3.0,230,211.036556
2.0,204,222.4856
0.0,129,229.323064
0.0,127,236.025795
1.0,155,244.592772
