#{"t_start": 1610951213.6205504, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,157,385.836108
0.0,127,389.816464
4.0,302,400.014326
4.0,322,788.743391
0.0,123,792.758515
1.0,178,798.899388
3.0,268,1217.409136
7.0,409,1232.115879
3.0,250,1657.383777
1.0,173,1663.46926
1.0,153,1668.681546
4.0,261,2087.601243
2.0,204,2094.787705
4.0,299,2105.530005
9.0,401,2538.371251
0.0,125,2542.517154
2.0,200,2549.516853
2.0,200,2954.557304
2.0,202,2961.689676
2.0,185,2968.342548
2.0,203,3348.494592
0.0,129,3353.04776
2.0,202,3360.338387
1.0,155,3365.829072
2.0,222,3755.795527
0.0,129,3760.129313
3.0,252,3769.097417
2.0,222,4163.16857
3.0,250,4171.927853
5.0,348,4184.130955
0.0,129,4583.8344
5.0,327,4594.976478
0.0,125,4598.996886
1.0,157,4960.926558
0.0,125,4965.048315
2.0,220,4972.536392
2.0,223,4980.363595
1.0,173,5363.33192
2.0,202,5370.160828
2.0,200,5377.042145
2.0,198,5779.417568
1.0,173,5785.191741
4.0,279,5794.923681
5.0,306,6202.851224
0.0,127,6206.978528
3.0,250,6215.674613
1.0,155,6220.907972
0.0,125,6577.870383
0.0,127,6582.038125
0.0,127,6586.216124
0.0,129,6590.591393
4.0,299,6966.33
1.0,176,6972.211913
0.0,129,6976.334771
1.0,173,6982.183982
0.0,129,7348.592736
1.0,178,7354.374856
4.0,297,7364.48778
1.0,178,7773.472477
0.0,129,7777.705832
1.0,173,7783.449437
5.0,333,7794.910935
0.0,129,8153.062907
0.0,127,8156.996161
0.0,127,8160.940677
1.0,175,8166.746839
2.0,222,8524.31264
1.0,175,8530.169851
0.0,129,8534.37539
3.0,272,8543.775292
1.0,178,8906.132029
0.0,125,8910.207697
4.0,279,8919.755136
1.0,173,9282.090432
1.0,155,9287.120866
1.0,153,9292.349852
3.0,238,9300.553144
1.0,157,9670.97264
0.0,127,9675.098002
1.0,155,9680.150142
0.0,127,9684.31543
1.0,155,9689.317457
1.0,173,10052.773844
0.0,129,10056.961602
1.0,155,10062.058697
1.0,157,10067.15568
2.0,200,10428.037406
2.0,206,10435.031852
3.0,230,10442.88243
2.0,200,10811.214308
2.0,202,10817.920365
2.0,202,10824.780706
3.0,266,11186.005432
0.0,129,11190.118815
2.0,202,11196.764088
0.0,127,11200.802524
0.0,127,11204.961915
0.0,125,11563.323261
2.0,200,11570.131067
2.0,202,11577.173876
1.0,173,11582.943735
0.0,125,11947.21817
2.0,202,11954.003966
0.0,123,11957.980026
0.0,127,11961.997784
0.0,125,11966.012863
0.0,129,12335.855767
1.0,173,12341.722969
0.0,129,12345.915347
1.0,157,12351.203739
1.0,173,12722.628049
3.0,215,12729.911131
2.0,225,12737.538636
1.0,155,12742.730729
1.0,172,13104.739081
0.0,127,13108.895436
0.0,129,13113.037162
2.0,223,13120.545553
1.0,174,13478.366189
1.0,155,13483.618133
3.0,250,13492.070949
0.0,129,13496.340444
0.0,129,13855.255418
3.0,254,13864.067692
3.0,268,13873.193763
0.0,127,14230.979032
2.0,208,14238.032999
0.0,127,14242.137056
0.0,125,14246.158216
0.0,129,14250.261319
4.0,259,14604.801146
0.0,129,14608.661711
3.0,234,14616.393888
0.0,127,14970.201118
0.0,127,14974.148223
1.0,157,14979.314397
0.0,129,14983.387864
2.0,205,14990.106081
0.0,127,15386.12052
0.0,123,15390.097073
2.0,188,15396.262969
