#{"t_start": 1610951217.921408, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,127,380.46032
1.0,157,385.551358
2.0,223,392.869409
0.0,129,397.050736
4.0,297,784.870913
3.0,270,794.36172
0.0,129,798.696624
1.0,173,1213.655652
4.0,291,1223.911335
2.0,229,1648.449221
1.0,157,1653.806066
0.0,129,1658.192279
3.0,238,1666.577368
2.0,203,2083.385339
2.0,202,2090.447702
0.0,129,2094.748666
0.0,129,2099.034605
1.0,158,2104.429458
1.0,153,2528.204383
0.0,127,2532.373553
0.0,125,2536.467139
2.0,202,2543.611101
0.0,123,2945.598128
0.0,123,2949.738096
3.0,231,2958.095345
0.0,127,2962.414203
1.0,155,2967.942023
0.0,127,3345.126891
0.0,129,3349.668541
0.0,127,3354.037391
4.0,321,3747.832167
0.0,129,3752.316788
0.0,129,3756.631692
0.0,129,3760.981154
1.0,158,3766.332387
2.0,200,4159.704458
3.0,252,4168.483389
5.0,350,4576.17338
1.0,173,4581.962454
3.0,234,4589.790096
0.0,129,4593.9772
1.0,159,4955.932355
6.0,361,4968.690247
0.0,125,4972.871361
0.0,125,4976.972226
0.0,129,5358.283682
0.0,127,5362.415123
2.0,202,5369.301804
2.0,202,5376.265821
0.0,129,5776.095818
1.0,175,5781.967824
3.0,253,5790.739551
2.0,222,6195.582097
1.0,178,6201.511577
1.0,155,6206.69351
0.0,127,6210.91114
0.0,123,6214.946044
0.0,129,6572.139181
0.0,127,6576.214682
0.0,129,6580.447584
5.0,350,6593.056589
0.0,127,6962.444473
3.0,236,6970.390843
0.0,127,6974.535552
4.0,301,7347.143813
1.0,178,7352.981227
0.0,127,7357.118989
0.0,127,7361.113231
2.0,219,7771.556351
0.0,127,7775.760136
2.0,202,7782.411564
0.0,129,7786.613675
2.0,221,8148.093031
2.0,218,8155.210212
1.0,155,8160.241012
3.0,274,8519.673334
2.0,219,8527.119938
1.0,154,8532.180233
0.0,127,8536.30565
0.0,129,8896.886346
0.0,127,8901.042829
2.0,202,8907.889801
3.0,248,8916.315404
0.0,129,9277.052785
2.0,200,9283.754362
0.0,127,9287.989342
1.0,171,9293.752803
0.0,127,9297.998931
3.0,236,9671.196919
0.0,129,9675.312766
3.0,247,9683.70839
0.0,129,10045.633367
0.0,129,10049.803181
3.0,272,10059.134946
0.0,127,10063.135598
1.0,174,10423.049365
5.0,352,10435.333035
3.0,271,10806.276578
1.0,175,10812.039934
0.0,125,10816.085928
2.0,220,10823.435621
0.0,129,10827.655525
1.0,157,11184.954947
0.0,127,11188.944467
3.0,250,11197.360214
3.0,251,11560.342951
3.0,232,11568.372994
0.0,125,11572.519887
0.0,127,11576.544816
0.0,129,11941.146322
0.0,123,11945.020593
2.0,223,11952.598794
3.0,252,11961.13238
2.0,220,12334.336947
1.0,158,12339.57968
2.0,201,12346.515377
0.0,127,12350.702859
0.0,129,12720.448678
4.0,282,12730.144986
1.0,157,12735.380778
2.0,222,13099.213053
3.0,251,13107.83769
2.0,202,13114.593199
2.0,180,13472.628901
0.0,129,13476.78238
0.0,129,13481.010444
0.0,125,13485.013699
1.0,155,13490.187207
0.0,127,13849.064503
0.0,127,13853.287663
1.0,157,13858.459011
3.0,272,13867.760804
0.0,129,14225.573151
0.0,127,14229.769527
0.0,129,14233.91134
0.0,129,14238.077543
3.0,218,14245.387569
3.0,249,14599.54934
2.0,202,14606.035686
3.0,252,14614.317804
2.0,200,14970.787221
0.0,125,14974.751948
0.0,127,14978.768487
1.0,159,14983.891169
0.0,129,15379.851566
1.0,174,15385.728289
1.0,175,15391.401741
0.0,129,15395.541687
2.0,221,15763.665558
0.0,129,15767.757199
0.0,125,15771.642469
0.0,125,15775.69312
0.0,129,15779.785235
1.0,151,16147.232311
0.0,129,16151.510448
1.0,173,16157.473342
2.0,204,16164.627388
0.0,127,16168.801982
0.0,127,16587.203544
4.0,243,16596.065281
0.0,127,16600.400479
0.0,129,16604.967136
1.0,173,17009.502949
2.0,202,17016.715998
0.0,129,17021.053156
0.0,127,17025.440497
2.0,198,17411.597658
1.0,175,17417.709065
0.0,123,17422.13983
2.0,202,17429.533543
0.0,129,17434.285011
0.0,125,17812.864785
0.0,129,17817.248702
1.0,173,17823.278836
0.0,129,17827.75198
1.0,176,18232.182004
0.0,125,18236.37366
2.0,226,18244.230752
3.0,230,18252.27402
1.0,155,18661.475636
0.0,129,18665.928303
2.0,203,18673.285297
0.0,129,18677.679815
2.0,224,19069.671838
3.0,250,19078.988636
0.0,123,19083.26617
1.0,159,19088.83682
0.0,129,19471.386806
0.0,127,19475.677458
0.0,129,19480.239618
1.0,169,19486.038806
0.0,127,19490.24678
0.0,129,19907.886866
1.0,175,19913.950714
0.0,127,19918.186129
3.0,248,19926.647132
1.0,173,20345.915509
0.0,129,20350.330764
1.0,173,20356.485167
3.0,228,20364.816018
2.0,223,20736.313424
0.0,125,20740.694359
1.0,173,20746.984057
2.0,202,21125.783723
0.0,129,21130.229944
0.0,127,21134.441901
1.0,154,21139.840842
5.0,329,21519.629008
1.0,153,21524.975376
3.0,269,21534.857917
0.0,125,21539.051786
3.0,249,21963.555966
1.0,155,21968.968558
0.0,129,21973.271597
3.0,231,22404.740976
1.0,171,22410.840099
1.0,157,22416.322077
0.0,129,22420.728232
3.0,228,22853.18586
0.0,129,22857.640389
2.0,220,22865.615007
2.0,185,22872.148084
1.0,170,23301.72116
1.0,172,23307.82277
2.0,201,23315.18512
0.0,129,23319.631604
1.0,175,23749.898096
0.0,129,23754.287698
0.0,127,23758.574696
0.0,129,23763.101578
0.0,123,23767.290993
0.0,129,23771.561585
1.0,173,24214.903529
0.0,127,24219.119619
0.0,125,24223.415561
1.0,172,24229.39321
1.0,173,24650.643388
3.0,252,24659.89365
0.0,127,24664.294291
0.0,129,24668.638099
0.0,127,25098.961344
0.0,129,25103.391539
0.0,129,25107.819972
0.0,129,25112.252368
0.0,127,25116.581459
4.0,295,25535.941552
1.0,173,25542.002299
4.0,302,25552.786447
0.0,129,25936.863138
1.0,178,25943.186527
6.0,352,25955.758857
0.0,129,26330.638438
