contrastive_loss,nupdates,value_loss,explained_variance,reconstruct_loss,policy_loss,atten_decoder_loss,policy_entropy,fps,atten_encoder_loss,total_timesteps,ep_len_mean,ep_reward_mean,fps_eval,explained_variance_eval,total_timesteps_eval,ep_len_mean_eval,ep_reward_mean_eval
2.0,1000,0.007672987878322601,0.0,0.01736028678715229,-0.057230960577726364,0.0004273196682333946,1.384031057357788,256,0.0,9760000,168.6,1.03,,,,,
,,,,,,,,,,,,,411,4.76837158203125e-07,9780080,170.43,1.11
2.0,1,0.03848593682050705,0.0,0.017075007781386375,0.026440149173140526,0.0004793807747773826,1.3846659660339355,257,0.0,9790080,206.8,1.99,,,,,
2.0,500,0.03625573590397835,0.0,0.017379287630319595,-0.027864977717399597,0.000401272380258888,1.3750348091125488,269,0.0,9830000,196.81,1.78,,,,,
2.0,1000,0.0007657391834072769,-1.1920928955078125e-07,0.01711883395910263,-0.01275498978793621,0.00043352640932425857,1.3803021907806396,270,0.0,9870000,183.4,1.44,,,,,
,,,,,,,,,,,,,453,-1.1920928955078125e-07,9890080,185.7,1.46
2.0,1,0.0022284474689513445,1.1920928955078125e-07,0.017381712794303894,-0.021081307902932167,0.00038347142981365323,1.3826096057891846,279,0.0,9900080,170.89,1.1,,,,,
2.0,500,0.08572959154844284,0.0,0.01742389053106308,0.09958899766206741,0.0004113963805139065,1.3847451210021973,276,0.0,9940000,179.33,1.3,,,,,
2.0,1000,0.07133644074201584,0.0,0.017383232712745667,0.02070997655391693,0.0004642550484277308,1.385216236114502,274,0.0,9980000,190.45,1.63,,,,,
,,,,,,,,,,,,,398,0.0,10000080,187.97,1.47
2.0,1,0.0007142777903936803,0.0,0.01732354611158371,-0.012364912778139114,0.0003890738298650831,1.3862664699554443,245,0.0,10010080,184.64,1.39,,,,,
2.0,500,0.01671675778925419,0.0,0.01737995445728302,-0.017398716881871223,0.0004897796316072345,1.3822580575942993,265,0.0,10050000,178.25,1.26,,,,,
2.0,1000,0.06728090345859528,-2.384185791015625e-07,0.017527280375361443,0.026267755776643753,0.00042860163375735283,1.3853237628936768,265,0.0,10090000,165.66,0.98,,,,,
,,,,,,,,,,,,,347,-1.1920928955078125e-07,10110080,185.11,1.41
2.0,1,0.0009230792638845742,0.0,0.01745869591832161,-0.01524797547608614,0.00039355954504571855,1.3837015628814697,257,0.0,10120080,176.06,1.21,,,,,
2.0,500,0.002294261706992984,-1.1920928955078125e-07,0.01753653585910797,-0.030861923471093178,0.0003949793172068894,1.38152015209198,265,0.0,10160000,176.12,1.19,,,,,
2.0,1000,0.004261552356183529,-1.1920928955078125e-07,0.017431586980819702,-0.030888408422470093,0.00044724135659635067,1.3859002590179443,264,0.0,10200000,174.12,1.15,,,,,
,,,,,,,,,,,,,438,-1.1920928955078125e-07,10220080,184.16,1.43
2.0,1,0.0029197048861533403,0.0,0.017125984653830528,-0.028449853882193565,0.00046515712165273726,1.3834350109100342,256,0.0,10230080,183.0,1.34,,,,,
2.0,500,0.014407241716980934,5.960464477539063e-08,0.017371660098433495,-0.0817064493894577,0.0004191989137325436,1.3833061456680298,259,0.0,10270000,178.59,1.32,,,,,
2.0,1000,0.005824565887451172,0.0,0.017269978299736977,-0.048434317111968994,0.0004721675650216639,1.3846880197525024,259,0.0,10310000,178.17,1.26,,,,,
,,,,,,,,,,,,,469,0.0,10330080,170.23,1.11
2.0,1,0.010544982738792896,0.0,0.017484717071056366,-0.058277763426303864,0.00040818977868184447,1.38581383228302,261,0.0,10340080,182.66,1.39,,,,,
2.0,500,0.00416007312014699,1.7881393432617188e-07,0.017216186970472336,-0.03682750463485718,0.00040096131851896644,1.3814802169799805,265,0.0,10380000,189.66,1.54,,,,,
2.0,1000,0.026604849845170975,-2.384185791015625e-07,0.017442625015974045,0.011270282790064812,0.00042768148705363274,1.3822962045669556,263,0.0,10420000,170.95,1.15,,,,,
,,,,,,,,,,,,,367,-1.1920928955078125e-07,10440080,178.5,1.36
2.0,1,0.002208120422437787,0.0,0.01721545308828354,-0.024892767891287804,0.00036919419653713703,1.3861384391784668,250,0.0,10450080,175.1,1.18,,,,,
2.0,500,0.06145850941538811,-2.384185791015625e-07,0.017313888296484947,0.06301124393939972,0.0005078539252281189,1.3819326162338257,258,0.0,10490000,187.12,1.52,,,,,
2.0,1000,0.0037794075906276703,0.0,0.01718582957983017,-0.033466167747974396,0.0004002302885055542,1.3825058937072754,260,0.0004833984130527824,10530000,187.55,1.46,,,,,
,,,,,,,,,,,,,445,1.1920928955078125e-07,10550080,185.77,1.57
2.0,1,0.06117170304059982,0.0,0.01714763231575489,0.06865718215703964,0.0004418303142301738,1.3827707767486572,274,0.0,10560080,179.28,1.28,,,,,
2.0,500,0.02709830366075039,1.7881393432617188e-07,0.01737801544368267,0.003242450300604105,0.0004353029653429985,1.38025963306427,263,0.0,10600000,170.34,1.04,,,,,
2.0,1000,0.012519816868007183,0.0,0.017443500459194183,-0.06227203458547592,0.000510582176502794,1.3822160959243774,264,0.0,10640000,192.15,1.58,,,,,
,,,,,,,,,,,,,460,-2.384185791015625e-07,10660080,179.61,1.32
2.0,1,0.025360677391290665,0.0,0.017390917986631393,0.021115217357873917,0.0005316995084285736,1.3827587366104126,278,0.0,10670080,184.57,1.38,,,,,
2.0,500,0.018511459231376648,0.0,0.017404811456799507,-0.032327838242053986,0.0004858666507061571,1.3861870765686035,262,0.0,10710000,181.41,1.37,,,,,
2.0,1000,0.028146710246801376,0.0,0.017314760014414787,-8.268952660728246e-05,0.00048243365017697215,1.3854570388793945,263,0.0,10750000,179.17,1.27,,,,,
,,,,,,,,,,,,,412,0.0,10770080,183.27,1.34
2.0,1,0.0029586716555058956,0.0,0.017438771203160286,-0.02899484895169735,0.0004110650043003261,1.3845460414886475,266,0.0,10780080,185.39,1.49,,,,,
2.0,500,0.0262027345597744,0.0,0.0171480942517519,0.012503971345722675,0.0003840523131657392,1.383836269378662,267,0.0,10820000,189.09,1.58,,,,,
2.0,1000,0.0657527893781662,0.0,0.01744723878800869,0.03530862554907799,0.00041345279896631837,1.3792123794555664,267,0.0,10860000,182.55,1.39,,,,,
,,,,,,,,,,,,,475,0.0,10880080,187.48,1.5
2.0,1,0.027847593650221825,0.0,0.017237376421689987,-0.0027050289791077375,0.00046957400627434254,1.384333848953247,228,0.0,10890080,183.76,1.41,,,,,
2.0,500,0.04601338505744934,1.7881393432617188e-07,0.01725568063557148,-0.012598024681210518,0.0005082638235762715,1.3849928379058838,263,0.0,10930000,180.74,1.31,,,,,
2.0,1000,0.009477037005126476,0.0,0.017414212226867676,-0.05332406237721443,0.00044645965681411326,1.3830573558807373,263,0.0,10970000,181.77,1.38,,,,,
,,,,,,,,,,,,,415,2.3245811462402344e-06,10990080,194.19,1.73
2.0,1,0.0060247378423810005,0.0,0.017249178141355515,-0.05293112248182297,0.000446660618763417,1.381709098815918,244,0.0,11000080,192.94,1.6,,,,,
2.00003719329834,500,0.0041600000113248825,0.0,0.017442794516682625,-0.030099600553512573,0.00045685580698773265,1.38442063331604,265,0.0,11040000,186.34,1.59,,,,,
1.9997692108154297,1000,0.04599429666996002,0.0,0.01740633323788643,-0.017046809196472168,0.0004816693253815174,1.3840868473052979,263,0.0,11080000,182.38,1.45,,,,,
,,,,,,,,,,,,,413,0.0,11100080,181.54,1.41
2.0,1,0.05077922344207764,0.0,0.01741638593375683,0.038685597479343414,0.00044740154407918453,1.3856205940246582,246,0.0,11110080,171.86,1.14,,,,,
2.0,500,0.06154339388012886,0.0,0.017345605418086052,0.060084857046604156,0.0004245623422320932,1.3842257261276245,269,0.0,11150000,194.27,1.64,,,,,
2.0,1000,0.06560512632131577,0.0,0.01732030138373375,0.0392395444214344,0.00045181618770584464,1.367753505706787,271,0.0,11190000,195.88,1.67,,,,,
,,,,,,,,,,,,,443,0.0,11210080,190.89,1.58
2.0,1,0.06427329033613205,0.0,0.017322374507784843,0.04229956865310669,0.00043267919681966305,1.3727166652679443,245,0.0,11220080,199.22,1.79,,,,,
2.000034809112549,500,0.0678601935505867,-2.384185791015625e-07,0.017341069877147675,0.02063865028321743,0.00041329202940687537,1.3721660375595093,276,0.0,11260000,199.16,1.89,,,,,
2.0000157356262207,1000,0.010082927532494068,0.0,0.017265837639570236,-0.0572953000664711,0.0004048013943247497,1.3820258378982544,275,0.0,11300000,197.62,1.72,,,,,
,,,,,,,,,,,,,386,1.1920928955078125e-07,11320080,182.15,1.32
2.0,1,6.726768333464861e-05,5.960464477539063e-08,0.017211072146892548,-0.01047168392688036,0.0005008079460822046,1.3833791017532349,267,0.0,11330080,189.03,1.52,,,,,
2.0002617835998535,500,0.044793885201215744,5.960464477539063e-08,0.017303334549069405,-0.007420502603054047,0.0003889732470270246,1.3820871114730835,261,0.0,11370000,171.9,1.13,,,,,
2.0,1000,0.04014388844370842,1.7881393432617188e-07,0.017192136496305466,0.019196992740035057,0.0004425866936799139,1.3810350894927979,262,0.0,11410000,182.07,1.35,,,,,
,,,,,,,,,,,,,447,0.0,11430080,181.08,1.31
2.0,1,0.001031182473525405,5.960464477539063e-08,0.017234476283192635,-0.014801828190684319,0.0004937451449222863,1.385671854019165,269,0.0,11440080,176.34,1.22,,,,,
1.999924898147583,500,0.0687546357512474,0.0,0.017412595450878143,0.028240453451871872,0.0004969732253812253,1.3813347816467285,264,0.0,11480000,184.62,1.51,,,,,
2.0,1000,0.06331274658441544,-2.384185791015625e-07,0.01747557893395424,0.05656876042485237,0.0004748862702399492,1.3849667310714722,264,0.0,11520000,168.22,1.04,,,,,
,,,,,,,,,,,,,474,0.0,11540080,176.51,1.23
2.0,1,0.0015592316631227732,0.0,0.01731695793569088,-0.020601848140358925,0.0005162357701919973,1.3837871551513672,251,0.0,11550080,177.14,1.27,,,,,
2.0,500,0.004102758131921291,0.0,0.017395133152604103,-0.036141086369752884,0.0004084758984390646,1.3831372261047363,265,0.0,11590000,184.47,1.38,,,,,
2.0,1000,0.03991174325346947,1.1920928955078125e-07,0.0173588078469038,0.019765062257647514,0.00041817189776338637,1.385286569595337,269,0.0,11630000,189.83,1.55,,,,,
,,,,,,,,,,,,,461,0.0,11650080,177.48,1.23
2.0,1,0.0008345363894477487,0.0,0.017186341807246208,-0.0133278276771307,0.00040858876309357584,1.3857486248016357,284,0.0,11660080,173.82,1.14,,,,,
2.0,500,6.44801912130788e-05,0.0,0.017420778051018715,-0.010031983256340027,0.0003824787272606045,1.3851429224014282,276,0.0,11700000,178.78,1.32,,,,,
2.0,1000,0.06642813235521317,0.0,0.01740875095129013,0.030513102188706398,0.000464252894744277,1.3851836919784546,276,0.0,11740000,179.11,1.3,,,,,
,,,,,,,,,,,,,398,0.0,11760080,178.74,1.26
2.0,1,0.004004219081252813,0.0,0.017232045531272888,-0.032972414046525955,0.0004586715658660978,1.383505940437317,268,0.0,11770080,184.85,1.42,,,,,
2.0,500,0.08505875617265701,0.0,0.017428720369935036,0.03371845930814743,0.00042352257878519595,1.379341959953308,270,0.0,11810000,190.97,1.58,,,,,
2.0,1000,0.008482850156724453,0.0,0.01749679632484913,-0.05439694970846176,0.0005085779703222215,1.3772046566009521,269,0.0,11850000,187.5,1.43,,,,,
,,,,,,,,,,,,,453,-2.110004425048828e-05,11870080,181.97,1.34
2.0,1,0.0012535806745290756,-1.1920928955078125e-07,0.01749037206172943,-0.018430953845381737,0.0004411880800034851,1.3793443441390991,227,0.0004833984130527824,11880080,190.2,1.54,,,,,
2.0,500,0.003939866088330746,1.1920928955078125e-07,0.017160329967737198,-0.031075190752744675,0.00043480898602865636,1.3844795227050781,265,0.0,11920000,182.96,1.48,,,,,
2.0,1000,0.037081364542245865,0.0,0.017326874658465385,0.03954969719052315,0.00044845734373666346,1.382668137550354,268,0.0,11960000,199.84,1.88,,,,,
,,,,,,,,,,,,,483,1.1920928955078125e-07,11980080,195.83,1.75
2.0,1,0.06254084408283234,-1.1920928955078125e-07,0.01729055866599083,0.056599050760269165,0.0004973196191713214,1.3835959434509277,305,0.0,11990080,189.89,1.53,,,,,
2.0,500,0.01476711593568325,-1.1920928955078125e-07,0.017419002950191498,-0.006861449684947729,0.00048497357056476176,1.3832390308380127,282,0.0,12030000,183.54,1.41,,,,,
2.0,1000,0.036175522953271866,-1.1920928955078125e-07,0.017384415492415428,0.04094689339399338,0.0005158325657248497,1.3849513530731201,282,0.0,12070000,188.53,1.59,,,,,
,,,,,,,,,,,,,419,0.0,12090080,193.18,1.66
2.0,1,0.006795267108827829,0.0,0.017234016209840775,-0.04979235306382179,0.0005276870215311646,1.3815131187438965,272,0.0,12100080,176.16,1.17,,,,,
2.0,500,0.056047894060611725,-1.1920928955078125e-07,0.017410922795534134,0.009751510806381702,0.0004460221098270267,1.3816041946411133,254,0.0,12140000,188.1,1.5,,,,,
2.0,1000,0.012633828446269035,-1.1920928955078125e-07,0.017371999099850655,0.008624655194580555,0.0005619933363050222,1.3833905458450317,248,0.0,12180000,184.76,1.42,,,,,
,,,,,,,,,,,,,465,5.960464477539063e-08,12200080,178.24,1.23
2.0,1,0.01783050037920475,0.0,0.017101963981986046,-0.025597792118787766,0.0004841756890527904,1.3847439289093018,247,0.0,12210080,176.03,1.25,,,,,
2.0,500,0.035051774233579636,0.0,0.01749453693628311,-0.028811071068048477,0.00044124736450612545,1.3822885751724243,261,0.0,12250000,178.46,1.34,,,,,
1.9996047019958496,1000,0.0016865214565768838,0.0,0.01739908568561077,-0.01969318464398384,0.0004666872264351696,1.3830907344818115,262,0.0004833984130527824,12290000,193.34,1.66,,,,,
,,,,,,,,,,,,,395,1.1920928955078125e-07,12310080,178.31,1.29
2.0,1,0.005984084215015173,0.0,0.017426572740077972,-0.04913138598203659,0.0004328755312599242,1.383204698562622,249,0.0,12320080,186.72,1.49,,,,,
2.000109910964966,500,0.01594444364309311,0.0,0.017341796308755875,-0.019850077107548714,0.00046409497736021876,1.3836978673934937,232,0.0,12360000,180.02,1.34,,,,,
2.0,1000,0.003778550075367093,-1.1920928955078125e-07,0.017323844134807587,-0.031115081161260605,0.0004506999102886766,1.3846850395202637,233,0.0,12400000,181.65,1.35,,,,,
,,,,,,,,,,,,,431,-1.1920928955078125e-07,12420080,186.33,1.51
1.9999799728393555,1,0.05900685116648674,0.0,0.01743137650191784,0.06783585995435715,0.00040031824028119445,1.3831777572631836,245,0.0,12430080,197.01,1.78,,,,,
2.0,500,0.005032745189964771,0.0,0.01714666374027729,-0.037717029452323914,0.00044366047950461507,1.3798645734786987,229,0.0,12470000,188.32,1.59,,,,,
2.0,1000,0.026233453303575516,0.0,0.017444675788283348,0.01302307564765215,0.00040448381332680583,1.3841652870178223,228,0.0,12510000,178.5,1.27,,,,,
,,,,,,,,,,,,,349,0.0,12530080,176.6,1.29
2.0,1,0.07234019041061401,0.0,0.017432045191526413,0.09524171054363251,0.00044892431469634175,1.3848686218261719,221,0.0,12540080,176.98,1.26,,,,,
2.0,500,0.025565197691321373,5.960464477539063e-08,0.017401954159140587,0.0190661009401083,0.00045268377289175987,1.383544921875,232,0.0,12580000,180.05,1.3,,,,,
2.0,1000,0.0031393903773278,0.0,0.017161237075924873,-0.036556825041770935,0.00043640341027639806,1.3818968534469604,232,0.0,12620000,168.32,1.06,,,,,
,,,,,,,,,,,,,451,0.0,12640080,185.68,1.47
2.0,1,2.7870870326296426e-05,1.7881393432617188e-07,0.017429281026124954,-0.006611334625631571,0.0004414707364048809,1.385608196258545,280,0.0,12650080,175.9,1.26,,,,,
2.0,500,0.0003127233067061752,-2.384185791015625e-07,0.017356492578983307,-0.008184533566236496,0.00044239018461667,1.3810181617736816,266,0.0,12690000,169.81,1.05,,,,,
2.0,1000,0.006082794163376093,0.0,0.017285075038671494,-0.04347344487905502,0.00041917042108252645,1.384706735610962,266,0.0,12730000,172.74,1.14,,,,,
,,,,,,,,,,,,,383,-1.1920928955078125e-07,12750080,184.87,1.41
2.0,1,0.014792732894420624,5.960464477539063e-08,0.017153780907392502,-0.009258391335606575,0.0004371994291432202,1.3837592601776123,298,0.0,12760080,178.15,1.31,,,,,
2.0,500,0.01570395566523075,0.0,0.017308883368968964,-0.09439686685800552,0.0003862436569761485,1.383836269378662,287,0.0,12800000,169.14,1.07,,,,,
2.0,1000,0.003029031213372946,0.0,0.01721183955669403,-0.041494619101285934,0.00040751261985860765,1.3838746547698975,286,0.0,12840000,174.12,1.2,,,,,
,,,,,,,,,,,,,438,0.0,12860080,169.6,1.04
2.0,1,0.001742555177770555,0.0,0.017469100654125214,-0.02001114748418331,0.00041837626486085355,1.38454008102417,303,0.0,12870080,184.58,1.37,,,,,
2.0,500,0.08556513488292694,-2.384185791015625e-07,0.017493169754743576,0.09890325367450714,0.00044157146476209164,1.385153889656067,287,0.0,12910000,178.75,1.31,,,,,
2.0,1000,0.06331642717123032,0.0,0.017546826973557472,0.048068515956401825,0.00044750975212082267,1.3823165893554688,288,0.0,12950000,180.81,1.39,,,,,
,,,,,,,,,,,,,459,0.0,12970080,181.22,1.33
2.0,1,0.0044398922473192215,-1.1920928955078125e-07,0.017372816801071167,-0.03196289390325546,0.00042611188837327063,1.3842496871948242,294,0.0,12980080,170.54,1.1,,,,,
2.0,500,0.04929439723491669,0.0,0.01743992418050766,0.05033396556973457,0.00041024666279554367,1.3833789825439453,283,0.0,13020000,174.9,1.21,,,,,
2.0,1000,0.059808433055877686,1.1920928955078125e-07,0.017351699993014336,0.07592101395130157,0.0004858339671045542,1.382873296737671,284,0.0,13060000,180.05,1.33,,,,,
,,,,,,,,,,,,,405,0.0,13080080,179.22,1.29
2.0,1,0.03739755228161812,-2.384185791015625e-07,0.01721561886370182,0.03656180575489998,0.0004295632243156433,1.3816355466842651,278,0.0,13090080,173.04,1.14,,,,,
2.0,500,0.0005722081405110657,0.0,0.017218563705682755,-0.01174934022128582,0.00040225344127975404,1.3794355392456055,284,0.0,13130000,171.65,1.17,,,,,
2.0,1000,0.04493323713541031,-1.1920928955078125e-07,0.017215630039572716,-0.01109372265636921,0.00040749195613898337,1.3812319040298462,280,0.0,13170000,177.37,1.28,,,,,
,,,,,,,,,,,,,421,-2.384185791015625e-07,13190080,180.2,1.29
2.0,1,0.00209034257568419,0.0,0.01744777336716652,-0.02515236660838127,0.00040386215550825,1.3851463794708252,264,0.0,13200080,164.3,0.91,,,,,
2.0,500,0.01233940850943327,-1.1920928955078125e-07,0.017475776374340057,0.011473270133137703,0.0004574103222694248,1.3846566677093506,266,0.0,13240000,179.66,1.27,,,,,
2.0,1000,0.0028598932549357414,-2.384185791015625e-07,0.0174240879714489,-0.023772433400154114,0.00040318071842193604,1.3805103302001953,263,0.0,13280000,184.19,1.48,,,,,
,,,,,,,,,,,,,372,1.1920928955078125e-07,13300080,175.82,1.26
2.0,1,0.014602181501686573,0.0,0.017274480313062668,-0.008921969681978226,0.0003955197462346405,1.382178544998169,253,0.0004833984130527824,13310080,172.44,1.22,,,,,
2.0,500,0.0013061623321846128,0.0,0.01735386997461319,-0.016761545091867447,0.00036633166018873453,1.3850500583648682,269,0.0,13350000,171.57,1.13,,,,,
2.0,1000,2.6354551664553583e-05,0.0,0.017353180795907974,-0.006352355238050222,0.0003871892695315182,1.3830924034118652,268,0.0,13390000,175.58,1.23,,,,,
,,,,,,,,,,,,,450,0.0,13410080,173.47,1.21
2.0,1,0.0032967827282845974,0.0,0.01721522957086563,-0.031488530337810516,0.00043079015449620783,1.3856480121612549,271,0.0,13420080,174.52,1.2,,,,,
2.0,500,0.0852888971567154,0.0,0.017414456233382225,0.10390029847621918,0.00040193338645622134,1.3829160928726196,269,0.0,13460000,181.88,1.37,,,,,
2.0,1000,0.061462391167879105,0.0,0.017432091757655144,0.06395828723907471,0.00038304360350593925,1.3850592374801636,271,0.0,13500000,188.49,1.56,,,,,
,,,,,,,,,,,,,413,0.0,13520080,183.96,1.43
2.0,1,0.03693671151995659,0.0,0.01742035523056984,0.03761161118745804,0.00048059335676953197,1.378466010093689,278,0.0,13530080,161.01,0.83,,,,,
2.0,500,0.0023425661493092775,5.960464477539063e-08,0.01732899248600006,-0.02757512405514717,0.00039242603816092014,1.3837581872940063,274,0.0,13570000,173.4,1.18,,,,,
1.9999973773956299,1000,0.00896784570068121,0.0,0.01705985516309738,-0.05016361549496651,0.00040167453698813915,1.381996989250183,274,0.0,13610000,189.16,1.52,,,,,
,,,,,,,,,,,,,407,1.1920928955078125e-07,13630080,181.54,1.37
2.0,1,0.05316243693232536,0.0,0.01735066995024681,0.0265568345785141,0.00040666121640242636,1.3838646411895752,250,0.0,13640080,196.42,1.74,,,,,
2.0,500,0.0035609465558081865,-1.1920928955078125e-07,0.017144815996289253,-0.0275878943502903,0.0004193151253275573,1.3860931396484375,267,0.0,13680000,182.47,1.38,,,,,
2.0,1000,0.0016505725216120481,0.0,0.017382442951202393,-0.021651851013302803,0.00042096906690858305,1.3857982158660889,266,0.0,13720000,177.32,1.25,,,,,
,,,,,,,,,,,,,452,0.0,13740080,173.01,1.12
2.0,1,0.021052759140729904,0.0,0.016913248226046562,-0.040375836193561554,0.0004826203512493521,1.385857105255127,238,0.0,13750080,175.49,1.33,,,,,
2.0,500,0.10011263191699982,0.0,0.017119217664003372,0.09943041205406189,0.000495523156132549,1.3853051662445068,277,0.0,13790000,179.56,1.28,,,,,
2.0000290870666504,1000,0.0092326570302248,-1.1920928955078125e-07,0.017283136025071144,-0.06422168016433716,0.0004368724185042083,1.3852667808532715,279,0.0,13830000,191.51,1.57,,,,,
,,,,,,,,,,,,,413,-2.384185791015625e-07,13850080,175.11,1.16
2.0,1,0.002930058864876628,-2.384185791015625e-07,0.017377935349941254,-0.029098574072122574,0.00046126270899549127,1.3857696056365967,281,0.0,13860080,183.76,1.4,,,,,
2.0,500,0.0009078319417312741,0.0,0.0174438264220953,-0.014223076403141022,0.0004763607867062092,1.385085105895996,277,0.0,13900000,184.85,1.49,,,,,
2.0,1000,0.01389507669955492,-1.1920928955078125e-07,0.017096171155571938,-0.001972711179405451,0.00046125479275360703,1.386112928390503,277,0.0,13940000,177.49,1.27,,,,,
,,,,,,,,,,,,,435,1.1920928955078125e-07,13960080,191.91,1.58
2.0,1,0.1452968567609787,0.0,0.01720644161105156,0.18865270912647247,0.0003902437456417829,1.3845672607421875,249,0.0,13970080,188.61,1.62,,,,,
2.0,500,0.08504283428192139,0.0,0.01729775033891201,0.11044074594974518,0.0004751741071231663,1.3857448101043701,270,0.0,14010000,181.62,1.35,,,,,
2.0,1000,0.02525581419467926,0.0,0.017386840656399727,0.01956932432949543,0.0004564985283650458,1.3849661350250244,270,0.0,14050000,181.96,1.36,,,,,
,,,,,,,,,,,,,436,0.0,14070080,187.12,1.48
2.0,1,0.004081849940121174,0.0,0.01739303022623062,-0.036031074821949005,0.00041967345168814063,1.384378433227539,266,0.0,14080080,178.78,1.31,,,,,
2.0,500,0.004999109543859959,1.1920928955078125e-07,0.017012707889080048,-0.044223394244909286,0.00048143681487999856,1.3813221454620361,273,0.0,14120000,184.62,1.48,,,,,
2.0,1000,0.0013154062908142805,0.0,0.01721661537885666,-0.018785089254379272,0.00033552656532265246,1.3857448101043701,271,0.0,14160000,170.22,1.04,,,,,
,,,,,,,,,,,,,430,5.960464477539063e-08,14180080,179.88,1.3
2.0,1,0.06157379597425461,0.0,0.017329636961221695,0.06300335377454758,0.00040023153997026384,1.3845055103302002,277,0.0,14190080,171.13,1.1,,,,,
2.0,500,0.012325707823038101,0.0,0.01730114221572876,0.010820044204592705,0.0004136850475333631,1.3852019309997559,273,0.0,14230000,172.55,1.14,,,,,
2.0,1000,0.0007783082546666265,0.0,0.017359308898448944,-0.012861736118793488,0.0004035918100271374,1.3856334686279297,274,0.0,14270000,180.63,1.4,,,,,
,,,,,,,,,,,,,390,0.0,14290080,183.46,1.38
2.0,1,0.002053686650469899,-1.1920928955078125e-07,0.017384056001901627,-0.021950621157884598,0.0004059095517732203,1.384591817855835,248,0.0,14300080,185.93,1.49,,,,,
2.0,500,0.004020242486149073,5.960464477539063e-08,0.017292063683271408,-0.03164716809988022,0.0004251600767020136,1.383548378944397,275,0.0004833984130527824,14340000,183.7,1.44,,,,,
2.0,1000,0.0020255567505955696,0.0,0.017305724322795868,-0.02138355001807213,0.00048518198309466243,1.3844733238220215,275,0.0,14380000,173.55,1.14,,,,,
,,,,,,,,,,,,,456,0.0,14400080,176.44,1.23
2.0,1,0.027908122166991234,-1.1920928955078125e-07,0.016981296241283417,0.0027265548706054688,0.0004007407114841044,1.3842811584472656,283,0.0,14410080,181.81,1.35,,,,,
2.0,500,0.01504494808614254,0.0,0.017342913895845413,-0.011402225121855736,0.00043613798334263265,1.3757972717285156,272,0.0,14450000,179.17,1.29,,,,,
2.0,1000,1.9310286006657407e-05,0.0,0.017587194219231606,-0.005572684574872255,0.0004796111898031086,1.3849906921386719,271,0.0,14490000,184.36,1.45,,,,,
,,,,,,,,,,,,,438,0.0,14510080,176.77,1.25
2.0,1,0.000746249919757247,1.7881393432617188e-07,0.01741650514304638,-0.012234020978212357,0.000435347348684445,1.3822660446166992,273,0.0,14520080,179.82,1.34,,,,,
2.0,500,0.002280812244862318,0.0,0.017270946875214577,-0.022465072572231293,0.00046251187450252473,1.384893536567688,262,0.0,14560000,196.83,1.67,,,,,
2.0,1000,0.06357984244823456,5.960464477539063e-08,0.017286766320466995,0.049362994730472565,0.00046791849308647215,1.3860865831375122,261,0.0,14600000,174.95,1.16,,,,,
,,,,,,,,,,,,,439,-1.895427703857422e-05,14620080,180.32,1.33
2.0,1,0.002955751959234476,-2.384185791015625e-07,0.01723642833530903,-0.028649616986513138,0.0003813767689280212,1.3826277256011963,265,0.0,14630080,179.52,1.29,,,,,
2.0,500,0.02343834936618805,0.0,0.017144564539194107,-0.04797261953353882,0.00047302356688305736,1.3829805850982666,273,0.0,14670000,184.72,1.44,,,,,
2.0,1000,0.011065536178648472,0.0,0.017332807183265686,-0.06307195127010345,0.00042650956311263144,1.3807750940322876,274,0.0,14710000,189.34,1.53,,,,,
,,,,,,,,,,,,,380,5.960464477539063e-08,14730080,182.0,1.4
2.0,1,0.05684695392847061,0.0,0.017083344981074333,0.004610222764313221,0.0004731867811642587,1.3827788829803467,235,0.0,14740080,175.28,1.18,,,,,
2.0,500,0.004264862742275,-1.1920928955078125e-07,0.017489444464445114,-0.03357241675257683,0.00042036912054754794,1.3849241733551025,277,0.0,14780000,193.36,1.67,,,,,
2.0,1000,0.00034016999416053295,1.1920928955078125e-07,0.017521986737847328,-0.008974215015769005,0.0005121909780427814,1.3847732543945312,275,0.0,14820000,178.25,1.24,,,,,
,,,,,,,,,,,,,407,5.960464477539063e-08,14840080,188.3,1.53
2.0,1,0.00564187578856945,-1.1920928955078125e-07,0.01743713580071926,-0.04320842772722244,0.0004776483401656151,1.378857135772705,230,0.0,14850080,184.41,1.47,,,,,
2.0,500,0.0028992644511163235,0.0,0.017300311475992203,-0.032951705157756805,0.0004088545683771372,1.3813934326171875,274,0.0,14890000,181.09,1.36,,,,,
2.0,1000,0.004404411185532808,-2.384185791015625e-07,0.017470596358180046,-0.03497094288468361,0.00043554106377996504,1.384247064590454,274,0.0,14930000,177.48,1.22,,,,,
,,,,,,,,,,,,,382,0.0,14950080,174.53,1.23
2.0,1,0.0007893724250607193,5.960464477539063e-08,0.017436198890209198,-0.014706631191074848,0.00045303039951249957,1.382865071296692,270,0.0,14960080,171.31,1.1,,,,,
2.0,500,0.02566555142402649,5.960464477539063e-08,0.017420176416635513,0.013960421085357666,0.00043210695730522275,1.3830069303512573,264,0.0004833984130527824,15000000,176.35,1.2,,,,,
2.0,1000,0.0004622901906259358,-0.0004125833511352539,0.01729779690504074,-0.010593036189675331,0.0004532575549092144,1.3832714557647705,265,0.0,15040000,168.27,1.01,,,,,
,,,,,,,,,,,,,444,0.0,15060080,159.24,0.87
