contrastive_loss,nupdates,value_loss,explained_variance,reconstruct_loss,policy_loss,atten_decoder_loss,policy_entropy,fps,atten_encoder_loss,total_timesteps,ep_len_mean,ep_reward_mean,fps_eval,explained_variance_eval,total_timesteps_eval,ep_len_mean_eval,ep_reward_mean_eval
2.0001003742218018,1,0.08287419378757477,0.0,0.017389941960573196,0.10507328808307648,0.0003695004270412028,1.3859039545059204,269,0.0,4510080,191.59,1.58,,,,,
2.0001635551452637,500,0.0005732731078751385,0.0,0.017320750281214714,-0.011918239295482635,0.00041869826964102685,1.3833441734313965,243,0.0,4550000,195.15,1.8,,,,,
1.999929666519165,1000,0.048846758902072906,0.0,0.017199330031871796,0.05565131455659866,0.0003914188710041344,1.376757264137268,242,0.0,4590000,198.56,1.82,,,,,
,,,,,,,,,,,,,457,4.106760025024414e-05,4610080,192.52,1.71
1.9999141693115234,1,0.0070884861052036285,-1.4424324035644531e-05,0.017319774255156517,-0.050902463495731354,0.0004285391769371927,1.381235122680664,227,0.0009667968261055648,4620080,189.55,1.63,,,,,
2.0000498294830322,500,0.003936172928661108,0.0,0.01731697842478752,-0.04316432401537895,0.0003807484754361212,1.3798792362213135,243,0.0,4660000,192.33,1.6,,,,,
2.000112533569336,1000,0.003862417070195079,0.0,0.01744958572089672,-0.032964639365673065,0.0003797521931119263,1.369286060333252,248,0.0004833984130527824,4700000,212.62,2.17,,,,,
,,,,,,,,,,,,,419,2.384185791015625e-07,4720080,189.89,1.55
2.0,1,5.773012526333332e-05,1.1742115020751953e-05,0.01741081289947033,-0.009394487366080284,0.000396327959606424,1.3799521923065186,275,0.0004833984130527824,4730080,173.27,1.17,,,,,
1.99991774559021,500,0.036562785506248474,0.0,0.01714864745736122,0.047101445496082306,0.0004064535314682871,1.377524971961975,264,0.0009667968261055648,4770000,178.89,1.28,,,,,
1.9998869895935059,1000,0.061077870428562164,0.0,0.017564699053764343,0.07582665979862213,0.000432311266195029,1.376518964767456,263,0.0004833984130527824,4810000,177.77,1.23,,,,,
,,,,,,,,,,,,,393,0.0,4830080,180.36,1.34
2.0002994537353516,1,0.0026243305765092373,1.1920928955078125e-07,0.0174565352499485,-0.029578302055597305,0.00040491827530786395,1.378137469291687,258,0.0004833984130527824,4840080,180.75,1.38,,,,,
1.9999463558197021,500,0.004396247211843729,0.0,0.017292559146881104,-0.038456302136182785,0.00035620079142972827,1.3774104118347168,267,0.0009667968261055648,4880000,183.45,1.45,,,,,
2.0003371238708496,1000,0.0005201091407798231,5.960464477539063e-08,0.017176784574985504,-0.010952006094157696,0.00034887026413343847,1.3847895860671997,267,0.0009667968261055648,4920000,172.12,1.15,,,,,
,,,,,,,,,,,,,418,0.0,4940080,179.39,1.34
2.0001771450042725,1,0.004141170997172594,2.384185791015625e-07,0.017519647255539894,-0.032758679240942,0.00042307941475883126,1.3845009803771973,276,0.0,4950080,175.56,1.19,,,,,
1.999901294708252,500,0.03751367703080177,0.0,0.017085734754800797,0.0367203988134861,0.0003472324460744858,1.3832685947418213,245,0.0004833984130527824,4990000,179.88,1.34,,,,,
1.999851942062378,1000,0.0007380286697298288,-2.014636993408203e-05,0.017430786043405533,-0.012647961266338825,0.00045659858733415604,1.38493013381958,250,0.0,5030000,189.72,1.53,,,,,
,,,,,,,,,,,,,427,1.1920928955078125e-07,5050080,172.12,1.16
2.00006103515625,1,0.019960595294833183,0.0,0.01730160042643547,-0.025844305753707886,0.0003562099882401526,1.3832365274429321,251,0.0,5060080,186.6,1.47,,,,,
2.0001070499420166,500,0.022124866023659706,0.0,0.017435692250728607,-0.10303805023431778,0.00034275552025064826,1.3848669528961182,251,0.00048339838394895196,5100000,175.07,1.19,,,,,
2.00000262260437,1000,0.03826800361275673,0.0,0.01726880669593811,0.03122621774673462,0.0004270038043614477,1.3823564052581787,248,0.00048339838394895196,5140000,178.07,1.32,,,,,
,,,,,,,,,,,,,357,0.0,5160080,177.35,1.29
2.0,1,0.00016686704475432634,1.7881393432617188e-07,0.01735934242606163,-0.006010993849486113,0.0004288693889975548,1.3851003646850586,254,0.0,5170080,172.77,1.11,,,,,
2.0,500,0.002441601362079382,0.0,0.01729775406420231,-0.024036278948187828,0.00038409250555559993,1.384438395500183,262,0.0,5210000,173.33,1.17,,,,,
2.0,1000,0.004334763623774052,-1.1920928955078125e-07,0.017297977581620216,-0.04238024353981018,0.00040704983985051513,1.3814702033996582,260,0.0,5250000,178.32,1.28,,,,,
,,,,,,,,,,,,,447,0.0,5270080,195.53,1.77
2.0,1,0.011137023568153381,0.0,0.017246901988983154,-0.06004931405186653,0.00040216511115431786,1.3834407329559326,228,0.0,5280080,185.58,1.48,,,,,
2.0,500,9.511569078313187e-05,0.0,0.017508285120129585,-0.012304186820983887,0.0003265392151661217,1.3854938745498657,262,0.0,5320000,176.63,1.21,,,,,
2.0000762939453125,1000,0.00616714172065258,-1.1920928955078125e-07,0.017438732087612152,-0.043777503073215485,0.00032950303284451365,1.38399338722229,263,0.0,5360000,182.34,1.39,,,,,
,,,,,,,,,,,,,469,-1.1920928955078125e-07,5380080,179.2,1.36
2.0,1,0.0015360155375674367,5.960464477539063e-08,0.01747356541454792,-0.01912994123995304,0.000388192042009905,1.3845773935317993,249,0.0,5390080,202.37,1.83,,,,,
2.0,500,0.0024987298529595137,0.0,0.017526011914014816,-0.024403639137744904,0.00041297063580714166,1.3849263191223145,242,0.0,5430000,183.46,1.42,,,,,
1.999983310699463,1000,0.07599614560604095,0.0,0.017226949334144592,0.06647484004497528,0.00042979844147339463,1.3855831623077393,242,0.0,5470000,177.16,1.19,,,,,
,,,,,,,,,,,,,486,-1.1920928955078125e-07,5490080,177.44,1.28
2.0,1,0.0024434395600110292,1.1920928955078125e-07,0.017325667664408684,-0.03135222941637039,0.00035839463816955686,1.3805583715438843,228,0.0,5500080,186.24,1.51,,,,,
1.9998736381530762,500,0.03770557790994644,-2.384185791015625e-07,0.017086010426282883,0.03129525110125542,0.0004209988401271403,1.3858195543289185,243,0.0,5540000,181.55,1.32,,,,,
2.0,1000,0.0004975555348210037,0.0,0.017132483422756195,-0.010679760947823524,0.00044657374382950366,1.3688418865203857,242,0.0,5580000,182.24,1.41,,,,,
,,,,,,,,,,,,,372,-2.384185791015625e-07,5600080,179.73,1.35
2.0,1,0.0028724477160722017,0.0,0.017354698851704597,-0.025928664952516556,0.00030001235427334905,1.3736047744750977,271,0.0,5610080,175.42,1.18,,,,,
2.0,500,0.039185650646686554,0.0,0.01709716208279133,0.024708036333322525,0.000351852853782475,1.3834282159805298,272,0.0,5650000,178.54,1.28,,,,,
2.0,1000,0.012983767315745354,0.0,0.017382221296429634,-0.07045108079910278,0.00036139352596364915,1.3857953548431396,277,0.0,5690000,184.69,1.53,,,,,
,,,,,,,,,,,,,441,0.0,5710080,183.81,1.48
2.0,1,0.0022389322984963655,1.1920928955078125e-07,0.017330940812826157,-0.023463880643248558,0.0003960680332966149,1.3854410648345947,255,0.0,5720080,191.13,1.56,,,,,
2.0,500,0.05261726304888725,0.0,0.017109941691160202,0.025303255766630173,0.00045107241021469235,1.385332703590393,263,0.0004833984130527824,5760000,187.16,1.49,,,,,
1.9999427795410156,1000,1.238494132849155e-05,0.0,0.017353953793644905,-0.00441947253420949,0.00039802485844120383,1.3850990533828735,268,0.0,5800000,184.7,1.34,,,,,
,,,,,,,,,,,,,389,1.1920928955078125e-07,5820080,180.34,1.34
2.0,1,0.0017138372641056776,-1.1920928955078125e-07,0.017520461231470108,-0.019288618117570877,0.0004415484145283699,1.3849961757659912,275,0.0,5830080,176.59,1.27,,,,,
2.0,500,0.062491435557603836,1.7881393432617188e-07,0.01696868985891342,0.058732710778713226,0.0003778297977987677,1.3844327926635742,271,0.0,5870000,183.79,1.42,,,,,
1.9999027252197266,1000,0.0960937887430191,-1.1920928955078125e-07,0.017463767901062965,0.12166589498519897,0.00040185084799304605,1.3841158151626587,271,0.0,5910000,185.94,1.53,,,,,
,,,,,,,,,,,,,403,1.1920928955078125e-07,5930080,176.75,1.25
2.0,1,0.04990639165043831,-2.384185791015625e-07,0.017463671043515205,0.04397058114409447,0.00035618848050944507,1.3762755393981934,252,0.0,5940080,184.4,1.42,,,,,
2.0,500,0.04843410104513168,0.0,0.017161058261990547,0.0562933087348938,0.0004280707216821611,1.3769142627716064,245,0.0,5980000,181.22,1.39,,,,,
2.0,1000,0.002252239268273115,0.0,0.01728418469429016,-0.028924409300088882,0.0004371541435830295,1.385643482208252,241,0.00048339838394895196,6020000,178.78,1.3,,,,,
,,,,,,,,,,,,,340,0.0,6040080,186.44,1.46
2.0,1,0.05064366012811661,-1.1920928955078125e-07,0.017267081886529922,0.03902805224061012,0.0004438984615262598,1.3832905292510986,255,0.0,6050080,189.28,1.61,,,,,
2.0,500,0.002257556188851595,1.1920928955078125e-07,0.017435170710086823,-0.028554070740938187,0.00042185914935544133,1.3755673170089722,235,0.0,6090000,167.16,1.06,,,,,
2.0,1000,0.10124427080154419,0.0,0.017319675534963608,0.09993721544742584,0.0003909897059202194,1.3848514556884766,236,0.0,6130000,186.85,1.5,,,,,
,,,,,,,,,,,,,371,0.0,6150080,176.6,1.24
2.0,1,0.05965305119752884,0.0,0.017410796135663986,0.08071225136518478,0.0003799480327870697,1.3857922554016113,253,0.0,6160080,182.57,1.4,,,,,
2.0,500,0.017276523634791374,0.0,0.017243169248104095,-0.023269567638635635,0.00039884858415462077,1.3845857381820679,236,0.0,6200000,180.78,1.31,,,,,
1.9999754428863525,1000,0.02785121276974678,0.0,0.017270414158701897,0.0031137820333242416,0.00042127911001443863,1.3857002258300781,235,0.0,6240000,168.61,1.07,,,,,
,,,,,,,,,,,,,448,-1.1920928955078125e-07,6260080,173.63,1.18
2.0,1,0.01862025260925293,0.0,0.017329327762126923,-0.03203940391540527,0.0003501202445477247,1.3850929737091064,227,0.0,6270080,174.92,1.19,,,,,
2.0,500,0.0007151826284825802,1.1920928955078125e-07,0.01743200421333313,-0.013016034848988056,0.00037351896753534675,1.378525733947754,236,0.0,6310000,187.07,1.51,,,,,
2.0,1000,0.013035012409090996,1.1920928955078125e-07,0.017391415312886238,-0.074724480509758,0.0004407137748785317,1.383302927017212,236,0.0,6350000,170.67,1.1,,,,,
,,,,,,,,,,,,,413,0.0,6370080,181.76,1.38
1.9999606609344482,1,0.03595467284321785,-1.1920928955078125e-07,0.017131540924310684,-0.027619618922472,0.00039215682772919536,1.3848702907562256,237,0.0,6380080,185.27,1.46,,,,,
2.0,500,0.003571296576410532,3.5762786865234375e-05,0.017531972378492355,-0.03659989312291145,0.0004405677900649607,1.3798658847808838,235,0.0004833984130527824,6420000,177.57,1.32,,,,,
2.0,1000,0.06166303902864456,0.0,0.0173005610704422,0.06038542836904526,0.0003975394065491855,1.381447196006775,235,0.0,6460000,184.92,1.38,,,,,
,,,,,,,,,,,,,476,-1.1920928955078125e-07,6480080,180.39,1.31
2.0,1,0.00035737553844228387,0.0,0.01743815653026104,-0.008779406547546387,0.00033196189906448126,1.3820672035217285,237,0.0,6490080,193.05,1.65,,,,,
2.000056743621826,500,0.04052212834358215,0.0,0.017425499856472015,0.011000193655490875,0.0004131859168410301,1.3862395286560059,226,0.0,6530000,178.86,1.29,,,,,
2.0,1000,0.004247913137078285,0.0,0.017498353496193886,-0.04008879140019417,0.0003992152924183756,1.3819036483764648,227,0.0,6570000,184.22,1.44,,,,,
,,,,,,,,,,,,,466,0.0,6590080,175.76,1.23
2.0,1,0.0012458715355023742,0.0,0.017404919490218163,-0.020973673090338707,0.00040331255877390504,1.3852583169937134,255,0.00048339838394895196,6600080,172.68,1.13,,,,,
2.0,500,0.07283671200275421,0.0,0.017373017966747284,0.08728457987308502,0.00042876257793977857,1.383223056793213,246,0.0,6640000,182.61,1.35,,,,,
1.9999864101409912,1000,0.0504741370677948,0.0,0.017369430512189865,0.04603540152311325,0.0003931146638933569,1.3842694759368896,242,0.0004833984130527824,6680000,181.48,1.36,,,,,
,,,,,,,,,,,,,388,-2.384185791015625e-07,6700080,179.55,1.31
1.9999895095825195,1,0.0760277658700943,0.0,0.017348216846585274,0.0017510235775262117,0.00042747752740979195,1.3837202787399292,212,0.0,6710080,188.52,1.49,,,,,
2.0,500,0.012964221648871899,0.0,0.01737270876765251,-0.07534050196409225,0.0003886919585056603,1.3822283744812012,235,0.0,6750000,175.46,1.2,,,,,
1.9999901056289673,1000,0.07294192910194397,0.0,0.0172863956540823,0.083905890583992,0.00044357977458275855,1.3846601247787476,235,0.0,6790000,187.34,1.53,,,,,
,,,,,,,,,,,,,434,0.0,6810080,177.85,1.32
2.0000205039978027,1,0.0009921249002218246,0.0,0.01723455637693405,-0.014551122672855854,0.0003459948056843132,1.3840744495391846,237,0.0004833984130527824,6820080,175.42,1.26,,,,,
2.0,500,0.002839632797986269,-1.1920928955078125e-07,0.017139742150902748,-0.027404557913541794,0.00046721409307792783,1.3765023946762085,244,0.0,6860000,193.0,1.72,,,,,
2.0,1000,0.0025753313675522804,1.1920928955078125e-07,0.017168227583169937,-0.029973071068525314,0.00041214609518647194,1.3845763206481934,244,0.0,6900000,181.75,1.4,,,,,
,,,,,,,,,,,,,471,-1.1920928955078125e-07,6920080,181.32,1.4
1.999967336654663,1,0.048135943710803986,0.0,0.017491834238171577,0.0620630607008934,0.0004882066568825394,1.3836055994033813,278,0.0,6930080,185.46,1.43,,,,,
2.0,500,0.02219259738922119,-2.384185791015625e-07,0.01726481132209301,-0.0513191744685173,0.00041050263098441064,1.3848273754119873,263,0.0,6970000,180.14,1.3,,,,,
2.0,1000,0.02826031669974327,1.1920928955078125e-07,0.017439071089029312,0.001472177915275097,0.0004175674985162914,1.3811750411987305,263,0.0,7010000,184.94,1.5,,,,,
,,,,,,,,,,,,,387,0.0,7030080,192.03,1.65
2.0,1,0.048984743654727936,0.0,0.016915468499064445,0.05454486608505249,0.0004321468877606094,1.3833773136138916,283,0.0,7040080,189.49,1.57,,,,,
2.0,500,0.0569518506526947,0.0,0.017550038173794746,0.013474324718117714,0.00037659090594388545,1.3851666450500488,272,0.0,7080000,185.86,1.44,,,,,
2.0,1000,0.00100800977088511,1.6689300537109375e-06,0.017408234998583794,-0.015698207542300224,0.00040428462671115994,1.3768901824951172,271,0.0,7120000,197.89,1.74,,,,,
,,,,,,,,,,,,,473,0.0,7140080,203.62,1.9
2.0000622272491455,1,0.0020509138703346252,1.7881393432617188e-07,0.01734299398958683,-0.02239442989230156,0.0004896211321465671,1.3793928623199463,279,0.0,7150080,193.38,1.64,,,,,
2.0,500,0.0009011384099721909,1.1920928955078125e-07,0.01743987947702408,-0.014688449911773205,0.00042412267066538334,1.3847652673721313,270,0.0,7190000,170.1,1.13,,,,,
2.0,1000,0.06262218952178955,1.1920928955078125e-07,0.01713363453745842,0.058326952159404755,0.0004906320828013122,1.3842260837554932,272,0.0,7230000,193.08,1.61,,,,,
,,,,,,,,,,,,,416,0.0,7250080,195.16,1.74
2.0,1,1.1557784091564827e-05,-1.1920928955078125e-07,0.017384616658091545,-0.004278033040463924,0.0004004273214377463,1.38164484500885,281,0.0,7260080,192.92,1.66,,,,,
2.0,500,0.0005398287903517485,0.0,0.01738157868385315,-0.011249551549553871,0.00040784990414977074,1.3835625648498535,243,0.0004833984130527824,7300000,171.05,1.14,,,,,
2.0,1000,0.026124265044927597,0.0,0.017335044220089912,0.012387316673994064,0.00044321268796920776,1.385069489479065,243,0.0,7340000,191.27,1.57,,,,,
,,,,,,,,,,,,,408,0.0,7360080,194.05,1.73
2.0,1,0.10795196145772934,5.960464477539063e-08,0.017405720427632332,0.13918110728263855,0.0005160087021067739,1.3818385601043701,276,0.0,7370080,165.09,0.97,,,,,
2.0,500,0.009504559449851513,0.0,0.017232172191143036,-0.05564047023653984,0.0004603342094924301,1.3804659843444824,266,0.0,7410000,170.97,1.12,,,,,
2.0,1000,0.005636443383991718,1.1920928955078125e-07,0.017380081117153168,-0.04981663078069687,0.00041693737148307264,1.385278344154358,268,0.0,7450000,177.78,1.29,,,,,
,,,,,,,,,,,,,381,0.0,7470080,187.31,1.47
2.0,1,0.1243375688791275,-1.1920928955078125e-07,0.017218105494976044,0.13048839569091797,0.0003596196766011417,1.3850224018096924,254,0.0,7480080,185.07,1.4,,,,,
2.0,500,0.002006834838539362,0.0,0.01737849973142147,-0.022170333191752434,0.0003858546551782638,1.385058879852295,273,0.0,7520000,181.69,1.33,,,,,
2.0,1000,0.010354526340961456,0.0,0.017313910648226738,-0.0586257167160511,0.00044076406629756093,1.382017731666565,272,0.0,7560000,192.91,1.67,,,,,
,,,,,,,,,,,,,420,0.0,7580080,187.86,1.45
2.0,1,0.0010158339282497764,0.0,0.017412889748811722,-0.015730775892734528,0.0004458757466636598,1.3839482069015503,290,0.0,7590080,188.55,1.57,,,,,
2.0,500,0.001020460156723857,-1.1920928955078125e-07,0.01735602505505085,-0.014626756310462952,0.00044968645670451224,1.3763761520385742,272,0.0,7630000,167.34,1.03,,,,,
2.0,1000,0.05033532530069351,-1.1920928955078125e-07,0.01730315200984478,0.04344850033521652,0.0003917137219104916,1.3822975158691406,271,0.0,7670000,167.28,0.97,,,,,
,,,,,,,,,,,,,373,0.0,7690080,189.04,1.49
2.0,1,0.03625774383544922,0.0,0.017533469945192337,0.04118691012263298,0.00040852249367162585,1.3787462711334229,287,0.0,7700080,182.63,1.48,,,,,
2.0,500,0.009087854065001011,0.0,0.01747249811887741,-0.05657482147216797,0.00043375202221795917,1.3838458061218262,268,0.0,7740000,175.04,1.18,,,,,
2.000023365020752,1000,0.04777064919471741,0.0,0.017501695081591606,0.057528384029865265,0.0004157226940151304,1.3844554424285889,269,0.0,7780000,185.78,1.45,,,,,
,,,,,,,,,,,,,427,0.0,7800080,180.62,1.35
2.000046491622925,1,0.0262366384267807,0.0,0.017463842406868935,0.011510476469993591,0.000395497540012002,1.3800007104873657,280,0.0,7810080,183.08,1.42,,,,,
2.000037670135498,500,0.0022796897683292627,1.1920928955078125e-07,0.017321638762950897,-0.02631438709795475,0.00040432956302538514,1.3851521015167236,269,0.0,7850000,177.7,1.3,,,,,
2.0,1000,0.14539013803005219,0.0,0.017301224172115326,0.1824016124010086,0.0004100144433323294,1.3824450969696045,267,0.0,7890000,174.63,1.21,,,,,
,,,,,,,,,,,,,312,0.0,7910080,182.88,1.43
2.0,1,0.03924207761883736,0.0,0.017213856801390648,0.023110853508114815,0.00043959374306723475,1.380238652229309,263,0.0,7920080,165.77,1.01,,,,,
2.0,500,0.0008799984934739769,1.7881393432617188e-07,0.01732768304646015,-0.016075778752565384,0.0004762976022902876,1.3809844255447388,265,0.0,7960000,175.26,1.19,,,,,
2.0,1000,0.062483131885528564,-2.384185791015625e-07,0.017133288085460663,0.05921206995844841,0.0003829821362160146,1.383642554283142,265,0.0,8000000,173.45,1.15,,,,,
,,,,,,,,,,,,,422,0.0,8020080,183.65,1.38
2.0,1,0.011793072335422039,0.0,0.017261963337659836,-0.07653896510601044,0.00040534473373554647,1.383682131767273,237,0.0,8030080,164.6,0.98,,,,,
2.0,500,0.009582539089024067,0.0,0.017359379678964615,-0.06431598961353302,0.00042083446169272065,1.3860782384872437,267,0.0,8070000,194.66,1.75,,,,,
2.0,1000,0.0012486669002100825,1.1920928955078125e-07,0.0174099188297987,-0.016637716442346573,0.0004356228746473789,1.3847990036010742,267,0.0,8110000,182.91,1.38,,,,,
,,,,,,,,,,,,,444,5.960464477539063e-08,8130080,187.12,1.49
2.0,1,0.0026727591175585985,0.0,0.017187688499689102,-0.02654331922531128,0.0003901657182723284,1.3858264684677124,257,0.0,8140080,174.58,1.17,,,,,
2.0,500,0.0006115046562626958,0.0,0.01735566556453705,-0.012175151146948338,0.000381928140996024,1.3848199844360352,271,0.0,8180000,198.45,1.8,,,,,
2.0,1000,0.024416562169790268,0.0,0.0173341017216444,-0.1252739429473877,0.00046775193186476827,1.3831255435943604,271,0.0,8220000,181.54,1.36,,,,,
,,,,,,,,,,,,,418,1.1920928955078125e-07,8240080,186.07,1.46
2.0,1,0.004739399068057537,-1.1920928955078125e-07,0.017385432496666908,-0.039901625365018845,0.00041703126044012606,1.3819692134857178,269,0.0,8250080,175.82,1.24,,,,,
2.000002384185791,500,0.08575581014156342,0.0,0.01752839796245098,0.10199813544750214,0.0004220776609145105,1.3820981979370117,270,0.0,8290000,172.35,1.19,,,,,
2.0,1000,0.1109398603439331,-1.1920928955078125e-07,0.017504220828413963,0.12903134524822235,0.0005019326345063746,1.383622646331787,270,0.0,8330000,190.62,1.64,,,,,
,,,,,,,,,,,,,404,0.0,8350080,187.37,1.46
2.0,1,0.002691694302484393,-2.384185791015625e-07,0.01753162033855915,-0.025554686784744263,0.0003759994579013437,1.3817803859710693,275,0.0,8360080,183.03,1.39,,,,,
2.0,500,0.06491949409246445,0.0,0.01758335344493389,0.040993351489305496,0.0004614728968590498,1.3757768869400024,273,0.0,8400000,174.71,1.19,,,,,
2.0,1000,0.026257935911417007,-1.1920928955078125e-07,0.017522357404232025,0.010549329221248627,0.00045129290083423257,1.3841097354888916,273,0.0,8440000,177.15,1.24,,,,,
,,,,,,,,,,,,,386,0.0,8460080,186.64,1.48
2.0,1,0.07962721586227417,-1.1920928955078125e-07,0.017455141991376877,0.04774681478738785,0.0004247304459568113,1.3819403648376465,226,0.0,8470080,179.21,1.31,,,,,
2.0,500,0.03734473139047623,0.0,0.01735464110970497,0.0340103879570961,0.00040597160113975406,1.3798869848251343,271,0.0,8510000,191.36,1.64,,,,,
2.0,1000,0.0008878376102074981,0.0,0.017163850367069244,-0.013786405324935913,0.0004208082682453096,1.3853338956832886,271,0.0,8550000,186.23,1.56,,,,,
,,,,,,,,,,,,,363,0.0,8570080,185.42,1.49
2.0,1,0.05735357478260994,0.0,0.01741575449705124,0.015049522742629051,0.00040086335502564907,1.3838427066802979,248,0.0,8580080,191.41,1.57,,,,,
2.0,500,0.02517525479197502,0.0,0.017455263063311577,0.021128138527274132,0.0004056156030856073,1.3796346187591553,262,0.0,8620000,191.83,1.61,,,,,
2.0,1000,0.008010674268007278,1.1920928955078125e-07,0.017472710460424423,-0.04560228809714317,0.00038692980888299644,1.38375723361969,261,0.0,8660000,178.87,1.34,,,,,
,,,,,,,,,,,,,377,0.0,8680080,175.92,1.32
2.0,1,0.0007698909030295908,-1.1920928955078125e-07,0.01755397394299507,-0.014157583005726337,0.00045536638936027884,1.380695104598999,252,0.0,8690080,178.37,1.36,,,,,
2.0,500,0.005658043082803488,1.1920928955078125e-07,0.017291245982050896,-0.042368900030851364,0.0003867776249535382,1.385723352432251,260,0.0,8730000,185.07,1.45,,,,,
2.0,1000,0.00035097249201498926,0.0,0.017135504633188248,-0.009391937404870987,0.00043461978202685714,1.3819823265075684,261,0.0,8770000,181.54,1.39,,,,,
,,,,,,,,,,,,,324,1.1920928955078125e-07,8790080,189.09,1.66
2.0,1,0.05057521536946297,5.960464477539063e-08,0.017469821497797966,0.03993881121277809,0.0004237383254803717,1.384022831916809,274,0.0,8800080,195.03,1.67,,,,,
2.0,500,0.05106543377041817,0.0,0.0174918994307518,0.03453577682375908,0.00043995631858706474,1.3783752918243408,264,0.0,8840000,202.09,1.8,,,,,
2.0,1000,0.013101781718432903,0.0,0.017542362213134766,-0.06375396251678467,0.00048647369840182364,1.3823624849319458,268,0.0,8880000,200.5,1.9,,,,,
,,,,,,,,,,,,,408,-2.384185791015625e-07,8900080,179.78,1.39
2.0000648498535156,1,0.0024692981969565153,1.1920928955078125e-07,0.01731817238032818,-0.022955026477575302,0.00047912419540807605,1.384397268295288,265,0.0,8910080,188.16,1.6,,,,,
2.0,500,0.08580268919467926,1.1920928955078125e-07,0.017548996955156326,-0.11296701431274414,0.0004459804040379822,1.383791446685791,276,0.0,8950000,191.21,1.55,,,,,
2.0,1000,0.005011631175875664,1.1920928955078125e-07,0.017352741211652756,-0.03772073984146118,0.00040430721128359437,1.3855791091918945,274,0.0,8990000,182.15,1.35,,,,,
,,,,,,,,,,,,,369,0.0,9010080,180.32,1.31
2.0,1,0.0665496215224266,0.0,0.017215337604284286,0.03320487216114998,0.00044899474596604705,1.3843119144439697,262,0.0,9020080,180.31,1.33,,,,,
2.0,500,0.09680711477994919,0.0,0.017373574897646904,0.12344972044229507,0.0004454401205293834,1.3858182430267334,261,0.0,9060000,186.68,1.44,,,,,
2.0,1000,0.048670694231987,0.0,0.01734135113656521,0.05863906815648079,0.00040724192513152957,1.3798907995224,261,0.0,9100000,179.25,1.3,,,,,
,,,,,,,,,,,,,374,0.0,9120080,185.18,1.43
2.0,1,0.06171201914548874,0.0,0.017422739416360855,0.061093349009752274,0.00037944549694657326,1.3839397430419922,271,0.0,9130080,191.71,1.64,,,,,
2.0,500,0.002875902224332094,0.0,0.017285583540797234,-0.024758048355579376,0.00044336868450045586,1.3844984769821167,263,0.0004833984130527824,9170000,191.19,1.61,,,,,
2.0,1000,4.224882650305517e-05,0.0,0.01756274700164795,-0.008179967291653156,0.000420235563069582,1.3858933448791504,264,0.0,9210000,179.59,1.32,,,,,
,,,,,,,,,,,,,430,1.1920928955078125e-07,9230080,187.74,1.55
2.0,1,9.537552250549197e-05,0.0,0.017210058867931366,-0.01230367086827755,0.00041370527469553053,1.3858803510665894,268,0.0,9240080,185.73,1.46,,,,,
2.0,500,0.006518912501633167,0.0,0.01715409755706787,-0.04359035938978195,0.0004650191403925419,1.3807735443115234,266,0.0,9280000,185.46,1.45,,,,,
2.0,1000,0.0004459774645511061,0.0,0.017298100516200066,-0.009589125402271748,0.0004374764976091683,1.3839306831359863,266,0.0,9320000,172.03,1.12,,,,,
,,,,,,,,,,,,,403,1.1920928955078125e-07,9340080,186.66,1.48
2.0,1,0.026732346042990685,1.1920928955078125e-07,0.017323128879070282,0.004477242939174175,0.00045678383321501315,1.3825284242630005,232,0.0,9350080,176.53,1.22,,,,,
2.0,500,0.04988092929124832,0.0,0.017350446432828903,0.04078157618641853,0.00045644439524039626,1.3807733058929443,268,0.0,9390000,178.08,1.29,,,,,
2.0,1000,0.00041786296060308814,5.960464477539063e-08,0.017443586140871048,-0.00932483933866024,0.0004877705650869757,1.3835939168930054,268,0.0,9430000,182.68,1.36,,,,,
,,,,,,,,,,,,,412,0.0,9450080,179.91,1.29
2.0,1,0.0093782227486372,0.0,0.01709679886698723,-0.0623290054500103,0.0004100204969290644,1.3821992874145508,266,0.0,9460080,174.5,1.14,,,,,
1.9999761581420898,500,0.0362335667014122,0.0,0.017307162284851074,0.04336777329444885,0.0003303238481748849,1.3825595378875732,266,0.0,9500000,183.42,1.38,,,,,
2.0,1000,0.0063974992372095585,0.0,0.017197376117110252,-0.04093741625547409,0.00039071711944416165,1.3795174360275269,265,0.0,9540000,178.12,1.21,,,,,
,,,,,,,,,,,,,430,0.0,9560080,178.36,1.28
2.0,1,0.006731116212904453,1.1920928955078125e-07,0.017571546137332916,-0.055166661739349365,0.0003961063048336655,1.3843929767608643,224,0.0,9570080,179.21,1.28,,,,,
2.0,500,0.13526727259159088,0.0,0.01735745184123516,0.1551925092935562,0.0004998636431992054,1.3830089569091797,261,0.0,9610000,182.85,1.38,,,,,
2.0,1000,0.02811780571937561,0.0,0.01720631681382656,0.0010712997755035758,0.0003848136984743178,1.3829922676086426,262,0.0,9650000,186.87,1.56,,,,,
,,,,,,,,,,,,,357,0.0,9670080,171.6,1.13
2.0,1,0.0010288013145327568,5.960464477539063e-08,0.017471985891461372,-0.016193602234125137,0.00039249128894880414,1.3838162422180176,259,0.0,9680080,170.5,1.06,,,,,
2.0,500,0.01535003911703825,-2.384185791015625e-07,0.01727353222668171,-0.014712227508425713,0.00041627386235632,1.3840935230255127,256,0.0,9720000,176.68,1.23,,,,,
