#{"t_start": 1611042590.4664516, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,15.316755
0.0,129,19.854369
9.0,404,34.984829
2.0,202,42.242063
0.0,129,46.77939
0.0,129,51.436209
0.0,129,56.01092
0.0,127,60.359858
9.0,404,75.717381
9.0,404,91.022472
1.0,157,96.763509
0.0,127,101.29986
1.0,175,107.792301
0.0,127,112.343828
0.0,129,116.990911
5.0,350,130.151207
0.0,127,134.491287
0.0,127,138.941705
0.0,129,143.476529
2.0,187,150.483834
4.0,286,161.497217
2.0,204,169.089879
0.0,127,173.706609
2.0,185,180.454282
1.0,154,185.990783
2.0,202,193.044612
0.0,125,197.469793
0.0,129,201.962807
4.0,297,212.958019
0.0,127,217.495866
0.0,127,222.051184
2.0,202,229.541157
0.0,129,234.162667
0.0,129,238.680589
0.0,127,243.202364
0.0,125,247.578159
4.0,323,260.35535
0.0,129,264.945161
4.0,301,275.922799
0.0,125,280.268858
0.0,129,284.786517
0.0,127,289.24362
0.0,125,293.601592
3.0,237,302.432977
0.0,129,306.876484
0.0,129,311.595704
4.0,277,321.867686
8.0,377,336.109277
0.0,123,340.44206
0.0,127,344.84939
0.0,127,349.321138
0.0,127,353.637893
3.0,248,363.00921
5.0,350,376.137965
2.0,201,383.629193
0.0,127,388.09863
0.0,129,392.750072
3.0,230,401.327782
2.0,185,407.925427
4.0,297,419.289166
0.0,129,423.746228
1.0,155,429.188042
1.0,153,434.653221
2.0,200,441.95653
3.0,270,452.183151
1.0,153,457.682951
1.0,155,463.255504
3.0,248,472.489922
4.0,297,483.544477
