#{"t_start": 1611042590.118559, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,15.642178
0.0,127,20.036271
0.0,129,24.599012
0.0,127,29.022556
0.0,127,33.373127
0.0,129,37.789706
0.0,129,42.221645
0.0,129,46.726786
0.0,127,51.319258
0.0,129,55.879796
0.0,127,60.282013
0.0,129,64.737022
0.0,129,69.30225
0.0,127,73.739112
0.0,127,78.220665
6.0,397,93.222446
0.0,129,97.833783
2.0,204,105.442647
0.0,129,110.078181
2.0,204,117.816262
0.0,129,122.315866
0.0,127,126.729936
0.0,127,131.174594
1.0,171,137.341548
0.0,127,141.680665
0.0,125,146.124166
0.0,127,150.660909
1.0,155,156.337677
0.0,129,161.055904
2.0,204,168.709165
0.0,127,173.324665
0.0,127,177.807608
1.0,155,183.401198
1.0,157,188.927301
0.0,127,193.145082
0.0,125,197.508248
0.0,125,201.88094
0.0,129,206.319838
0.0,129,210.778543
0.0,129,215.362267
8.0,482,234.065717
12.0,431,250.709738
10.0,432,267.683908
4.0,284,278.006593
10.0,441,294.821929
4.0,283,305.418118
0.0,129,310.017655
0.0,129,314.630508
0.0,129,319.164517
2.0,202,326.498561
3.0,248,335.602569
0.0,127,340.075695
2.0,202,347.444962
4.0,301,358.816595
2.0,198,366.065995
3.0,252,375.394722
0.0,125,379.776577
2.0,204,387.365082
0.0,129,391.987926
0.0,129,396.455439
0.0,129,401.066589
0.0,127,405.444066
1.0,171,411.681815
0.0,129,416.37048
3.0,249,425.555535
0.0,127,429.921382
0.0,129,434.410017
1.0,155,439.856965
0.0,127,444.396731
1.0,157,450.154823
0.0,127,454.596043
0.0,125,459.082215
2.0,202,466.37647
1.0,154,471.969443
2.0,224,480.182568
