#{"t_start": 1611042588.7182598, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
9.0,404,27.789455
0.0,129,32.331813
9.0,404,47.356591
0.0,129,51.990584
0.0,129,56.573791
0.0,127,61.070572
2.0,202,68.384248
9.0,404,83.64273
0.0,125,87.989542
3.0,236,96.834842
0.0,127,101.418159
0.0,127,105.899142
0.0,129,110.557222
1.0,155,116.309199
2.0,204,123.8142
9.0,404,139.08276
0.0,129,143.557988
0.0,129,148.089583
0.0,125,152.652988
1.0,157,158.340607
0.0,127,163.040164
1.0,155,168.599502
0.0,127,173.207505
0.0,129,177.822309
3.0,231,186.41381
0.0,127,190.780603
4.0,301,201.848914
0.0,125,206.147461
0.0,125,210.447653
0.0,129,215.025707
0.0,129,219.617247
4.0,321,231.887419
0.0,129,236.494987
9.0,404,252.030123
0.0,129,256.51085
0.0,129,261.531406
0.0,127,265.967357
0.0,129,270.562031
1.0,176,276.623451
0.0,129,281.137408
0.0,129,285.712909
0.0,129,290.169851
0.0,127,294.664234
3.0,248,303.905358
6.0,380,318.450067
3.0,250,327.65903
0.0,127,332.045919
0.0,127,336.376905
0.0,127,340.892451
5.0,352,354.176239
1.0,171,360.533741
0.0,127,364.940611
1.0,157,370.558075
0.0,127,374.962591
0.0,127,379.407416
0.0,129,384.013743
0.0,129,388.575778
2.0,200,396.042909
6.0,356,409.406347
1.0,173,415.81017
0.0,127,420.374494
9.0,385,434.761068
0.0,129,439.189994
