#{"t_start": 1611042593.4125288, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
9.0,404,23.171269
0.0,129,27.730344
9.0,404,42.715293
0.0,129,47.377566
2.0,202,54.879543
0.0,127,59.154898
9.0,404,74.55563
2.0,202,81.828332
0.0,129,86.343329
1.0,157,92.074148
0.0,127,96.640165
1.0,176,103.106723
0.0,129,107.775676
0.0,129,112.481416
3.0,253,121.848087
2.0,200,129.134052
0.0,127,133.577098
1.0,176,139.910767
1.0,151,145.320927
0.0,125,149.859239
3.0,216,158.11679
2.0,200,165.560135
3.0,214,173.581787
1.0,155,179.200164
0.0,127,183.597745
1.0,173,189.602532
0.0,127,193.999621
0.0,123,198.309696
0.0,129,202.728378
0.0,129,207.153984
9.0,404,222.734733
0.0,129,227.412733
10.0,436,244.123355
3.0,228,252.769776
0.0,129,257.729817
4.0,297,268.807086
0.0,125,273.0033
2.0,200,280.320613
1.0,153,285.687335
2.0,201,293.018053
0.0,127,297.58395
5.0,347,310.821187
1.0,155,316.386516
0.0,129,320.866863
0.0,129,325.335457
0.0,125,329.711142
0.0,125,334.024329
6.0,322,346.157275
0.0,127,350.504312
3.0,250,359.966609
2.0,203,367.351247
0.0,127,371.759832
1.0,173,378.085433
3.0,274,388.459999
1.0,155,394.03103
0.0,127,398.597467
4.0,319,410.534838
0.0,129,415.247509
3.0,250,424.357493
2.0,224,432.568823
0.0,125,436.877048
4.0,321,449.149025
0.0,125,453.526546
0.0,129,458.121899
2.0,200,465.440925
0.0,127,469.923302
