#{"t_start": 1611042588.0180871, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,17.65885
0.0,129,22.232734
9.0,404,37.393992
9.0,404,52.666694
0.0,129,57.251137
0.0,129,61.844559
5.0,350,75.025918
9.0,404,90.199664
3.0,269,100.455959
0.0,129,105.046015
7.0,250,114.557296
3.0,250,123.953932
0.0,127,128.406465
0.0,125,132.782588
0.0,129,137.255586
1.0,157,142.809981
0.0,127,147.315886
1.0,153,152.969499
1.0,155,158.585416
0.0,127,163.238472
1.0,169,169.404575
0.0,127,173.99166
0.0,129,178.597504
2.0,185,185.389646
1.0,155,190.855431
5.0,352,203.915836
0.0,129,208.366242
0.0,129,212.805238
0.0,129,217.396043
9.0,423,233.769809
5.0,370,247.829286
0.0,125,252.38272
0.0,125,256.747166
1.0,173,263.51575
0.0,127,268.026323
3.0,270,277.790339
0.0,127,282.227987
0.0,129,286.748878
0.0,129,291.228977
4.0,302,302.580145
2.0,201,310.021805
0.0,129,314.683449
1.0,170,320.808693
4.0,269,330.753706
2.0,200,338.005901
3.0,248,347.233161
0.0,129,351.802067
0.0,127,356.161906
0.0,129,360.786116
0.0,125,365.160672
0.0,129,369.644422
2.0,204,377.089496
1.0,175,383.516422
0.0,129,388.111138
5.0,348,401.399471
0.0,129,405.922756
0.0,129,410.339287
1.0,155,415.995771
2.0,200,423.433237
0.0,129,427.921234
4.0,322,439.798208
