#{"t_start": 1611042593.0429442, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,12.841986
0.0,129,17.368817
9.0,404,32.467612
9.0,404,47.721585
2.0,202,55.232768
0.0,127,59.497711
5.0,350,72.776342
5.0,350,85.855324
0.0,127,90.422104
0.0,129,95.037857
3.0,250,104.533585
0.0,129,109.121671
0.0,129,113.795104
0.0,127,118.181721
2.0,202,125.595753
4.0,301,136.829357
3.0,214,144.739519
2.0,185,151.662462
0.0,129,156.414866
2.0,198,163.733977
3.0,232,172.561012
0.0,125,176.954878
0.0,129,181.532973
3.0,232,189.804975
0.0,129,194.280111
2.0,202,201.632946
6.0,396,216.744387
3.0,233,225.484734
2.0,200,232.917733
2.0,202,240.371056
2.0,200,247.89893
5.0,350,261.485701
0.0,125,265.925928
2.0,222,273.891962
1.0,173,280.101356
2.0,222,288.306329
1.0,155,293.793545
3.0,250,303.124077
0.0,129,307.756957
0.0,129,312.3599
2.0,202,319.723902
3.0,270,329.715662
3.0,237,338.494076
1.0,171,344.606098
0.0,127,349.041941
0.0,127,353.473527
2.0,220,361.720711
2.0,217,369.643502
1.0,157,375.286918
2.0,205,382.912579
0.0,127,387.410293
2.0,200,394.783705
6.0,379,409.160789
0.0,127,413.775423
0.0,127,418.20826
1.0,157,423.734083
3.0,234,432.343803
