#{"t_start": 1611042589.77405, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
9.0,404,26.759699
0.0,129,31.317104
0.0,125,35.505827
5.0,350,48.626651
0.0,129,53.233303
9.0,404,68.539658
2.0,202,75.911047
0.0,129,80.485182
0.0,127,84.837548
0.0,129,89.304684
0.0,129,93.973651
1.0,175,100.458469
2.0,208,108.239502
0.0,129,112.861118
1.0,157,118.631021
5.0,350,131.794875
0.0,127,136.207147
1.0,173,142.400564
2.0,185,149.208372
1.0,174,155.686553
1.0,154,161.383268
1.0,174,167.815939
1.0,155,173.547318
2.0,202,181.007493
0.0,129,185.559142
0.0,127,189.955633
2.0,198,196.827453
0.0,125,201.315676
3.0,271,211.292246
0.0,127,215.829726
0.0,125,220.239481
4.0,299,231.622631
1.0,173,237.952096
0.0,127,242.454507
5.0,350,255.866846
0.0,129,260.803458
9.0,403,275.849209
0.0,129,280.371864
1.0,155,285.992202
0.0,129,290.510763
5.0,330,302.957137
1.0,157,308.590768
1.0,173,314.95654
2.0,222,323.159736
4.0,261,332.752233
2.0,201,340.067835
0.0,129,344.664839
0.0,127,349.030958
0.0,129,353.505147
2.0,202,361.032254
10.0,427,377.211653
0.0,125,381.658213
7.0,321,393.977299
2.0,221,402.151556
4.0,300,413.392256
5.0,328,425.801383
0.0,127,430.175107
0.0,129,434.67204
