#{"t_start": 1611042589.4250765, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,16.314023
9.0,404,31.649328
9.0,404,46.669579
0.0,127,51.191928
0.0,127,55.686057
0.0,129,60.284995
9.0,404,75.492518
6.0,396,90.480875
1.0,157,96.246364
2.0,205,103.906771
1.0,175,110.351048
0.0,129,115.050877
3.0,248,124.327962
0.0,129,128.728124
3.0,248,137.979931
1.0,175,144.284074
2.0,185,151.105704
0.0,129,155.729728
0.0,127,160.415609
0.0,127,164.914534
0.0,125,169.37849
0.0,127,173.99329
1.0,173,180.277725
2.0,204,187.755328
0.0,129,192.11467
0.0,127,196.332451
0.0,123,200.720374
1.0,155,206.180559
2.0,202,213.592144
0.0,125,218.006315
0.0,125,222.444748
2.0,200,229.901478
0.0,127,234.398161
0.0,129,238.93496
0.0,125,243.373653
13.0,459,261.533483
5.0,350,274.568125
4.0,301,285.76234
0.0,129,290.335532
3.0,246,299.404771
0.0,127,303.95646
1.0,173,310.262769
0.0,129,314.841824
0.0,129,319.359179
2.0,202,326.669405
3.0,254,335.99989
2.0,221,344.241357
6.0,391,359.041451
1.0,170,365.25175
5.0,350,378.441389
1.0,177,384.932844
1.0,171,391.206193
0.0,127,395.726958
0.0,125,400.122494
0.0,127,404.573181
5.0,348,417.915853
5.0,352,431.015555
2.0,198,438.088699
