#{"t_start": 1611042589.0741544, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,16.645912
0.0,129,21.224711
0.0,127,25.621559
9.0,404,40.734484
0.0,129,45.145058
2.0,202,52.746413
3.0,248,61.89046
0.0,129,66.348779
4.0,297,77.610027
0.0,129,82.060956
3.0,230,90.4443
0.0,127,95.023666
1.0,176,101.545762
1.0,175,107.928274
1.0,155,113.711824
0.0,127,118.243988
0.0,125,122.535425
0.0,129,127.085202
5.0,332,139.545518
1.0,155,145.108534
1.0,155,150.721107
0.0,125,155.215223
0.0,127,159.84338
2.0,199,167.242336
2.0,226,175.875309
0.0,129,180.390995
0.0,129,184.989468
3.0,232,193.236264
2.0,202,200.604987
0.0,127,205.043866
9.0,404,220.398867
5.0,349,233.77358
2.0,200,241.18284
0.0,129,245.715721
6.0,378,260.671752
0.0,129,265.114149
1.0,173,271.483231
0.0,125,275.590501
5.0,343,288.465654
0.0,129,293.070572
1.0,173,299.243779
3.0,267,309.369774
4.0,318,321.335758
0.0,125,325.765939
0.0,129,330.189257
2.0,200,337.476668
0.0,127,341.957816
3.0,248,351.164914
0.0,127,355.557528
0.0,127,360.10544
0.0,129,364.635939
2.0,202,372.010551
2.0,220,380.072318
0.0,129,384.662488
2.0,200,392.093527
1.0,157,397.746059
3.0,253,407.153317
0.0,125,411.551029
0.0,129,416.16021
0.0,125,420.624542
3.0,248,429.634484
2.0,222,437.775229
0.0,127,442.234469
1.0,156,447.852053
0.0,129,452.50583
2.0,198,459.826858
0.0,125,464.231973
1.0,175,470.55044
0.0,127,475.012742
0.0,127,479.40632
0.0,125,483.761506
