#{"t_start": 1611042588.364151, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,17.337667
0.0,129,21.910588
0.0,129,26.451305
0.0,129,30.959301
9.0,404,45.937962
0.0,129,50.549931
2.0,202,58.082964
2.0,200,65.272225
0.0,129,69.811033
0.0,127,74.31416
1.0,173,80.576465
0.0,127,84.87206
0.0,127,89.285586
0.0,129,93.943278
0.0,129,98.580391
0.0,129,103.167774
4.0,265,113.21624
3.0,252,122.694485
0.0,125,127.109389
0.0,129,131.66115
3.0,272,141.676064
2.0,186,148.508662
4.0,268,158.79581
0.0,123,163.25366
2.0,183,169.993753
3.0,249,179.439799
0.0,127,183.909493
2.0,204,191.33747
4.0,300,202.381011
1.0,157,207.90986
0.0,129,212.315873
4.0,300,223.820451
2.0,202,231.299669
4.0,299,242.644485
4.0,301,254.113677
2.0,202,261.962381
0.0,129,266.514812
1.0,157,272.13949
3.0,271,281.989816
2.0,202,289.334692
1.0,175,295.744397
2.0,202,303.171208
4.0,280,313.767078
0.0,129,318.299993
1.0,176,324.672815
5.0,330,336.883007
0.0,129,341.454027
0.0,123,345.788344
2.0,202,353.176056
1.0,173,359.417339
4.0,301,370.748914
1.0,171,376.921358
4.0,319,389.064265
3.0,252,398.515525
0.0,127,403.021741
3.0,250,412.230391
1.0,175,418.816978
0.0,127,423.24346
2.0,224,431.328134
0.0,125,435.669567
4.0,279,446.083536
1.0,155,451.756891
1.0,176,458.134687
3.0,245,467.237839
0.0,125,471.711936
0.0,129,476.20996
