#{"t_start": 1610951206.0002632, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,127,388.78352
0.0,129,393.098554
3.0,254,401.635179
4.0,320,805.924088
0.0,129,810.036671
0.0,127,814.18965
1.0,157,819.357506
1.0,155,1224.609444
0.0,127,1228.897703
4.0,249,1237.632267
1.0,175,1243.731711
3.0,249,1642.731714
4.0,318,1653.87595
1.0,175,1659.971069
0.0,129,2069.183681
0.0,127,2073.389465
2.0,224,2081.380888
4.0,319,2510.373341
3.0,250,2519.225184
1.0,157,2524.49498
3.0,272,2936.550341
0.0,127,2940.76135
2.0,201,2947.83179
1.0,155,2953.127659
4.0,276,3338.781375
4.0,301,3349.756633
5.0,350,3738.965343
1.0,155,3744.18151
1.0,153,3749.466605
1.0,177,4166.158952
1.0,173,4172.054352
2.0,203,4178.802901
0.0,129,4182.935267
2.0,202,4590.973062
1.0,157,4596.022544
5.0,347,4607.616247
0.0,127,4975.633228
2.0,185,4982.022677
0.0,129,4986.42805
0.0,129,4990.768418
1.0,173,4996.691068
0.0,127,5368.76809
1.0,155,5374.080735
5.0,294,5384.235333
0.0,129,5388.519739
0.0,127,5797.052151
0.0,125,5801.146747
0.0,129,5805.371043
0.0,127,5809.441393
2.0,222,6213.353124
0.0,129,6217.664012
1.0,174,6223.462791
2.0,201,6230.249792
0.0,125,6234.202887
2.0,219,6605.109947
2.0,184,6611.294866
1.0,153,6616.54904
2.0,206,6986.393619
3.0,229,6994.395861
0.0,129,6998.603706
2.0,223,7006.3118
3.0,234,7405.022916
1.0,153,7410.016631
1.0,155,7414.931613
1.0,173,7420.523238
3.0,230,7826.787367
1.0,173,7832.600921
0.0,129,7836.620182
0.0,125,7840.562946
3.0,251,8204.313965
0.0,127,8208.449435
4.0,299,8218.823745
2.0,188,8583.847806
2.0,199,8590.505128
2.0,204,8597.501497
2.0,208,8963.7834
1.0,173,8969.513186
1.0,157,8974.702292
2.0,228,8982.573203
5.0,349,9363.470384
0.0,127,9367.594324
1.0,153,9372.79722
0.0,123,9737.207418
1.0,153,9741.906834
6.0,379,9755.047016
1.0,175,10119.23262
0.0,127,10123.364178
0.0,125,10127.342734
1.0,170,10133.090654
2.0,202,10496.821545
0.0,123,10500.832961
6.0,397,10514.730466
1.0,171,10883.652428
1.0,157,10888.946543
0.0,129,10893.077829
0.0,125,10897.108818
0.0,127,10901.292796
1.0,157,11260.125358
4.0,305,11270.729075
0.0,125,11274.662303
0.0,129,11278.813035
0.0,129,11644.947462
0.0,129,11649.229473
1.0,175,11655.174224
4.0,309,12033.65711
0.0,129,12037.936781
0.0,129,12042.169415
5.0,349,12054.386814
1.0,155,12429.468268
9.0,398,12443.526268
5.0,311,12818.147073
0.0,127,12822.188943
2.0,202,12828.919474
4.0,295,13200.530072
4.0,280,13209.973096
0.0,125,13213.996495
6.0,377,13588.764361
0.0,129,13592.935614
1.0,152,13597.846097
1.0,171,13603.3684
3.0,250,13969.868502
1.0,169,13975.269722
2.0,206,13982.080369
0.0,127,14339.064318
4.0,306,14349.383393
2.0,202,14355.936232
0.0,127,14706.971529
0.0,129,14711.112653
2.0,185,14717.072184
0.0,127,14721.130975
1.0,175,14726.700727
2.0,222,15075.342567
0.0,127,15079.325843
1.0,173,15084.822707
0.0,129,15088.786721
1.0,173,15446.867772
0.0,125,15450.917814
2.0,202,15457.581484
0.0,127,15461.688413
1.0,176,15824.138363
2.0,200,15830.825829
0.0,129,15835.000242
1.0,173,15840.585638
0.0,125,15844.564218
0.0,129,16209.337378
1.0,155,16214.735483
2.0,222,16222.728566
2.0,198,16605.613108
2.0,219,16613.446023
2.0,224,16621.725214
2.0,202,16629.146791
2.0,202,17051.863585
2.0,200,17059.091616
2.0,202,17066.554617
0.0,127,17498.191948
0.0,127,17502.460723
0.0,129,17506.942801
2.0,205,17514.328298
3.0,249,17944.250925
2.0,220,17952.114083
1.0,178,17958.312068
0.0,129,17962.712646
4.0,301,18378.435548
1.0,155,18383.784611
10.0,469,18809.964581
4.0,302,18821.122987
0.0,129,18825.655544
0.0,127,19211.522352
0.0,129,19215.868545
0.0,127,19220.090577
0.0,129,19224.45753
2.0,222,19645.862634
0.0,127,19650.135327
3.0,248,19658.975931
2.0,202,19665.882808
0.0,127,20093.873379
3.0,252,20102.919055
0.0,125,20107.157905
2.0,204,20114.269826
3.0,250,20530.528089
3.0,230,20538.194266
0.0,129,20542.22825
1.0,157,20917.259619
0.0,123,20921.538602
0.0,129,20926.162794
2.0,223,20934.317846
1.0,157,20940.007972
1.0,173,21353.491401
0.0,125,21357.832442
0.0,127,21361.995201
0.0,127,21366.259134
0.0,127,21370.543162
2.0,204,21776.571206
5.0,329,21788.597126
5.0,350,22223.43943
2.0,202,22230.664251
2.0,219,22238.536649
3.0,269,22633.84487
1.0,157,22639.337628
1.0,155,22644.825293
2.0,200,23039.076451
0.0,127,23043.367059
1.0,175,23049.672298
2.0,225,23058.037739
2.0,225,23494.147432
1.0,173,23500.082011
3.0,236,23508.335644
