#{"t_start": 1610951208.2870238, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,386.668364
0.0,123,390.667022
0.0,125,394.665272
0.0,127,398.630649
2.0,202,798.457649
0.0,129,802.77843
0.0,127,806.810694
1.0,175,812.811711
2.0,224,820.505023
3.0,252,1229.331362
2.0,188,1235.858831
2.0,224,1243.861343
2.0,223,1641.759955
1.0,155,1646.921848
4.0,302,1657.718625
1.0,155,2067.8311
1.0,157,2073.214226
1.0,175,2079.375825
0.0,129,2083.592839
0.0,129,2505.488744
0.0,127,2509.79455
3.0,248,2518.538419
2.0,200,2525.437668
2.0,202,2934.877336
4.0,324,2946.520352
0.0,125,2950.67188
4.0,301,3337.322073
0.0,129,3341.849344
3.0,230,3349.910181
2.0,202,3733.65487
1.0,153,3738.824505
1.0,168,3744.507106
1.0,176,3750.69524
1.0,175,4167.222123
3.0,250,4175.763157
1.0,178,4181.640394
0.0,129,4185.925406
4.0,299,4597.048088
0.0,125,4600.881444
2.0,201,4607.424568
1.0,175,4977.384375
0.0,129,4981.777125
0.0,129,4986.091304
0.0,127,4990.375865
2.0,218,5365.840468
0.0,127,5370.107912
2.0,221,5377.686328
2.0,201,5384.488088
0.0,129,5793.078629
1.0,178,5799.19809
0.0,127,5803.352424
1.0,172,5809.023559
2.0,202,6212.237008
1.0,176,6218.212412
0.0,127,6222.415448
4.0,319,6233.33028
1.0,173,6602.519246
3.0,230,6610.495884
1.0,176,6616.493556
0.0,129,6983.492053
2.0,200,6990.44691
2.0,202,6997.465647
4.0,281,7398.109672
0.0,129,7402.103773
3.0,248,7410.440508
0.0,129,7414.483838
1.0,176,7818.687104
2.0,222,7826.185949
4.0,302,7836.443854
0.0,129,8195.835194
3.0,252,8204.400634
1.0,173,8210.204416
0.0,129,8214.419108
0.0,129,8577.355445
1.0,175,8583.087744
2.0,202,8589.943449
0.0,127,8594.049455
3.0,251,8961.941615
0.0,127,8965.967801
2.0,204,8972.945654
1.0,157,8978.214365
0.0,125,9351.00529
2.0,201,9357.749788
1.0,155,9362.858025
0.0,127,9367.009611
3.0,271,9736.788409
0.0,129,9740.802004
1.0,157,9746.048784
1.0,175,9751.684513
2.0,202,10116.834936
1.0,156,10122.023305
0.0,127,10126.090195
0.0,129,10130.356199
2.0,223,10494.87017
0.0,127,10499.026854
1.0,173,10504.837259
2.0,220,10512.229346
0.0,129,10879.586663
1.0,155,10884.811886
2.0,217,10892.223938
4.0,277,10901.863535
2.0,223,11263.065698
0.0,125,11267.137629
0.0,129,11271.177239
2.0,203,11278.018517
0.0,129,11644.198578
4.0,282,11654.156492
0.0,129,11658.432504
1.0,177,12031.946856
2.0,203,12038.931237
3.0,248,12047.529213
5.0,320,12428.67101
1.0,176,12434.535183
1.0,171,12440.279971
4.0,295,12814.288316
1.0,155,12819.404136
2.0,200,12826.061069
1.0,171,12831.701112
0.0,129,13197.369715
0.0,127,13201.338653
0.0,127,13205.42507
1.0,173,13211.056087
3.0,250,13581.271791
0.0,129,13585.416118
2.0,224,13592.956589
1.0,151,13597.851349
1.0,159,13960.925813
4.0,265,13969.993456
