#{"t_start": 1610951205.6105042, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,200,391.877987
0.0,129,396.129425
0.0,129,400.194505
0.0,129,404.272453
3.0,250,806.035528
0.0,129,810.164493
4.0,282,819.95839
1.0,173,1225.871592
4.0,279,1235.764902
3.0,219,1243.512407
3.0,254,1642.678449
5.0,344,1654.840332
1.0,172,2065.792286
1.0,173,2071.646779
1.0,155,2076.941832
0.0,129,2081.356367
0.0,129,2085.617464
0.0,127,2507.449778
2.0,220,2515.149646
3.0,248,2523.864621
0.0,127,2528.083729
0.0,129,2934.839799
2.0,201,2941.87098
3.0,246,2950.545668
1.0,175,3332.270268
1.0,178,3338.571318
1.0,173,3344.809761
0.0,127,3348.938977
0.0,125,3353.202632
0.0,125,3733.981746
3.0,249,3742.710214
1.0,155,3747.955968
1.0,155,3753.33777
0.0,127,4168.143538
1.0,172,4173.822372
2.0,218,4181.21029
1.0,173,4187.052038
1.0,174,4593.925505
1.0,175,4599.50063
2.0,220,4606.650179
0.0,129,4610.685933
0.0,129,4978.913733
0.0,127,4983.293843
1.0,173,4989.312791
2.0,202,4996.276975
1.0,157,5369.509409
0.0,127,5373.785399
0.0,129,5378.012283
1.0,155,5383.128794
1.0,155,5388.339472
0.0,129,5796.9049
2.0,202,5803.831921
2.0,200,5810.636402
0.0,125,5814.662269
1.0,153,6216.078814
0.0,127,6220.223437
0.0,127,6224.398421
4.0,283,6234.051915
2.0,200,6604.183697
0.0,127,6608.31194
2.0,204,6615.454623
2.0,202,6622.249502
1.0,153,6990.304447
2.0,201,6997.209861
0.0,125,7001.409629
0.0,127,7005.524279
5.0,334,7407.778806
0.0,127,7411.864219
3.0,250,7420.09258
3.0,252,7827.112554
0.0,127,7831.301315
1.0,171,7836.823923
3.0,251,8200.56079
1.0,153,8205.55264
0.0,125,8209.591963
0.0,127,8213.712095
1.0,173,8219.505474
1.0,154,8583.301716
0.0,125,8587.296629
0.0,127,8591.356763
8.0,352,8962.994061
1.0,173,8968.680368
0.0,129,8973.000628
1.0,155,8978.123811
2.0,203,9353.768608
0.0,127,9357.823304
2.0,203,9364.662025
0.0,129,9368.873039
0.0,129,9373.168359
0.0,127,9737.729387
5.0,330,9748.964342
5.0,349,10119.218826
1.0,154,10124.379914
3.0,249,10132.93151
1.0,157,10138.016381
2.0,200,10501.899376
0.0,129,10506.087391
0.0,127,10510.137543
0.0,127,10514.222726
0.0,129,10518.516496
0.0,129,10885.835329
3.0,250,10894.47934
0.0,127,10898.541738
0.0,125,10902.651543
2.0,202,11263.083904
1.0,176,11268.984548
1.0,173,11274.672551
2.0,186,11280.900454
0.0,127,11647.024282
1.0,155,11652.207814
1.0,178,11658.293344
1.0,173,11664.148302
1.0,171,12037.536625
1.0,173,12043.500332
0.0,129,12047.647266
4.0,298,12427.993742
1.0,175,12433.910412
2.0,226,12441.529524
3.0,229,12449.429766
1.0,153,12818.262065
2.0,202,12825.003399
1.0,155,12830.07287
0.0,129,12834.186805
4.0,301,13205.931013
0.0,123,13209.818727
4.0,276,13219.240807
1.0,157,13586.125704
0.0,129,13590.269549
1.0,173,13595.945604
3.0,255,13962.442801
1.0,173,13968.204949
1.0,157,13973.339844
1.0,176,13978.941704
2.0,204,14338.678421
0.0,125,14342.644724
2.0,204,14349.351546
1.0,175,14354.956541
2.0,206,14708.738024
0.0,129,14712.866067
0.0,129,14716.885565
1.0,157,14722.065858
5.0,351,15075.065407
0.0,127,15079.088282
0.0,125,15082.828533
3.0,273,15444.526751
0.0,127,15448.470201
0.0,129,15452.646648
0.0,127,15456.562696
0.0,127,15460.637982
2.0,198,15823.882794
0.0,127,15827.994076
2.0,190,15834.33381
3.0,230,15841.999262
4.0,283,16212.50085
1.0,176,16218.626917
0.0,129,16223.051307
1.0,155,16228.484126
3.0,275,16614.357615
2.0,202,16621.708274
2.0,220,17045.254538
0.0,125,17049.593451
0.0,129,17054.076876
0.0,129,17058.491584
0.0,125,17062.864281
0.0,129,17067.424959
0.0,125,17498.989241
0.0,127,17503.244394
8.0,354,17516.328561
0.0,125,17520.740948
2.0,224,17949.658606
0.0,123,17953.82689
4.0,323,18370.6341
2.0,220,18378.205319
1.0,157,18383.614153
3.0,254,18392.491138
1.0,157,18806.933905
8.0,372,18820.805093
1.0,155,18826.429417
4.0,301,19218.767761
0.0,127,19223.076661
1.0,173,19229.085222
1.0,175,19648.696167
1.0,173,19654.740106
1.0,175,19660.664111
0.0,129,19664.997711
5.0,319,20100.204215
6.0,392,20114.480412
0.0,125,20526.16651
0.0,129,20530.409638
3.0,249,20538.814701
0.0,129,20542.823965
0.0,129,20916.726491
0.0,129,20921.246307
1.0,153,20926.823054
2.0,222,20934.957415
1.0,157,20940.626552
1.0,157,21353.517668
2.0,185,21360.033237
0.0,127,21364.259376
3.0,233,21771.429587
0.0,127,21775.661383
1.0,155,21781.143155
2.0,202,21788.206102
2.0,226,22218.37172
0.0,127,22222.595575
4.0,322,22234.476274
3.0,237,22628.511753
2.0,191,22635.388591
1.0,173,22641.555104
3.0,274,23038.565286
1.0,177,23044.877067
4.0,300,23056.118367
0.0,127,23060.637784
0.0,125,23492.824656
1.0,176,23498.919562
2.0,200,23505.834167
0.0,127,23510.071269
3.0,253,23944.332333
2.0,202,23951.625795
3.0,272,23961.509392
0.0,129,24340.228449
3.0,232,24348.276841
3.0,252,24357.216035
0.0,127,24774.789976
0.0,129,24779.382314
0.0,127,24783.755286
3.0,272,24793.740313
5.0,367,25232.319228
0.0,129,25236.740015
1.0,155,25242.084286
1.0,173,25670.438435
3.0,252,25679.694133
0.0,127,25683.919785
2.0,201,25691.125981
2.0,202,26074.225568
2.0,204,26081.269229
0.0,129,26085.506643
6.0,356,26468.144364
4.0,298,26478.774612
0.0,123,26482.977813
1.0,153,26853.583931
6.0,380,26867.71314
0.0,129,26872.119424
0.0,127,27287.403213
0.0,129,27291.807612
6.0,380,27305.83237
1.0,157,27685.669614
1.0,175,27691.751788
2.0,190,27698.61037
1.0,157,27704.150902
1.0,173,28084.72614
0.0,123,28089.047789
1.0,155,28094.405718
0.0,127,28098.809198
1.0,157,28104.160589
1.0,173,28477.56273
0.0,129,28481.984694
3.0,271,28491.918181
2.0,227,28875.176242
0.0,127,28879.425845
6.0,390,28893.81718
4.0,323,29290.920391
1.0,177,29297.288966
0.0,129,29301.794078
0.0,127,29306.217143
1.0,153,29702.030552
