value_loss,explained_variance,reconstruct_loss,contrastive_loss,atten_decoder_loss,total_timesteps,policy_loss,fps,atten_encoder_loss,policy_entropy,nupdates,ep_len_mean,ep_reward_mean,total_timesteps_eval,fps_eval,explained_variance_eval,ep_reward_mean_eval,ep_len_mean_eval
0.050913501530885696,0.0005415678024291992,0.01727304235100746,1.9986166954040527,0.010187595151364803,410000,0.03963916003704071,256,4.361719766166061e-05,1.3841543197631836,1000,189.38,1.55,,,,,
,,,,,,,,,,,,,430080,412,-5.233287811279297e-05,1.46,183.37
0.005072602070868015,-0.0022851228713989258,0.017503028735518456,1.9995553493499756,0.010684065520763397,440080,-0.03869817778468132,227,2.5288774850196205e-05,1.3843599557876587,1,181.96,1.39,,,,,
0.0130985202267766,8.338689804077148e-05,0.017410026863217354,1.9988064765930176,0.011167873628437519,480000,0.002600767882540822,247,9.606226376490667e-05,1.3829503059387207,500,182.42,1.41,,,,,
0.001531499670818448,-0.010413885116577148,0.017493965104222298,1.9995661973953247,0.011675111018121243,520000,-0.01924375258386135,248,4.1288727516075596e-05,1.3812026977539062,1000,202.5,1.9,,,,,
,,,,,,,,,,,,,540080,425,0.0005779862403869629,1.35,180.09
0.03608646243810654,0.0001671910285949707,0.01737365499138832,1.9973424673080444,0.012698871083557606,550080,0.0386824794113636,258,5.4050506150815636e-05,1.3786413669586182,1,186.0,1.45,,,,,
0.0004755617119371891,-0.015861034393310547,0.017377635464072227,1.9983923435211182,0.010683839209377766,590000,-0.008986122906208038,241,0.0,1.3672215938568115,500,171.55,1.08,,,,,
0.09671536087989807,0.0008162856101989746,0.017230765894055367,1.99861741065979,0.012188250198960304,630000,0.12388615310192108,239,0.0,1.3786709308624268,1000,185.91,1.55,,,,,
,,,,,,,,,,,,,650080,460,0.0008212924003601074,1.34,181.6
0.05715379863977432,0.0006207823753356934,0.017340919002890587,1.9999792575836182,0.013220730237662792,660080,0.017062881961464882,222,7.33259876142256e-05,1.3837379217147827,1,175.36,1.22,,,,,
0.00444012600928545,-0.0008741617202758789,0.01708383299410343,1.9959261417388916,0.012170570902526379,700000,-0.03886294364929199,250,6.215761823114008e-05,1.382419466972351,500,193.39,1.67,,,,,
0.06461664289236069,0.0007776021957397461,0.017404036596417427,1.9987330436706543,0.008145821280777454,740000,0.03656098246574402,250,4.64313015982043e-05,1.3823740482330322,1000,174.09,1.2,,,,,
,,,,,,,,,,,,,760080,421,-0.0018450021743774414,1.44,184.66
0.016530873253941536,-0.004889249801635742,0.017399942502379417,1.9987128973007202,0.01171201653778553,770080,-0.07928324490785599,251,5.8838832046603784e-05,1.3857038021087646,1,172.67,1.15,,,,,
0.07440069317817688,0.0009629726409912109,0.017242159694433212,1.9983396530151367,0.010184328071773052,810000,0.07834522426128387,266,2.4608458261354826e-05,1.3822557926177979,500,181.66,1.38,,,,,
