#{"t_start": 1610951206.3664362, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,125,388.31512
0.0,127,392.544178
0.0,127,396.692576
0.0,127,400.635562
0.0,125,404.518871
3.0,250,806.378471
2.0,220,813.896638
2.0,221,821.394038
1.0,152,1226.644701
3.0,230,1234.630151
3.0,252,1243.640966
0.0,127,1637.981093
0.0,127,1642.286407
0.0,125,1646.292448
0.0,129,1650.561068
3.0,246,1659.257256
3.0,271,2073.784901
0.0,127,2078.009028
3.0,247,2086.825567
0.0,129,2508.685349
0.0,127,2512.996069
4.0,302,2523.688219
0.0,129,2528.04896
0.0,127,2934.628932
0.0,127,2938.871195
1.0,177,2945.012813
1.0,155,2950.273708
3.0,248,3334.816463
0.0,127,3339.144001
0.0,127,3343.569896
0.0,129,3347.811934
1.0,153,3353.223656
3.0,276,3739.556988
5.0,329,3751.397085
2.0,201,4168.917746
3.0,231,4176.758228
2.0,202,4183.501924
2.0,204,4591.584715
3.0,230,4599.162158
0.0,127,4603.041126
2.0,220,4610.261663
1.0,169,4980.079223
3.0,247,4988.960205
1.0,174,4994.84399
0.0,129,5367.033303
2.0,223,5374.932967
2.0,223,5382.491822
0.0,129,5386.663946
0.0,127,5795.183252
0.0,127,5799.396715
3.0,270,5808.748729
1.0,171,5814.531316
2.0,202,6217.770273
1.0,174,6223.597335
1.0,175,6229.428897
0.0,129,6233.521919
2.0,202,6603.738364
1.0,174,6609.596483
1.0,177,6615.752598
4.0,301,6989.090373
0.0,125,6993.252048
1.0,155,6998.445929
0.0,129,7002.711481
0.0,129,7006.842802
1.0,174,7403.480657
0.0,127,7407.524139
3.0,250,7415.822209
4.0,298,7824.394792
0.0,129,7828.585809
0.0,127,7832.684677
3.0,248,7840.971485
0.0,127,8200.27561
2.0,203,8207.084809
0.0,127,8211.158035
2.0,202,8218.063819
0.0,127,8580.858546
0.0,127,8584.915779
1.0,171,8590.623513
3.0,218,8598.153368
0.0,127,8961.500694
0.0,125,8965.528647
4.0,300,8975.908233
5.0,350,9356.868703
0.0,125,9360.910231
1.0,177,9366.83719
1.0,173,9372.75678
1.0,176,9738.966506
0.0,127,9742.916678
1.0,174,9748.733728
0.0,127,9752.647921
1.0,173,10116.812505
0.0,129,10120.911717
0.0,129,10125.128107
3.0,270,10134.401528
0.0,129,10495.509269
1.0,175,10501.496382
1.0,176,10507.40496
0.0,125,10511.38294
0.0,127,10515.492822
0.0,127,10882.761887
5.0,350,10895.051416
1.0,175,10900.983194
0.0,125,11258.633644
2.0,218,11266.082733
1.0,174,11271.882156
2.0,224,11279.429248
3.0,252,11650.056643
0.0,129,11654.355492
0.0,127,11658.518492
1.0,157,11663.842256
2.0,225,12039.226087
0.0,127,12043.460691
4.0,299,12053.734349
2.0,200,12430.517336
0.0,129,12434.694499
1.0,157,12439.871364
2.0,222,12447.570496
2.0,200,12818.105108
3.0,250,12826.49683
0.0,125,12830.560053
0.0,129,12834.639047
2.0,216,13203.390412
4.0,291,13213.307337
1.0,155,13218.327125
0.0,125,13584.044828
5.0,294,13594.108749
0.0,127,13598.16881
5.0,354,13968.37277
0.0,129,13972.393647
3.0,229,13979.907404
0.0,125,14336.78229
2.0,203,14343.58291
0.0,127,14347.490975
3.0,250,14355.809786
2.0,186,14708.895557
0.0,129,14713.028736
0.0,127,14717.021623
0.0,125,14720.945415
2.0,183,14726.757063
0.0,129,15072.194673
0.0,123,15076.01896
3.0,270,15084.894037
1.0,153,15089.688088
0.0,129,15446.266134
0.0,127,15450.357112
0.0,129,15454.426139
0.0,127,15458.476598
0.0,127,15462.61909
3.0,250,15827.713813
1.0,157,15832.897121
3.0,250,15841.268072
2.0,202,16208.547289
0.0,129,16213.045886
1.0,175,16219.176809
0.0,123,16223.383293
0.0,125,16227.610803
0.0,129,16607.843272
2.0,224,16615.9813
2.0,221,16624.154445
0.0,125,16628.48551
0.0,127,17048.293222
1.0,157,17053.917712
1.0,171,17059.980166
0.0,129,17064.556499
0.0,129,17496.297612
5.0,310,17507.709558
4.0,301,17518.713156
0.0,129,17944.111593
0.0,127,17948.398498
1.0,157,17953.843759
0.0,123,17957.969141
4.0,277,18372.851192
0.0,129,18377.159952
0.0,127,18381.516681
1.0,174,18387.3312
2.0,219,18804.148309
0.0,127,18808.47594
1.0,170,18814.599771
0.0,129,18818.938058
0.0,125,18823.340275
5.0,351,19217.682604
0.0,127,19221.986478
0.0,127,19226.309125
0.0,127,19230.536849
2.0,203,19651.278045
4.0,319,19662.658182
1.0,159,19668.044043
0.0,129,20096.113961
0.0,129,20100.436404
0.0,127,20104.814263
0.0,127,20109.087548
1.0,176,20115.215972
0.0,129,20526.863541
2.0,204,20533.703167
1.0,157,20538.858564
1.0,173,20544.402669
0.0,129,20918.674189
2.0,186,20925.457948
