#{"t_start": 1610951205.2254705, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,172,391.238274
0.0,125,395.431868
0.0,129,399.487105
1.0,155,404.428192
1.0,170,803.157625
2.0,202,810.057848
1.0,171,815.917631
2.0,203,822.719328
1.0,175,1228.796925
0.0,127,1233.00619
0.0,127,1237.133178
2.0,203,1244.357496
0.0,129,1638.793225
5.0,331,1650.551152
1.0,157,1655.86236
1.0,173,2066.848288
0.0,127,2070.961798
2.0,183,2077.305912
2.0,198,2084.327073
9.0,382,2515.65924
0.0,129,2519.973258
4.0,301,2933.159122
1.0,175,2939.133323
0.0,127,2943.399975
1.0,171,2949.240181
1.0,155,2954.512343
2.0,202,3337.397296
0.0,129,3341.838225
2.0,185,3348.304687
2.0,202,3355.518129
3.0,252,3740.965824
0.0,127,3745.127472
0.0,127,3749.389104
0.0,127,3753.664855
0.0,127,4168.467064
1.0,154,4173.569282
0.0,127,4177.657238
2.0,200,4184.306762
1.0,158,4590.757974
3.0,270,4599.729504
0.0,129,4603.721734
0.0,129,4607.738936
0.0,125,4611.678598
0.0,129,4979.92587
1.0,173,4986.012373
8.0,372,4999.338943
1.0,175,5373.356819
2.0,223,5381.008104
1.0,174,5386.833538
0.0,129,5795.419422
0.0,127,5799.605876
0.0,127,5803.760665
0.0,125,5807.829977
2.0,200,5814.597972
1.0,175,6216.877292
1.0,173,6222.633727
0.0,129,6226.888515
6.0,395,6603.997967
2.0,200,6610.82947
0.0,125,6615.005219
3.0,231,6622.883827
0.0,129,6990.033951
0.0,129,6994.328014
1.0,175,7000.329394
0.0,129,7004.547151
1.0,173,7401.240812
3.0,231,7408.921754
1.0,175,7414.592713
1.0,173,7420.083739
0.0,127,7822.652119
2.0,225,7830.295267
1.0,173,7835.940159
0.0,129,7839.997034
4.0,299,8205.530695
2.0,206,8212.542157
0.0,127,8216.579016
1.0,157,8580.630196
2.0,207,8587.530017
4.0,319,8598.660629
0.0,127,8962.060833
4.0,324,8973.32872
0.0,129,8977.478262
0.0,127,8981.622994
2.0,198,9357.037993
1.0,176,9362.934119
3.0,232,9370.88344
0.0,127,9375.065614
0.0,127,9739.505915
3.0,243,9747.653434
2.0,221,9755.031034
0.0,125,10117.495336
0.0,129,10121.553823
0.0,127,10125.686657
0.0,127,10129.772802
5.0,320,10497.862466
2.0,202,10504.779511
3.0,230,10512.595586
2.0,182,10518.773342
1.0,173,10887.682189
3.0,250,10896.323855
0.0,129,10900.511054
0.0,129,10904.757457
1.0,177,11264.2509
0.0,129,11268.460568
4.0,299,11278.708288
1.0,173,11646.471733
3.0,273,11656.094734
2.0,183,11662.35365
1.0,174,12035.787554
0.0,129,12040.039406
3.0,268,12049.367956
1.0,170,12055.039521
3.0,249,12433.689771
1.0,173,12439.400579
0.0,129,12443.585663
3.0,271,12816.710064
7.0,324,12827.877589
0.0,125,12831.927243
2.0,205,13200.263931
0.0,129,13204.311964
2.0,204,13211.111601
0.0,129,13215.266085
0.0,129,13219.355061
2.0,201,13587.841928
0.0,127,13591.928407
1.0,177,13597.751939
0.0,125,13601.729834
0.0,125,13963.581641
6.0,393,13977.10839
0.0,129,13981.12654
1.0,177,14339.923603
1.0,173,14345.584536
1.0,176,14351.217273
1.0,175,14356.861691
1.0,171,14709.395079
0.0,127,14713.468801
0.0,127,14717.419335
2.0,203,14724.144275
2.0,201,15071.854167
2.0,201,15078.523972
1.0,177,15084.187603
0.0,125,15088.064361
0.0,127,15444.543388
1.0,175,15450.24599
0.0,129,15454.404464
0.0,127,15458.334758
0.0,129,15462.550603
0.0,127,15823.177854
0.0,129,15827.383247
0.0,129,15831.477761
2.0,200,15838.132831
5.0,346,16210.708576
0.0,127,16215.028333
6.0,393,16229.587525
2.0,201,16612.548985
3.0,271,16622.619053
4.0,283,17048.600646
4.0,295,17059.473664
1.0,155,17065.047952
1.0,155,17497.907382
0.0,125,17502.066416
3.0,250,17511.22694
0.0,127,17515.586162
0.0,127,17519.905325
2.0,202,17948.092863
0.0,125,17952.225059
1.0,173,17958.36125
0.0,127,17962.628465
2.0,200,18374.527344
2.0,201,18381.578613
2.0,200,18388.44629
0.0,129,18392.780007
1.0,175,18807.980995
0.0,129,18812.597813
2.0,223,18820.469852
1.0,173,18826.79255
0.0,129,19212.700541
0.0,125,19216.900945
2.0,222,19224.764399
5.0,309,19649.446967
0.0,127,19653.809125
0.0,129,19658.102403
2.0,219,19665.649592
4.0,292,20099.835099
4.0,300,20110.82914
2.0,225,20526.098042
0.0,127,20530.284764
2.0,198,20536.816406
2.0,223,20544.264264
4.0,279,20924.190967
3.0,268,20934.189356
0.0,129,20938.710757
2.0,200,21353.336269
1.0,173,21359.479955
3.0,248,21368.23347
0.0,127,21771.346809
0.0,129,21775.665474
2.0,203,21782.98279
3.0,252,21791.996904
0.0,125,22218.243255
2.0,202,22225.416787
3.0,248,22234.410636
2.0,202,22627.086141
2.0,184,22633.65537
1.0,173,22639.78758
1.0,157,22645.361478
1.0,173,23038.5106
1.0,173,23044.652011
1.0,157,23050.207206
0.0,129,23054.886218
4.0,277,23493.04325
0.0,129,23497.421517
0.0,123,23501.437691
