#{"t_start": 1610951207.4413142, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,157,388.496807
1.0,175,394.424287
2.0,202,401.058102
0.0,129,404.995721
0.0,129,802.54629
4.0,302,813.081968
3.0,234,821.140418
0.0,123,1225.162694
0.0,127,1229.419145
4.0,282,1239.451638
0.0,125,1243.702482
0.0,129,1638.07932
1.0,173,1643.952859
2.0,185,1650.348226
0.0,129,1654.633193
1.0,173,2065.594627
3.0,234,2073.733804
1.0,157,2079.12446
0.0,127,2083.39875
0.0,129,2505.262191
5.0,348,2517.851705
5.0,332,2932.054156
1.0,173,2937.998341
0.0,129,2942.372268
1.0,155,2947.633015
4.0,302,3334.226486
0.0,127,3338.574811
0.0,127,3343.037939
0.0,127,3347.176729
0.0,123,3351.313713
0.0,129,3732.294526
1.0,174,3738.197809
2.0,202,3745.168826
0.0,129,3749.636053
9.0,453,4176.279106
2.0,202,4183.031919
2.0,186,4590.428478
0.0,127,4594.433689
3.0,248,4602.504416
0.0,129,4606.60138
3.0,270,4979.982311
0.0,127,4984.31959
1.0,173,4990.308332
2.0,224,5365.993789
1.0,177,5372.127383
3.0,232,5380.052687
4.0,287,5794.420575
0.0,129,5798.707181
6.0,381,5812.074377
1.0,173,6214.27783
0.0,127,6218.418845
4.0,275,6227.9274
0.0,127,6231.950636
1.0,172,6601.05579
0.0,129,6605.285881
2.0,201,6612.233711
5.0,369,6988.147735
1.0,155,6993.429195
0.0,129,6997.651589
0.0,129,7001.906437
3.0,250,7401.276526
1.0,157,7406.346061
1.0,176,7412.104946
0.0,127,7416.025214
2.0,198,7821.060595
1.0,157,7826.217524
0.0,125,7830.307126
3.0,251,7838.609438
1.0,173,8199.62851
1.0,177,8205.508873
2.0,223,8213.06765
0.0,127,8217.239887
2.0,224,8583.464312
4.0,301,8593.992452
0.0,127,8598.165527
0.0,123,8961.362047
2.0,205,8968.236608
0.0,125,8972.303192
3.0,254,8981.0467
5.0,348,9361.924011
1.0,153,9366.991439
3.0,229,9735.433954
2.0,200,9741.896253
0.0,127,9745.993669
0.0,127,9750.019771
5.0,273,10117.622091
4.0,319,10128.716946
3.0,230,10136.568525
0.0,123,10497.542538
0.0,129,10501.759642
4.0,320,10512.834431
0.0,129,10517.135683
5.0,352,10892.605787
0.0,127,10896.666811
0.0,129,10900.946757
0.0,127,11258.639274
0.0,127,11262.744838
2.0,219,11270.210049
2.0,222,11277.678618
2.0,188,11646.047292
1.0,157,11651.292311
2.0,202,11658.250911
0.0,129,11662.505689
8.0,352,12042.651591
2.0,200,12049.380313
1.0,173,12425.127799
0.0,129,12429.296726
0.0,125,12433.350345
1.0,152,12438.338985
1.0,155,12443.585584
0.0,129,12811.455778
5.0,328,12822.815983
3.0,272,12832.099315
0.0,127,13197.713225
3.0,252,13206.151145
8.0,350,13579.967006
0.0,129,13584.064139
1.0,157,13589.236758
3.0,250,13597.653877
1.0,172,13961.228333
0.0,129,13965.34612
1.0,173,13971.087678
5.0,295,13980.981591
2.0,218,14341.173734
0.0,125,14345.059153
0.0,129,14349.145159
0.0,123,14352.915113
3.0,253,14708.399054
0.0,129,14712.497246
0.0,129,14716.605193
2.0,202,14723.206127
1.0,175,15070.000476
3.0,252,15078.463058
0.0,127,15082.38289
5.0,327,15445.805362
0.0,127,15449.909274
3.0,271,15459.064333
0.0,129,15463.340203
1.0,158,15825.058033
0.0,129,15829.148914
0.0,127,15833.271834
2.0,202,15839.9329
0.0,129,16204.54151
5.0,347,16217.191416
2.0,187,16223.883534
1.0,175,16605.846008
4.0,282,16616.194919
1.0,171,16622.428765
0.0,129,16626.900033
0.0,127,17046.770561
0.0,127,17051.164476
2.0,199,17058.375129
3.0,248,17067.567393
0.0,129,17499.249611
0.0,129,17503.599935
0.0,127,17508.020317
2.0,186,17514.593718
0.0,127,17939.995189
1.0,153,17945.335225
1.0,155,17950.618972
2.0,204,17957.889498
0.0,127,17962.158411
3.0,252,18376.004827
3.0,235,18384.287906
1.0,155,18389.566027
0.0,129,18802.923134
0.0,129,18807.344025
2.0,205,18814.812166
1.0,175,18821.035224
0.0,125,19206.774235
0.0,127,19211.206801
2.0,199,19218.130047
3.0,250,19227.11411
0.0,125,19644.828431
0.0,129,19649.244138
2.0,200,19656.256362
2.0,202,19663.195182
5.0,370,20100.352097
1.0,155,20105.74399
3.0,248,20114.630458
0.0,129,20526.231262
1.0,174,20531.979917
1.0,173,20537.687055
0.0,129,20541.769205
0.0,129,20915.739529
0.0,129,20920.277221
3.0,234,20929.003761
0.0,125,20933.329125
0.0,123,20937.696041
1.0,173,21351.198904
0.0,127,21355.551688
6.0,398,21370.041247
2.0,207,21776.156917
1.0,173,21782.285489
2.0,223,21790.219011
2.0,219,22219.999082
1.0,173,22226.090804
0.0,129,22230.565712
1.0,173,22236.637231
2.0,204,22629.489691
2.0,206,22636.859717
0.0,125,22641.180018
1.0,173,22647.394124
1.0,174,23040.556718
1.0,176,23046.803778
0.0,125,23051.299054
0.0,129,23055.802462
1.0,157,23489.278954
3.0,251,23498.209766
1.0,155,23503.477988
0.0,129,23507.769196
0.0,129,23937.10854
2.0,202,23944.584847
3.0,270,23954.392325
0.0,129,23958.798081
2.0,200,24340.191839
2.0,202,24347.100224
2.0,208,24354.386059
0.0,127,24771.901427
2.0,183,24778.608185
0.0,129,24783.069987
1.0,155,24788.571651
0.0,125,24792.830397
0.0,127,25222.335152
0.0,129,25226.643525
11.0,494,25667.21791
2.0,186,25673.872741
0.0,129,25678.395111
1.0,155,25683.715914
2.0,203,25690.912287
0.0,129,26071.292372
0.0,127,26075.500769
1.0,169,26081.260568
2.0,200,26088.230143
3.0,271,26467.568576
1.0,155,26472.831478
2.0,206,26480.191185
0.0,129,26849.908969
2.0,202,26857.065758
2.0,205,26864.376734
0.0,123,26868.626731
3.0,271,27289.438014
0.0,125,27293.745701
1.0,175,27299.864173
5.0,339,27686.555646
0.0,129,27691.085418
0.0,129,27695.465039
1.0,177,27701.799922
3.0,231,28084.660473
1.0,175,28090.933145
0.0,127,28095.228075
2.0,204,28102.527101
3.0,220,28477.694224
1.0,157,28483.266136
1.0,178,28489.51532
0.0,125,28493.802769
4.0,299,28879.691093
0.0,127,28883.935748
2.0,202,28891.261034
0.0,129,29280.66886
3.0,233,29289.308675
1.0,175,29295.593091
0.0,125,29299.922889
2.0,204,29697.671675
0.0,127,29702.146662
2.0,202,29709.432306
0.0,127,29713.749653
6.0,355,30101.955501
1.0,175,30108.019841
2.0,217,30115.762933
3.0,228,30497.327093
2.0,202,30504.599425
0.0,125,30508.730947
0.0,127,30513.118105
3.0,268,30897.749225
1.0,173,30903.780466
2.0,203,30910.836577
2.0,201,31291.751125
7.0,326,31303.846907
1.0,154,31309.207513
3.0,269,31695.211384
0.0,127,31699.577859
1.0,173,31705.773059
3.0,268,32097.730675
3.0,234,32106.334005
0.0,129,32110.704157
3.0,236,32493.612154
0.0,129,32497.765615
4.0,282,32507.609849
1.0,155,32512.733895
9.0,393,32892.661129
0.0,129,32896.963059
0.0,129,32901.24912
2.0,221,33287.531966
2.0,202,33294.609236
0.0,129,33299.20464
