#{"t_start": 1610951206.7341971, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,127,388.07539
0.0,125,392.195153
1.0,157,397.370706
1.0,175,403.030657
2.0,200,802.925245
2.0,222,810.537518
1.0,155,815.685607
1.0,177,821.671497
0.0,127,1225.845876
4.0,300,1236.53026
0.0,129,1240.907847
1.0,153,1636.231288
2.0,200,1643.240028
0.0,127,1647.390212
2.0,222,1655.106397
4.0,300,2070.773223
0.0,127,2074.994605
0.0,127,2079.202335
0.0,127,2083.529587
0.0,127,2087.728501
3.0,232,2513.514682
1.0,173,2519.533333
2.0,201,2526.397926
2.0,202,2935.89349
2.0,183,2942.277596
2.0,223,2950.06331
1.0,157,3331.099532
0.0,129,3335.555723
0.0,127,3339.910122
0.0,129,3344.402855
2.0,201,3351.333245
0.0,129,3732.298287
1.0,157,3737.603105
3.0,235,3745.825467
1.0,178,3752.06683
1.0,157,4167.995099
1.0,178,4173.915301
3.0,216,4181.153285
0.0,123,4185.206049
3.0,236,4594.344996
0.0,129,4598.270395
2.0,200,4604.723803
2.0,202,4975.479998
2.0,200,4982.493531
1.0,155,4987.769504
1.0,171,4993.606551
0.0,129,4997.891358
0.0,129,5370.12306
3.0,250,5378.849227
2.0,223,5386.447488
0.0,127,5794.981646
0.0,125,5799.122458
1.0,173,5804.997001
0.0,127,5809.093098
1.0,157,5814.322708
1.0,171,6216.37971
0.0,127,6220.509928
3.0,252,6229.174346
2.0,183,6235.204443
1.0,157,6603.794309
0.0,127,6607.957979
1.0,157,6613.294166
0.0,129,6617.513805
1.0,173,6986.220912
0.0,127,6990.433642
3.0,270,6999.985816
2.0,205,7006.847428
0.0,127,7401.802104
0.0,129,7405.80677
1.0,176,7411.648216
1.0,172,7417.128337
0.0,125,7819.613289
5.0,333,7831.162091
2.0,200,7837.660097
2.0,202,8199.700777
1.0,171,8205.332155
3.0,250,8213.896764
0.0,129,8218.141686
3.0,231,8584.689882
0.0,129,8588.845633
2.0,200,8595.646598
1.0,178,8960.909939
0.0,127,8965.003397
0.0,129,8969.129478
1.0,155,8974.262431
0.0,125,8978.376968
8.0,410,9361.513531
3.0,248,9370.096468
11.0,484,9747.389989
0.0,127,9751.373917
0.0,129,9755.438786
2.0,205,10120.751652
0.0,129,10124.944162
0.0,127,10129.025168
1.0,175,10134.854621
1.0,178,10497.819008
6.0,369,10510.749428
1.0,174,10516.647288
2.0,202,10886.671772
1.0,173,10892.436641
0.0,129,10896.600019
0.0,127,10900.805782
9.0,402,11268.541803
1.0,176,11274.346795
0.0,129,11278.497971
0.0,127,11644.543868
1.0,157,11649.806667
0.0,129,11654.116434
0.0,127,11658.265153
2.0,204,12032.839509
0.0,127,12037.07696
0.0,125,12041.154655
1.0,157,12046.420757
0.0,129,12050.62611
2.0,200,12427.388646
2.0,222,12434.942205
0.0,127,12438.990762
0.0,125,12443.170121
2.0,186,12813.169374
1.0,173,12818.925863
1.0,175,12824.696259
2.0,208,12831.687193
1.0,157,13198.32042
1.0,173,13203.952821
2.0,187,13210.159356
0.0,129,13214.36022
1.0,157,13581.203164
4.0,279,13590.706759
1.0,172,13596.376873
4.0,280,13963.746998
0.0,127,13967.922412
2.0,184,13973.85755
2.0,183,13979.816682
4.0,301,14342.956221
4.0,278,14352.187594
2.0,202,14705.887902
9.0,377,14718.806768
2.0,220,14725.916255
0.0,129,15071.229278
0.0,125,15075.20668
2.0,226,15082.536524
1.0,173,15088.108323
4.0,296,15450.689829
0.0,129,15454.679777
5.0,331,15822.712763
1.0,155,15827.885085
0.0,127,15831.951439
0.0,127,15835.931478
2.0,201,15842.598941
2.0,202,16210.131406
3.0,232,16218.408331
0.0,129,16222.846299
1.0,169,16604.58107
2.0,205,16611.908468
2.0,182,16618.401881
2.0,202,16625.825855
0.0,129,17045.893946
2.0,202,17053.210281
0.0,125,17057.457614
1.0,171,17063.668613
0.0,129,17068.14349
2.0,227,17503.515072
0.0,125,17507.900477
0.0,129,17512.325532
1.0,175,17518.541161
0.0,127,17943.830352
3.0,270,17953.580441
3.0,232,17961.80962
3.0,274,18376.500673
0.0,127,18380.855537
2.0,204,18387.910955
3.0,232,18805.117029
2.0,201,18812.530426
0.0,129,18816.81402
1.0,171,18822.989972
0.0,129,19208.791969
0.0,129,19213.292011
1.0,173,19219.280959
1.0,157,19224.719685
1.0,153,19229.973517
2.0,222,19651.527696
3.0,253,19660.281516
5.0,329,20095.874684
2.0,201,20102.962717
1.0,175,20109.170507
1.0,174,20115.159969
1.0,172,20528.387785
3.0,272,20537.637592
0.0,125,20541.518515
1.0,173,20917.15626
0.0,125,20921.566731
0.0,125,20925.962945
0.0,125,20930.335127
1.0,151,20935.675697
8.0,370,21356.94068
1.0,172,21362.814878
1.0,172,21368.786558
1.0,171,21773.554323
0.0,127,21777.876331
3.0,251,21786.898611
0.0,129,21791.345299
5.0,332,22225.38465
2.0,202,22232.673932
3.0,272,22628.096486
0.0,127,22632.426326
2.0,199,22639.69303
2.0,200,22646.875437
0.0,127,23038.229538
1.0,157,23043.705266
0.0,127,23048.094291
2.0,223,23056.421454
1.0,155,23489.826463
0.0,127,23494.225637
2.0,222,23501.989115
2.0,203,23509.008306
1.0,178,23940.252831
0.0,125,23944.678229
0.0,129,23949.084152
0.0,129,23953.59642
1.0,155,23958.917902
0.0,125,24337.420122
5.0,351,24350.073094
1.0,155,24355.34253
0.0,127,24772.851406
0.0,127,24777.321157
0.0,125,24781.697881
0.0,129,24786.138921
4.0,282,24796.405583
3.0,253,25230.71972
0.0,129,25235.105443
4.0,301,25668.328803
1.0,155,25673.78447
1.0,172,25679.915322
2.0,202,25687.047133
1.0,173,26069.125822
5.0,323,26080.643012
0.0,127,26084.825462
0.0,125,26089.055121
0.0,129,26463.305259
0.0,129,26467.3781
2.0,202,26474.415415
1.0,175,26480.582303
1.0,174,26851.978783
2.0,204,26859.290786
1.0,176,26865.51714
0.0,129,26869.972842
0.0,127,27285.250484
5.0,309,27296.69358
2.0,207,27303.901334
0.0,125,27308.271649
1.0,155,27687.857425
