#{"t_start": 1610523392.9382348, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,176,1168.851861
0.0,127,1172.174433
5.0,330,1179.088773
0.0,129,1181.288232
2.0,218,1186.957494
2.0,224,1192.207518
0.0,125,1195.231144
3.0,274,1201.03206
3.0,267,1207.23259
1.0,155,1210.44547
1.0,173,1215.175446
0.0,127,1219.045157
0.0,125,1222.484768
2.0,185,1227.692883
1.0,171,1232.203279
0.0,125,1234.71939
1.0,173,1239.312793
4.0,303,1247.446384
0.0,127,1250.894859
3.0,253,1257.540107
1.0,157,1260.787419
2.0,222,1265.083227
0.0,127,1268.495901
2.0,203,1273.088873
0.0,127,1276.250908
0.0,127,1278.365359
3.0,230,1282.955756
1.0,155,1285.763209
3.0,230,1291.326174
0.0,123,1293.432634
9.0,369,1302.009947
1.0,157,1306.059293
2.0,200,1309.859888
2.0,200,1314.877727
0.0,125,1317.902835
1.0,155,1322.08431
2.0,222,1327.248206
3.0,272,1333.903091
3.0,252,1340.086655
2.0,202,1344.927984
0.0,127,1347.942547
1.0,173,1351.656875
1.0,157,1354.735809
1.0,173,1359.404059
2.0,223,1364.496221
8.0,475,1373.928973
1.0,155,1378.131526
0.0,129,1380.239033
0.0,129,1383.479823
2.0,183,1388.045074
0.0,125,1391.00349
0.0,127,1393.027736
1.0,175,1396.680091
0.0,129,1399.863765
0.0,129,1403.255325
2.0,204,1407.568022
2.0,198,1411.76011
0.0,127,1413.831519
8.0,377,1421.684634
2.0,205,1424.799228
2.0,192,1428.700662
0.0,129,1430.967942
1.0,173,1434.753017
4.0,301,1441.374514
0.0,125,1443.755974
0.0,127,1446.726095
4.0,298,1454.280259
0.0,129,1456.894372
2.0,222,1461.014492
0.0,129,1464.229753
1.0,173,1467.58888
9.0,531,1480.020332
0.0,129,1482.367996
0.0,127,1484.593855
2.0,183,1488.761837
2.0,219,1492.999453
0.0,125,1496.200399
0.0,129,1499.327428
0.0,125,1501.459266
1.0,157,1504.182783
0.0,129,1506.990355
1.0,173,1510.279039
0.0,129,1512.315955
2.0,222,1516.595901
0.0,129,1518.504172
1.0,152,1521.623735
