fps,policy_entropy,value_loss,atten_encoder_loss,reconstruct_loss,nupdates,total_timesteps,policy_loss,contrastive_loss,atten_decoder_loss,explained_variance,ep_len_mean,ep_reward_mean,fps_eval,total_timesteps_eval,explained_variance_eval,ep_reward_mean_eval,ep_len_mean_eval
230,1.386277198791504,0.05785440281033516,0.0,0.017419736832380295,1000,4480000,0.004709391389042139,1.9977266788482666,0.033034127205610275,9.632110595703125e-05,185.57,1.45,,,,,
,,,,,,,,,,,,,414,4500080,0.00012546777725219727,1.4,182.56
232,1.385353684425354,0.025440746918320656,1.782649451342877e-05,0.017524197697639465,1,4510080,0.018409375101327896,1.997916579246521,0.03546028211712837,0.000881493091583252,187.01,1.48,,,,,
227,1.385681390762329,2.9452057788148522e-05,2.6458639695192687e-05,0.017461763694882393,500,4550000,-0.0068200440146028996,1.996708631515503,0.03203285485506058,1.7881393432617188e-07,180.49,1.27,,,,,
234,1.3859590291976929,0.06210177391767502,0.00014193890092428774,0.01714816875755787,1000,4590000,0.0620010606944561,1.9985169172286987,0.0318634919822216,0.0009301900863647461,183.17,1.38,,,,,
,,,,,,,,,,,,,405,4610080,0.00015604496002197266,1.73,197.92
248,1.3861467838287354,0.004203943070024252,8.380661893170327e-05,0.01744387298822403,1,4620080,-0.030784379690885544,1.9988534450531006,0.02989802323281765,-0.001032710075378418,170.07,1.07,,,,,
233,1.3862053155899048,0.0031967484392225742,5.579402204602957e-05,0.017373746261000633,500,4660000,-0.029229015111923218,1.9985265731811523,0.030516285449266434,-0.008654475212097168,176.42,1.19,,,,,
238,1.3846688270568848,0.0011718964669853449,0.00012648363190237433,0.017187397927045822,1000,4700000,-0.014682772569358349,1.9972584247589111,0.03600836545228958,-0.012996673583984375,171.41,1.15,,,,,
,,,,,,,,,,,,,446,4720080,0.004512965679168701,1.66,196.68
271,1.383527398109436,0.004873872734606266,0.0028176596388220787,0.017451398074626923,1,4730080,-0.03883051127195358,1.9909708499908447,0.03264438360929489,-0.003422856330871582,171.93,1.13,,,,,
245,1.384984016418457,0.010283639654517174,0.00026272443938069046,0.01726653426885605,500,4770000,-0.07063071429729462,1.99662184715271,0.03299037367105484,-0.03115534782409668,174.86,1.19,,,,,
240,1.3842029571533203,0.0057683829218149185,0.0011981026036664844,0.016835365444421768,1000,4810000,-0.04380993917584419,1.9981969594955444,0.032664041966199875,0.0435793399810791,184.13,1.4,,,,,
,,,,,,,,,,,,,402,4830080,-0.0014717578887939453,1.4,183.81
208,1.3846153020858765,0.015634573996067047,0.00834586936980486,0.017474066466093063,1,4840080,-0.007742731366306543,1.981424331665039,0.03245493024587631,-0.01565265655517578,184.9,1.47,,,,,
228,1.385071873664856,0.002890491159632802,0.0032897728960961103,0.017498325556516647,500,4880000,-0.022544028237462044,1.9983614683151245,0.0323815755546093,-0.07031106948852539,182.5,1.42,,,,,
230,1.384016990661621,0.038195203989744186,0.001814045011997223,0.017364095896482468,1000,4920000,0.04696614667773247,1.9942920207977295,0.034690070897340775,0.004461050033569336,190.02,1.53,,,,,
,,,,,,,,,,,,,416,4940080,0.0734935998916626,1.43,184.46
233,1.3826549053192139,0.04743849113583565,0.006847759243100882,0.017436346039175987,1,4950080,0.04410085082054138,1.9832431077957153,0.026266464963555336,0.1117972731590271,172.43,1.17,,,,,
233,1.384893774986267,0.013271985575556755,0.009342235513031483,0.017172548919916153,500,4990000,0.007950232364237309,1.9787144660949707,0.02691037952899933,0.2573586702346802,196.48,1.75,,,,,
234,1.3822979927062988,0.006380497012287378,0.0006844957242719829,0.01745488867163658,1000,5030000,-0.04188363254070282,1.9969658851623535,0.03124299645423889,0.3193897008895874,186.4,1.5,,,,,
,,,,,,,,,,,,,516,5050080,0.9570672325789928,1.36,182.09
265,1.3828728199005127,0.024640172719955444,0.005199989769607782,0.01733771152794361,1,5060080,0.012930640950798988,1.9807276725769043,0.03379460796713829,0.4336516857147217,211.34,2.12,,,,,
240,1.3818565607070923,0.0014836748596280813,0.00441650440916419,0.017274903133511543,500,5100000,-0.019194509834051132,1.9789310693740845,0.03236410766839981,0.7765972912311554,192.64,1.7,,,,,
236,1.3838039636611938,0.04061262682080269,0.0032815218437463045,0.017517318949103355,1000,5140000,0.03162534907460213,1.9699671268463135,0.0337001234292984,0.5399399697780609,184.75,1.42,,,,,
,,,,,,,,,,,,,357,5160080,0.39887285232543945,1.5,186.83
261,1.385910987854004,0.01258364599198103,0.006581817753612995,0.01722382754087448,1,5170080,0.0005884507554583251,1.9638686180114746,0.02743265964090824,0.4771680235862732,178.48,1.31,,,,,
235,1.3839043378829956,0.015779485926032066,0.00980358850210905,0.017254093661904335,500,5210000,-0.059416674077510834,1.9718801975250244,0.032002564519643784,0.246060311794281,189.42,1.56,,,,,
234,1.382228970527649,0.005361385177820921,0.00719953328371048,0.01730191521346569,1000,5250000,-0.047793276607990265,1.9553579092025757,0.025566894561052322,0.5197451412677765,171.42,1.12,,,,,
,,,,,,,,,,,,,509,5270080,0.5528287589550018,1.41,183.33
202,1.3796812295913696,0.0800851359963417,0.009695636108517647,0.017431747168302536,1,5280080,0.05712099000811577,1.949516773223877,0.032118599861860275,0.49481332302093506,172.9,1.12,,,,,
219,1.3850927352905273,0.08726909011602402,0.012236492708325386,0.017496643587946892,500,5320000,-0.00959334522485733,1.9508681297302246,0.0392550453543663,0.07627934217453003,178.95,1.33,,,,,
225,1.3842717409133911,0.0033386610448360443,0.004034991841763258,0.01716657169163227,1000,5360000,-0.02459048479795456,1.9177896976470947,0.029079755768179893,0.4540608525276184,199.83,1.83,,,,,
,,,,,,,,,,,,,355,5380080,0.34812599420547485,1.5,183.98
227,1.3852428197860718,0.019251972436904907,0.01082628220319748,0.017381688579916954,1,5390080,0.04718032106757164,1.938842535018921,0.028401756659150124,0.8394972234964371,170.85,1.05,,,,,
229,1.3767619132995605,0.030132602900266647,0.01349227037280798,0.01739860326051712,500,5430000,-0.039343904703855515,1.9103420972824097,0.03974517807364464,0.5535730123519897,180.12,1.29,,,,,
231,1.3647363185882568,0.04154646024107933,0.0121528385207057,0.01717224530875683,1000,5470000,0.05851186439394951,1.8568074703216553,0.05260954424738884,0.7996418178081512,208.14,1.93,,,,,
,,,,,,,,,,,,,322,5490080,0.7706209421157837,1.18,174.66
204,1.3642253875732422,0.02086854726076126,0.009931758046150208,0.017411593347787857,1,5500080,-0.04564603045582771,1.8969736099243164,0.038200706243515015,0.7500183433294296,191.6,1.6,,,,,
231,1.3703076839447021,0.029260462149977684,0.010119343176484108,0.01738065294921398,500,5540000,-0.02766941487789154,1.94496750831604,0.035704899579286575,0.6821622848510742,212.53,2.16,,,,,
235,1.3554506301879883,0.015005946159362793,0.007089786231517792,0.017345355823636055,1000,5580000,-0.005921368487179279,1.892106056213379,0.02663409151136875,0.9064969420433044,204.74,2.02,,,,,
,,,,,,,,,,,,,372,5600080,0.9132574573159218,1.31,179.71
240,1.3451642990112305,0.011294717900454998,0.009355511516332626,0.017361866310238838,1,5610080,0.04073682799935341,1.8790984153747559,0.04146460443735123,0.9373082220554352,183.41,1.54,,,,,
259,1.361572265625,0.004763388074934483,0.006665085442364216,0.01735736057162285,500,5650000,0.007187941111624241,1.9116744995117188,0.041661571711301804,0.969391405582428,194.71,1.74,,,,,
257,1.3476932048797607,0.02140084095299244,0.007588531821966171,0.017339037731289864,1000,5690000,-0.01789947785437107,1.9066877365112305,0.05149562284350395,0.5679886341094971,215.89,2.32,,,,,
,,,,,,,,,,,,,335,5710080,0.9083115607500076,1.64,188.92
272,1.3509845733642578,0.008958101272583008,0.005192299839109182,0.0172228142619133,1,5720080,-0.012220188975334167,1.925884485244751,0.03789781406521797,0.9529677480459213,204.78,2.1,,,,,
249,1.3470877408981323,0.032045818865299225,0.004902383778244257,0.017466381192207336,500,5760000,0.027440309524536133,1.9504830837249756,0.04146472364664078,0.8239357769489288,213.51,2.14,,,,,
244,1.3368442058563232,0.0041540456004440784,0.00503539526835084,0.017133770510554314,1000,5800000,-0.012937906198203564,1.8395944833755493,0.03581724315881729,0.9730081390589476,193.57,1.77,,,,,
,,,,,,,,,,,,,318,5820080,0.9656197987496853,1.9,199.36
213,1.3337204456329346,0.0061653354205191135,0.0049286531284451485,0.017327897250652313,1,5830080,0.015925103798508644,1.9142558574676514,0.0410243459045887,0.9560738652944565,205.24,2.01,,,,,
222,1.329289197921753,0.006110399030148983,0.0077144429087638855,0.017302658408880234,500,5870000,-0.0019342415034770966,1.9326622486114502,0.0434994176030159,0.9737404230982065,214.7,2.21,,,,,
218,1.331085443496704,0.002132392954081297,0.006476406939327717,0.017399532720446587,1000,5910000,-0.006803174503147602,1.9179068803787231,0.04641272500157356,0.9660627394914627,215.19,2.37,,,,,
,,,,,,,,,,,,,394,5930080,0.937516625970602,2.23,213.66
209,1.3432719707489014,0.013393071480095387,0.006511602085083723,0.017328474670648575,1,5940080,0.006361321546137333,1.924774169921875,0.04933074861764908,0.9477121643722057,184.36,1.51,,,,,
232,1.3517885208129883,0.012552300468087196,0.005672664847224951,0.017401976510882378,500,5980000,0.013483415357768536,1.864190936088562,0.03802633285522461,0.9336171001195908,226.45,2.61,,,,,
233,1.3446499109268188,0.0011718306923285127,0.0067044757306575775,0.01749214343726635,1000,6020000,0.010151428170502186,1.9067914485931396,0.04312202334403992,0.9954780000261962,205.31,2.11,,,,,
,,,,,,,,,,,,,445,6040080,0.9575809054076672,2.0,204.3
265,1.3429218530654907,0.0014783196384087205,0.004839025903493166,0.017392579466104507,1,6050080,0.024166764691472054,1.914036512374878,0.03951475769281387,0.993676780257374,214.05,2.26,,,,,
260,1.3481789827346802,0.0015455451793968678,0.003976750653237104,0.017364483326673508,500,6090000,-0.005273918155580759,1.881854772567749,0.03534843772649765,0.994366935454309,203.19,1.98,,,,,
258,1.348602533340454,0.009805825538933277,0.0057402136735618114,0.017427323386073112,1000,6130000,0.004886706825345755,1.8839285373687744,0.04548674821853638,0.9536617435514927,199.14,1.84,,,,,
,,,,,,,,,,,,,507,6150080,0.9171473756432533,1.8,196.54
157,1.3302159309387207,0.08390186727046967,0.007318088319152594,0.01719832792878151,1,6160080,0.09083844721317291,1.8215961456298828,0.0488831028342247,0.37395524978637695,181.1,1.43,,,,,
230,1.3522355556488037,0.0075854347087442875,0.002697823103517294,0.017228471115231514,500,6200000,-0.01416836678981781,1.877652645111084,0.03191360831260681,0.9281588569283485,210.23,2.22,,,,,
233,1.346778154373169,0.03724432736635208,0.0045558311976492405,0.017500387504696846,1000,6240000,0.0017747875535860658,1.927767038345337,0.040312182158231735,0.7940213829278946,186.8,1.57,,,,,
,,,,,,,,,,,,,462,6260080,0.8727622330188751,2.03,203.46
253,1.3352378606796265,0.007066042628139257,0.006149244960397482,0.017538676038384438,1,6270080,-0.033287957310676575,1.8302099704742432,0.04169228672981262,0.9789983183145523,192.36,1.76,,,,,
230,1.3543723821640015,0.00827491469681263,0.006467088591307402,0.017364179715514183,500,6310000,-0.030377045273780823,1.887972354888916,0.05291318893432617,0.9680083207786083,222.81,2.62,,,,,
229,1.3456060886383057,0.00364339048974216,0.0048798066563904285,0.017370950430631638,1000,6350000,-0.01778726652264595,1.8721632957458496,0.04953308403491974,0.9767683688551188,208.39,2.19,,,,,
,,,,,,,,,,,,,392,6370080,0.8713964968919754,1.6,188.98
174,1.3529374599456787,0.002593169454485178,0.004571584053337574,0.01747037097811699,1,6380080,0.011367115192115307,1.9306195974349976,0.03915772587060928,0.9883157173171639,209.73,2.29,,,,,
231,1.3496391773223877,0.004873801022768021,0.005427357740700245,0.017450939863920212,500,6420000,0.013182890601456165,1.9293891191482544,0.04080981761217117,0.9750583302229643,206.42,2.07,,,,,
232,1.357853651046753,0.0027793264016509056,0.004091916140168905,0.01735314354300499,1000,6460000,0.0009028321364894509,1.9432239532470703,0.03320382907986641,0.98608173802495,209.37,2.16,,,,,
,,,,,,,,,,,,,373,6480080,0.8753283694386482,1.77,193.77
235,1.3575037717819214,0.0007952592568472028,0.0045425440184772015,0.017361031845211983,1,6490080,-0.006372355856001377,1.9466421604156494,0.04125669598579407,0.997390741482377,193.32,1.75,,,,,
247,1.3644537925720215,0.00872079562395811,0.003525255247950554,0.01730237528681755,500,6530000,0.0058505358174443245,1.8275381326675415,0.03927447646856308,0.9490033909678459,211.65,2.13,,,,,
251,1.3684810400009155,0.007227613124996424,0.0023520058020949364,0.017266230657696724,1000,6570000,-0.024077724665403366,1.867245078086853,0.03634513542056084,0.9483996219933033,207.65,2.11,,,,,
,,,,,,,,,,,,,320,6590080,0.855037584900856,2.26,209.28
258,1.3663891553878784,0.002027259673923254,0.004109623376280069,0.01740105077624321,1,6600080,-0.00658684317022562,1.8261868953704834,0.03272957354784012,0.9883759655058384,205.23,2.06,,,,,
264,1.3569562435150146,0.0016844082856550813,0.004084884189069271,0.01750757545232773,500,6640000,0.006033126264810562,1.8809034824371338,0.04057365655899048,0.9920683819800615,197.57,1.8,,,,,
258,1.3494449853897095,0.01787053979933262,0.004349186085164547,0.017205068841576576,1000,6680000,0.04288218542933464,1.858374834060669,0.04206191748380661,0.9336257353425026,214.9,2.42,,,,,
,,,,,,,,,,,,,548,6700080,0.9696334935724735,2.48,219.25
247,1.3562650680541992,0.01500257570296526,0.004178069997578859,0.017420444637537003,1,6710080,-0.05833001062273979,1.8676855564117432,0.04369419068098068,0.9346178993582726,223.37,2.55,,,,,
241,1.3705497980117798,0.010594313964247704,0.003685910254716873,0.0171494260430336,500,6750000,0.031015586107969284,1.8577752113342285,0.03893270343542099,0.9325797110795975,208.79,2.15,,,,,
244,1.3582396507263184,0.009738544002175331,0.004973696079105139,0.017233137041330338,1000,6790000,-0.03927309811115265,1.7795413732528687,0.04350286349654198,0.9700439535081387,228.95,2.62,,,,,
,,,,,,,,,,,,,336,6810080,0.7968266308307648,2.54,223.69
220,1.3507344722747803,0.006563200615346432,0.0030484774615615606,0.017210928723216057,1,6820080,-0.007539853453636169,1.8995537757873535,0.04801362007856369,0.9588776417076588,213.54,2.25,,,,,
219,1.3657331466674805,0.001811845926567912,0.0031751252245157957,0.01745789125561714,500,6860000,-0.0030649967957288027,1.8413151502609253,0.031528573483228683,0.9870899226516485,220.9,2.47,,,,,
213,1.3672592639923096,0.0036759779322892427,0.004269505385309458,0.017524586990475655,1000,6900000,-0.015351714566349983,1.8344109058380127,0.04580102860927582,0.9892831966280937,212.71,2.29,,,,,
,,,,,,,,,,,,,311,6920080,0.7035029828548431,2.35,212.79
198,1.358022689819336,0.0017525069415569305,0.003860618220642209,0.017345039173960686,1,6930080,-0.002892091404646635,1.8689582347869873,0.049338504672050476,0.9885763768106699,211.19,2.12,,,,,
227,1.3568662405014038,0.0012633349979296327,0.004445687867701054,0.017509428784251213,500,6970000,-0.0050272224470973015,1.9405313730239868,0.029771381989121437,0.9956964533776045,188.01,1.64,,,,,
230,1.3682507276535034,0.022232746705412865,0.0034958727192133665,0.01745893806219101,1000,7010000,0.004435661714524031,1.901321530342102,0.03309197723865509,0.8885795027017593,211.13,2.24,,,,,
,,,,,,,,,,,,,390,7030080,0.8883749172091484,2.11,203.71
290,1.3562463521957397,0.0010521706426516175,0.003506067907437682,0.017476920038461685,1,7040080,0.005792693234980106,1.8446178436279297,0.03881664201617241,0.9959802636876702,210.26,2.19,,,,,
251,1.3526057004928589,0.018498510122299194,0.0061822026036679745,0.017107203602790833,500,7080000,-0.022527314722537994,1.787447452545166,0.06382204592227936,0.8980831429362297,212.69,2.35,,,,,
249,1.3724825382232666,0.005797661375254393,0.003568457905203104,0.017420567572116852,1000,7120000,0.010739633813500404,1.8747742176055908,0.04932079836726189,0.9648042917251587,215.89,2.41,,,,,
,,,,,,,,,,,,,361,7140080,0.9540653303265572,2.55,224.11
269,1.3437011241912842,0.002579374937340617,0.004407499451190233,0.01746990531682968,1,7150080,-0.00320137245580554,1.8672804832458496,0.03764345124363899,0.9906335799023509,214.98,2.28,,,,,
237,1.3705666065216064,0.0011995413806289434,0.0031632829923182726,0.01724085956811905,500,7190000,0.01781512424349785,1.955127239227295,0.04968506842851639,0.996858729980886,194.25,1.75,,,,,
233,1.3762644529342651,0.002217443659901619,0.0034213250037282705,0.017367925494909286,1000,7230000,-0.028525546193122864,1.7796144485473633,0.03572045639157295,0.9950333125889301,204.03,2.07,,,,,
,,,,,,,,,,,,,353,7250080,0.8171021044254303,2.99,237.62
155,1.3718016147613525,0.0021722204983234406,0.003607124788686633,0.017357828095555305,1,7260080,-0.014086887240409851,1.8716378211975098,0.04513644054532051,0.9918826762586832,217.67,2.38,,,,,
236,1.3785343170166016,0.029160574078559875,0.003498140722513199,0.017276205122470856,500,7300000,-0.026730865240097046,1.8843809366226196,0.04024767875671387,0.8234881460666656,193.9,1.87,,,,,
226,1.3572802543640137,0.008144354447722435,0.003719602944329381,0.01707816682755947,1000,7340000,-0.030176740139722824,1.787691354751587,0.0429438017308712,0.9695587325841188,204.21,2.06,,,,,
,,,,,,,,,,,,,429,7360080,0.9168378785252571,2.8,228.26
226,1.3621793985366821,0.0010272610234096646,0.0033907094039022923,0.017324095591902733,1,7370080,-0.005643181502819061,1.8222311735153198,0.036778524518013,0.9942561900243163,206.04,2.09,,,,,
243,1.352349042892456,0.001554143731482327,0.0038565904833376408,0.017455296590924263,500,7410000,-0.007324005477130413,1.9089231491088867,0.040432997047901154,0.9942514854483306,195.16,1.8,,,,,
246,1.3642187118530273,0.0034450876992195845,0.004740776028484106,0.017466625198721886,1000,7450000,0.00792386382818222,1.9746828079223633,0.054462872445583344,0.9898900035768747,209.95,2.22,,,,,
,,,,,,,,,,,,,307,7470080,0.9225872755050659,2.78,232.59
301,1.3619858026504517,0.003190049435943365,0.003636326640844345,0.017403630539774895,1,7480080,-0.0028173457831144333,1.862384557723999,0.0433075986802578,0.9833318069577217,212.28,2.19,,,,,
253,1.3805309534072876,0.013570116832852364,0.0032468833960592747,0.017374347895383835,500,7520000,0.026072073727846146,1.7997002601623535,0.03675410896539688,0.9548262655735016,208.69,2.2,,,,,
253,1.3692700862884521,0.00178818148560822,0.0035509509034454823,0.01712769642472267,1000,7560000,-0.002855731872841716,1.8673465251922607,0.03331419825553894,0.9952559708617628,204.66,2.07,,,,,
,,,,,,,,,,,,,459,7580080,0.8374688774347305,2.36,219.2
234,1.3666751384735107,0.0037549524568021297,0.004379070829600096,0.017427098006010056,1,7590080,-0.02268761582672596,1.8347299098968506,0.05021004006266594,0.9712512493133545,231.94,3.04,,,,,
251,1.3614712953567505,0.0019430394750088453,0.003654011059552431,0.01735590025782585,500,7630000,-0.0024550005327910185,1.8886066675186157,0.04693189263343811,0.9917953750118613,220.3,2.54,,,,,
251,1.364630937576294,0.0018700252985581756,0.003332433057948947,0.017330417409539223,1000,7670000,0.013533947058022022,1.903753638267517,0.04212247580289841,0.9935020059347153,209.53,2.24,,,,,
,,,,,,,,,,,,,381,7690080,0.8239239454269409,2.02,202.9
321,1.3583321571350098,0.0030015981756150723,0.004377356264740229,0.01742478460073471,1,7700080,0.003209247486665845,1.8396332263946533,0.03962666913866997,0.9870091928169131,207.29,2.15,,,,,
254,1.3532787561416626,0.0031712644267827272,0.004426584113389254,0.01746588759124279,500,7740000,0.011115512810647488,1.7783405780792236,0.03781023621559143,0.9871134562417865,206.48,2.01,,,,,
266,1.3565043210983276,0.001084548537619412,0.003199793165549636,0.017180679365992546,1000,7780000,0.013941708020865917,1.751281976699829,0.030945757403969765,0.9957480537705123,204.82,1.92,,,,,
,,,,,,,,,,,,,401,7800080,0.9630861058831215,2.07,203.57
245,1.3718491792678833,0.002694250550121069,0.0030143042095005512,0.017412329092621803,1,7810080,-0.02726028859615326,1.8625974655151367,0.03436209633946419,0.9828714188188314,194.81,1.73,,,,,
235,1.3637726306915283,0.004227290861308575,0.0034392678644508123,0.01746647246181965,500,7850000,-0.0303302351385355,1.8641557693481445,0.03800101950764656,0.9812680836766958,241.47,3.04,,,,,
228,1.3372851610183716,0.004385724663734436,0.004138738848268986,0.01752397045493126,1000,7890000,-0.0072346949018538,1.8735016584396362,0.036765992641448975,0.9689937271177769,225.7,2.74,,,,,
,,,,,,,,,,,,,338,7910080,0.9497297592461109,2.47,218.13
176,1.3587981462478638,0.0058467504568398,0.004318187013268471,0.01740170642733574,1,7920080,0.022641226649284363,1.8065322637557983,0.0331072062253952,0.9666591249406338,211.03,2.32,,,,,
248,1.373958706855774,0.0024917672853916883,0.0029564679134637117,0.017280258238315582,500,7960000,-0.01331465132534504,1.8077056407928467,0.03988419100642204,0.9759027771651745,225.6,2.65,,,,,
249,1.379443883895874,0.004724982660263777,0.0027803813572973013,0.017272142693400383,1000,8000000,0.004370154347270727,1.8910460472106934,0.0350709930062294,0.94034244120121,228.24,2.72,,,,,
,,,,,,,,,,,,,443,8020080,0.8269432485103607,1.83,195.19
266,1.3583576679229736,0.004409683868288994,0.003180762054398656,0.017439769580960274,1,8030080,-0.002251919824630022,1.8764616250991821,0.037486836314201355,0.9778872076421976,217.18,2.38,,,,,
258,1.3725717067718506,0.0020003218669444323,0.00402017030864954,0.017421672120690346,500,8070000,0.018891017884016037,1.8122191429138184,0.03542449325323105,0.9828504156321287,227.65,2.77,,,,,
274,1.3548163175582886,0.009111626073718071,0.003053734777495265,0.01739833876490593,1000,8110000,-0.015315422788262367,1.8029710054397583,0.04453311115503311,0.9115417525172234,210.8,2.25,,,,,
,,,,,,,,,,,,,480,8130080,0.7742206305265427,1.87,195.96
216,1.3356348276138306,0.006533461157232523,0.005695031024515629,0.017496800050139427,1,8140080,-0.05070371553301811,1.859971284866333,0.04894666746258736,0.9753163624554873,226.4,2.6,,,,,
258,1.3542202711105347,0.03361622244119644,0.0034793519880622625,0.017426220700144768,500,8180000,0.03937435522675514,1.7612224817276,0.03533690422773361,0.8620883673429489,235.18,2.96,,,,,
256,1.3576871156692505,0.01020723208785057,0.004445592872798443,0.017452411353588104,1000,8220000,0.03960239142179489,1.8359421491622925,0.04066472128033638,0.93820521235466,224.15,2.79,,,,,
,,,,,,,,,,,,,457,8240080,0.888791985809803,2.15,207.02
311,1.3699114322662354,0.0035448200069367886,0.0031876557040959597,0.01725657284259796,1,8250080,-0.00479598855599761,1.7807643413543701,0.027356887236237526,0.986025158315897,216.57,2.34,,,,,
262,1.3548040390014648,0.010632594116032124,0.0036160291638225317,0.017438797280192375,500,8290000,-0.0658862516283989,1.8903498649597168,0.027781382203102112,0.8898297473788261,239.94,3.12,,,,,
256,1.3591856956481934,0.005000730510801077,0.0036819700617343187,0.017262659966945648,1000,8330000,-0.06044291704893112,1.740896463394165,0.03284313529729843,0.9495778381824493,238.38,3.02,,,,,
,,,,,,,,,,,,,354,8350080,0.6788758337497711,2.12,206.22
228,1.3506873846054077,0.011223789304494858,0.00432311138138175,0.017379168421030045,1,8360080,0.015665460377931595,1.8250668048858643,0.04580625891685486,0.9518659599125385,221.69,2.53,,,,,
245,1.355356216430664,0.022676153108477592,0.003546313149854541,0.017147772014141083,500,8400000,0.04525943845510483,1.7093219757080078,0.040214646607637405,0.8880966305732727,227.67,2.82,,,,,
245,1.348591685295105,0.011306533589959145,0.003817866090685129,0.017237689346075058,1000,8440000,0.018772680312395096,1.9150140285491943,0.04406539350748062,0.9014586210250854,232.34,2.87,,,,,
,,,,,,,,,,,,,324,8460080,0.6877285540103912,2.27,209.54
322,1.3544954061508179,0.044674742966890335,0.0027815080247819424,0.017377786338329315,1,8470080,0.048727065324783325,1.9082720279693604,0.03981317579746246,0.7701897174119949,229.99,2.86,,,,,
256,1.3414376974105835,0.033076491206884384,0.0034675528295338154,0.017114292830228806,500,8510000,-0.0740266814827919,1.8023732900619507,0.0370711013674736,0.8185186833143234,245.14,3.17,,,,,
252,1.3531080484390259,0.01303603034466505,0.0032290543895214796,0.01732875593006611,1000,8550000,0.0040283240377902985,1.8960635662078857,0.03990646451711655,0.9215577468276024,248.6,3.22,,,,,
,,,,,,,,,,,,,414,8570080,0.7424087524414062,1.74,192.42
190,1.2990446090698242,0.04098937287926674,0.003846332198008895,0.017271339893341064,1,8580080,0.004097476601600647,1.7936663627624512,0.03577958047389984,0.7994484305381775,252.32,3.31,,,,,
277,1.3334811925888062,0.009587060660123825,0.0036167700309306383,0.01725134439766407,500,8620000,-0.018783042207360268,1.7946374416351318,0.028095319867134094,0.9630662649869919,235.47,2.97,,,,,
267,1.3348925113677979,0.01296766847372055,0.0039447336457669735,0.017326882109045982,1000,8660000,-0.023986374959349632,1.7148747444152832,0.03689664602279663,0.9583844989538193,252.46,3.35,,,,,
,,,,,,,,,,,,,311,8680080,0.7253506183624268,1.78,193.13
266,1.3440899848937988,0.006226065568625927,0.0026484790723770857,0.017436495050787926,1,8690080,-0.02823612652719021,1.8311721086502075,0.02855764329433441,0.9773324448615313,232.33,2.88,,,,,
256,1.3529770374298096,0.003922732546925545,0.002691736212000251,0.017504435032606125,500,8730000,0.02230031229555607,1.8465452194213867,0.04281482845544815,0.9556798003613949,236.92,3.02,,,,,
257,1.344785451889038,0.02288372442126274,0.0030582190956920385,0.017068607732653618,1000,8770000,-0.07726079225540161,1.7439898252487183,0.04238898679614067,0.9322986081242561,258.22,3.71,,,,,
,,,,,,,,,,,,,427,8790080,0.7098709344863892,2.01,199.18
285,1.3492101430892944,0.007393790874630213,0.003320039017125964,0.01735679805278778,1,8800080,-0.009251655079424381,1.7817714214324951,0.02881397306919098,0.9629181176424026,256.8,3.73,,,,,
280,1.3265842199325562,0.012577367015182972,0.005221123341470957,0.0174676775932312,500,8840000,0.004159713163971901,1.833894968032837,0.03390338644385338,0.9444354437291622,221.1,2.57,,,,,
258,1.334685206413269,0.05783921480178833,0.0037160224746912718,0.017342695966362953,1000,8880000,-0.13976064324378967,1.7808924913406372,0.0467572920024395,0.7386590242385864,245.5,3.21,,,,,
,,,,,,,,,,,,,359,8900080,0.9107311889529228,2.09,199.96
211,1.3076527118682861,0.017507944256067276,0.004153616260737181,0.017288999632000923,1,8910080,-0.027022356167435646,1.7320315837860107,0.036680229008197784,0.9206414371728897,267.55,3.81,,,,,
234,1.244390845298767,0.013937832787632942,0.00748303672298789,0.017457526177167892,500,8950000,-0.030096357688307762,1.8194372653961182,0.05453314259648323,0.9377050884068012,223.98,2.76,,,,,
243,1.339082956314087,0.010988537222146988,0.004720272030681372,0.017194507643580437,1000,8990000,0.02443438209593296,1.7643053531646729,0.039099592715501785,0.9490616768598557,251.35,3.55,,,,,
,,,,,,,,,,,,,373,9010080,0.7388812899589539,1.9,195.01
308,1.3346084356307983,0.02051982842385769,0.0033172208350151777,0.017189593985676765,1,9020080,-0.017082158476114273,1.6865556240081787,0.03639896586537361,0.8830674886703491,250.43,3.44,,,,,
254,1.3444064855575562,0.010017548687756062,0.0031876477878540754,0.017225172370672226,500,9060000,0.0016668870812281966,1.7474050521850586,0.04122861474752426,0.9356891512870789,247.89,3.42,,,,,
255,1.3420778512954712,0.008482810109853745,0.0031886768992990255,0.017273327335715294,1000,9100000,0.005306692328304052,1.7253239154815674,0.04193287715315819,0.9560445621609688,245.88,3.39,,,,,
,,,,,,,,,,,,,543,9120080,0.8303727209568024,2.63,220.96
254,1.3020305633544922,0.021502932533621788,0.004438659641891718,0.017416678369045258,1,9130080,-0.016567615792155266,1.730032205581665,0.049801670014858246,0.9000647217035294,238.41,3.26,,,,,
269,1.3296599388122559,0.011780278757214546,0.0038132895715534687,0.017524922266602516,500,9170000,0.019309040158987045,1.9039485454559326,0.050640691071748734,0.9382814131677151,243.54,3.44,,,,,
262,1.3224642276763916,0.004379653837531805,0.0047586411237716675,0.017247019335627556,1000,9210000,0.006004361901432276,1.7795337438583374,0.03443514555692673,0.9631892442703247,246.8,3.53,,,,,
,,,,,,,,,,,,,507,9230080,0.8596456497907639,2.35,215.09
