#{"t_start": 1610715424.2221777, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,202,443.169903
1.0,160,450.041023
0.0,127,455.216005
1.0,175,462.995135
2.0,209,934.454783
1.0,175,941.666452
3.0,236,951.182878
4.0,297,1421.726014
0.0,129,1426.26794
2.0,224,1434.906728
3.0,252,1909.320163
4.0,301,1922.122383
1.0,153,1928.816043
2.0,222,2395.070058
0.0,129,2400.42274
0.0,129,2405.869852
2.0,200,2413.969647
0.0,127,2879.226546
0.0,129,2883.8805
0.0,127,2889.040924
0.0,129,2894.237029
3.0,250,3348.748289
0.0,129,3353.995837
0.0,127,3359.211988
1.0,173,3366.317698
0.0,127,3371.565108
3.0,246,3827.388024
0.0,129,3832.59647
0.0,127,3837.066558
5.0,285,4266.061807
0.0,125,4271.453946
1.0,154,4277.697237
1.0,157,4283.819782
3.0,270,4754.55947
0.0,129,4759.416353
0.0,129,4764.8636
0.0,127,4770.260842
0.0,129,4775.254088
3.0,234,5239.806413
0.0,127,5244.181068
0.0,127,5248.911457
1.0,155,5254.759735
0.0,127,5259.531211
2.0,201,5694.312585
1.0,175,5701.456138
0.0,125,5706.400828
4.0,303,6151.115313
2.0,201,6159.210155
1.0,171,6166.11256
0.0,127,6170.914306
1.0,171,6646.748627
1.0,173,6654.024593
0.0,127,6658.680787
0.0,127,6663.982397
0.0,125,6669.228971
3.0,252,7129.267065
4.0,247,7138.995389
1.0,178,7146.558976
0.0,125,7574.983452
2.0,202,7583.604896
0.0,129,7589.116185
1.0,173,7596.461799
0.0,129,7602.143265
2.0,220,8055.454768
2.0,222,8064.874503
1.0,157,8070.877643
1.0,173,8530.836813
2.0,203,8539.346019
3.0,250,8549.960907
1.0,175,9018.362131
2.0,206,9026.204809
5.0,352,9040.497263
1.0,176,9499.576504
0.0,129,9504.709985
3.0,250,9515.582163
0.0,129,9520.863753
1.0,157,9979.225134
2.0,183,9986.88192
0.0,129,9991.808801
1.0,155,9997.904407
2.0,208,10473.077826
2.0,202,10482.835023
1.0,157,10489.979832
0.0,129,10495.817897
1.0,171,11000.315059
0.0,129,11005.405837
0.0,129,11011.04681
2.0,204,11019.681643
0.0,125,11025.333897
0.0,127,11478.479935
0.0,127,11483.767455
0.0,127,11488.973498
2.0,218,11498.311764
0.0,127,11952.503774
0.0,127,11958.505466
0.0,123,11964.066435
1.0,155,11971.12428
2.0,205,11980.730045
0.0,127,12487.084848
1.0,177,12495.320915
2.0,199,12504.308581
2.0,225,12514.01979
2.0,202,12973.356817
5.0,316,12988.532803
0.0,129,12993.754121
7.0,320,13477.12774
1.0,153,13483.877172
0.0,127,13489.802034
1.0,174,13967.381046
1.0,173,13975.319006
1.0,173,13984.049036
0.0,129,13989.434308
4.0,295,14450.764092
6.0,357,14467.338671
0.0,127,14473.028109
0.0,129,14917.247692
0.0,129,14922.113767
2.0,200,14929.768171
0.0,127,14934.782697
3.0,252,15369.609473
0.0,127,15375.103717
0.0,127,15380.07372
1.0,173,15387.539433
1.0,173,15807.033638
0.0,125,15812.156097
2.0,202,15819.409195
0.0,127,15824.281188
0.0,127,15828.444612
2.0,206,16238.284357
0.0,129,16242.556422
2.0,200,16250.234987
0.0,127,16254.151781
1.0,173,16675.833204
2.0,222,16685.296489
0.0,127,16690.343814
3.0,250,17127.842877
1.0,172,17134.454183
5.0,346,17148.29811
0.0,129,17153.38297
0.0,129,17595.010157
1.0,178,17601.328386
3.0,248,17610.444184
1.0,174,18037.205723
2.0,220,18046.639335
2.0,218,18055.825106
0.0,125,18060.742528
0.0,125,18513.460724
2.0,192,18520.745712
0.0,129,18525.598225
1.0,155,18531.193338
0.0,129,18535.872779
1.0,157,18959.760146
4.0,300,18971.196973
2.0,202,18978.865548
1.0,155,19423.697602
2.0,202,19431.635355
2.0,205,19439.852225
1.0,173,19873.789968
2.0,219,19882.425933
1.0,173,19888.662427
2.0,201,19895.928293
2.0,202,20320.812852
2.0,203,20328.369105
1.0,157,20334.527189
1.0,177,20340.823555
0.0,129,20765.057711
3.0,230,20774.100466
7.0,407,21221.809231
2.0,224,21230.448195
1.0,153,21236.542013
1.0,155,21242.400936
0.0,127,21669.734465
0.0,129,21674.056329
1.0,153,21679.328179
2.0,221,21687.314255
1.0,173,22118.648468
2.0,202,22125.965094
1.0,171,22132.247721
0.0,127,22136.700127
5.0,348,22573.69001
0.0,127,22578.916022
0.0,127,22583.689176
1.0,155,22589.812187
2.0,199,23038.871946
4.0,321,23052.717422
2.0,205,23495.681975
4.0,299,23507.71868
1.0,153,23513.096308
4.0,299,23952.336706
4.0,299,23964.047191
5.0,350,24368.018209
0.0,127,24372.448747
6.0,400,24388.081563
4.0,297,24813.775695
4.0,297,24825.382063
9.0,404,25296.396167
0.0,127,25301.210823
0.0,127,25305.900953
5.0,350,25745.620066
0.0,129,25749.782314
5.0,350,26146.514941
0.0,125,26151.050039
0.0,129,26155.494729
5.0,350,26595.825983
2.0,202,26603.42768
0.0,125,26607.534814
0.0,125,26611.850245
4.0,297,27062.204805
0.0,129,27067.09903
0.0,125,27072.026927
0.0,127,27076.909192
9.0,404,27522.099984
0.0,127,27526.835384
0.0,127,27531.23639
0.0,129,27535.889034
0.0,127,27939.520387
0.0,127,27944.34875
5.0,350,27958.706757
5.0,350,28360.811183
5.0,329,28373.661839
0.0,127,28377.815646
3.0,248,28793.623996
0.0,129,28798.093076
3.0,248,28807.907869
0.0,129,29279.425715
2.0,202,29287.808071
0.0,125,29292.579603
0.0,127,29297.654295
0.0,129,29302.247683
0.0,127,29739.370443
4.0,297,29750.875789
2.0,202,29758.156886
0.0,127,30169.173307
0.0,125,30173.34116
3.0,248,30182.995614
2.0,200,30190.619768
0.0,129,30618.38383
0.0,129,30623.159872
2.0,200,30630.023008
2.0,202,30638.134021
5.0,350,31097.835916
0.0,127,31102.805367
0.0,127,31107.924926
0.0,125,31112.877359
0.0,129,31524.065951
0.0,127,31528.558731
0.0,129,31533.468758
0.0,127,31538.267362
2.0,202,31545.859369
2.0,200,31942.880095
0.0,127,31947.676009
9.0,404,32360.010033
0.0,129,32364.697199
3.0,271,32375.340646
5.0,350,32765.08503
0.0,129,32770.00679
2.0,202,32778.273956
2.0,202,32786.348576
0.0,125,33231.951532
9.0,404,33249.452731
0.0,125,33254.390823
2.0,202,33659.521308
0.0,127,33664.295909
0.0,129,33668.739482
0.0,127,33673.145448
3.0,253,34052.010701
2.0,198,34059.493787
5.0,350,34463.883096
4.0,297,34475.624836
0.0,127,34479.997905
0.0,127,34484.784404
2.0,202,34893.457059
0.0,127,34898.506277
9.0,404,34916.392891
0.0,129,35325.637573
2.0,202,35333.634267
2.0,202,35340.800894
0.0,127,35345.886161
2.0,202,35749.158291
2.0,202,35756.889908
0.0,127,35761.556375
0.0,127,35766.079675
4.0,297,36155.729895
9.0,404,36171.13867
0.0,127,36560.426629
0.0,127,36564.848048
9.0,404,36579.386246
0.0,129,36982.895803
0.0,127,36988.166498
0.0,129,36993.554154
2.0,198,37002.149975
0.0,127,37007.301856
9.0,404,37430.755947
0.0,129,37435.269724
0.0,129,37440.150331
0.0,127,37833.135386
0.0,127,37837.606724
5.0,350,37850.454687
2.0,202,38240.877598
0.0,127,38245.253876
0.0,125,38250.344362
5.0,350,38643.726248
0.0,127,38647.878724
0.0,127,38652.092808
0.0,127,38656.27079
2.0,202,38663.267961
0.0,127,39088.914256
4.0,297,39100.66822
5.0,350,39503.553681
0.0,127,39507.797413
0.0,125,39512.356092
0.0,129,39517.596232
0.0,127,39521.722186
1.0,175,39910.670646
5.0,350,39923.024649
0.0,129,39927.757038
9.0,404,40332.392623
5.0,350,40345.609332
0.0,125,40718.405925
2.0,202,40725.340348
0.0,129,40729.602325
9.0,404,41129.529134
0.0,129,41133.952606
0.0,129,41138.42149
2.0,186,41145.676965
1.0,155,41529.958978
4.0,297,41540.589509
4.0,297,41550.926232
0.0,125,41922.80449
4.0,297,41933.164934
4.0,297,42316.436782
0.0,129,42321.13963
0.0,127,42325.226423
2.0,202,42331.959451
1.0,157,42337.24301
1.0,171,42705.621747
1.0,157,42710.722522
5.0,350,42724.180736
0.0,127,43109.813576
5.0,350,43122.919035
2.0,190,43129.547191
3.0,230,43511.476345
1.0,155,43516.191887
1.0,173,43522.211293
1.0,155,43900.661936
1.0,154,43906.127192
0.0,127,43910.072977
4.0,282,43919.692895
9.0,404,44308.123322
0.0,129,44312.471021
5.0,350,44692.409686
0.0,127,44696.535171
1.0,173,44702.286154
0.0,127,44706.576912
0.0,127,45091.684133
1.0,157,45097.038989
5.0,350,45110.826896
3.0,214,45490.050864
0.0,129,45494.718091
0.0,129,45499.702462
5.0,350,45887.311198
0.0,127,45892.15065
0.0,127,45896.497872
2.0,186,45902.875319
0.0,129,45907.243746
9.0,404,46295.599071
0.0,125,46299.587309
5.0,350,46676.059506
0.0,129,46680.715469
2.0,185,46687.931823
0.0,127,46692.356659
0.0,127,46696.774542
0.0,125,47080.165912
0.0,129,47084.561782
9.0,404,47099.772976
2.0,202,47479.120796
0.0,125,47483.19021
1.0,155,47489.552008
2.0,200,47496.355083
10.0,431,47885.599252
2.0,188,47892.273549
0.0,127,48263.167507
0.0,125,48267.542782
0.0,125,48271.949429
0.0,129,48276.76954
9.0,404,48661.746463
0.0,127,48666.119557
0.0,127,48670.546114
2.0,203,48677.86586
10.0,357,49088.485937
2.0,186,49095.185661
0.0,127,49099.310846
6.0,379,49485.824251
6.0,339,49860.741559
12.0,506,49877.637914
4.0,259,50286.885483
3.0,234,50295.252559
2.0,188,50301.87886
5.0,350,50710.75545
6.0,363,50724.822381
2.0,186,51100.120227
4.0,265,51109.212749
6.0,324,51502.646281
9.0,410,51517.671596
2.0,201,51880.612135
4.0,279,51890.359347
10.0,452,52277.876233
9.0,404,52292.190883
11.0,459,52681.577788
19.0,667,53073.390676
5.0,315,53462.720111
11.0,477,53480.591127
0.0,129,53484.897792
12.0,440,53851.227408
9.0,437,54245.638256
17.0,505,54635.150936
7.0,403,54649.973266
10.0,513,55032.253973
14.0,641,55435.79522
11.0,498,55808.455406
3.0,215,55816.61994
2.0,222,55824.646466
10.0,537,56219.036319
15.0,538,56607.446675
8.0,459,56985.852201
1.0,171,56992.428253
7.0,420,57390.441033
18.0,697,57772.679205
27.0,803,58181.79208
8.0,403,58564.694301
8.0,284,58574.777796
7.0,365,58954.609035
15.0,556,59356.318526
0.0,127,59360.41187
13.0,371,59373.138734
17.0,525,59749.857312
13.0,451,60144.755829
8.0,413,60160.064715
14.0,522,60544.215146
11.0,563,60932.454171
15.0,625,61327.25058
13.0,478,61704.980253
6.0,330,61716.748803
7.0,381,62109.361569
14.0,539,62482.570378
4.0,244,62490.425942
15.0,629,62885.5123
7.0,384,63267.756886
44.0,977,63668.642157
18.0,499,64068.105347
27.0,822,64456.335982
30.0,865,65231.574008
39.0,1036,65632.752404
13.0,565,66033.651415
33.0,852,66798.44814
24.0,766,67192.548985
23.0,696,67571.215369
30.0,654,67984.091155
15.0,531,68349.070349
32.0,1126,69133.712265
11.0,517,69151.164679
25.0,809,69888.738779
35.0,1085,70262.829687
24.0,687,70621.979777
66.0,1269,71350.41191
34.0,820,72067.223979
48.0,1104,72468.071225
27.0,1016,73192.005975
25.0,794,73563.017389
43.0,1219,74280.736459
48.0,949,75000.819406
48.0,1290,75736.857731
37.0,962,76105.859775
23.0,721,76477.62059
