explained_variance,atten_decoder_loss,atten_encoder_loss,contrastive_loss,value_loss,policy_entropy,fps,nupdates,policy_loss,total_timesteps,reconstruct_loss,ep_reward_mean,ep_len_mean,total_timesteps_eval,explained_variance_eval,fps_eval,ep_reward_mean_eval,ep_len_mean_eval
0.9919123575091362,0.09301893413066864,0.02627577818930149,1.8955599069595337,0.0012624149676412344,1.3417632579803467,220,1000,-0.0008652313845232129,3380000,0.017319977283477783,2.15,213.47,,,,,
,,,,,,,,,,,,,3400080,0.8162304908037186,448,1.78,195.52
0.8852431550621986,0.0837780088186264,0.02616143226623535,1.9868773221969604,0.027786681428551674,1.3362939357757568,243,1,-0.0759236142039299,3410080,0.017245952039957047,2.47,224.72,,,,,
0.9706077072769403,0.09905968606472015,0.026441771537065506,1.8524489402770996,0.005288146901875734,1.3459950685501099,249,500,0.020935971289873123,3450000,0.017369790002703667,2.37,216.85,,,,,
0.9956461754627526,0.08958613872528076,0.026035452261567116,1.9821127653121948,0.0010760820005089045,1.3445491790771484,245,1000,0.016055086627602577,3490000,0.017175689339637756,2.26,215.95,,,,,
,,,,,,,,,,,,,3510080,0.7680738121271133,408,1.79,196.52
0.9935206989757717,0.11041240394115448,0.026524459943175316,1.865744709968567,0.0018521088641136885,1.3473055362701416,202,1,0.008914997801184654,3520080,0.01722148433327675,2.24,206.42,,,,,
0.9549020938575268,0.08771941065788269,0.02698501944541931,1.8652410507202148,0.012262046337127686,1.3569691181182861,227,500,-0.05292428657412529,3560000,0.017339322715997696,1.76,192.51,,,,,
0.9847066290676594,0.11363623291254044,0.026492038741707802,1.9693191051483154,0.0039634667336940765,1.3617041110992432,238,1000,-0.0014065224677324295,3600000,0.01735083945095539,2.8,232.62,,,,,
,,,,,,,,,,,,,3620080,0.6876021325588226,248,2.15,210.25
0.9886642871424556,0.09656728804111481,0.026458261534571648,1.9250404834747314,0.004390261135995388,1.3599317073822021,257,1,-0.04544490575790405,3630080,0.01728980615735054,1.9,197.99,,,,,
0.9942267304286361,0.09592966735363007,0.026561392471194267,1.998265027999878,0.0015438457485288382,1.3497235774993896,250,500,-0.002320656320080161,3670000,0.01749933697283268,1.96,200.13,,,,,
0.9927551504224539,0.11044512689113617,0.02648928202688694,1.750190019607544,0.0024198468308895826,1.3560960292816162,249,1000,0.02100158855319023,3710000,0.017451422289013863,2.03,207.47,,,,,
,,,,,,,,,,,,,3730080,0.8138560056686401,446,1.87,198.33
0.9802204463630915,0.08737094700336456,0.026478230953216553,1.9401051998138428,0.005534681957215071,1.3403220176696777,251,1,-0.01685081422328949,3740080,0.01733226701617241,2.34,213.36,,,,,
0.997430814197287,0.09673108160495758,0.02709769271314144,1.898107886314392,0.0004618372768163681,1.3596409559249878,248,500,-0.006379357539117336,3780000,0.017457658424973488,1.44,184.13,,,,,
0.9956313143484294,0.11328103393316269,0.026376957073807716,1.843294382095337,0.0008035995997488499,1.3569934368133545,241,1000,0.006492599844932556,3820000,0.017105063423514366,1.74,197.09,,,,,
,,,,,,,,,,,,,3840080,0.8308747559785843,344,2.03,206.96
0.9937146976590157,0.10233043134212494,0.026458686217665672,2.0315961837768555,0.000591929885558784,1.349916696548462,171,1,0.016091596335172653,3850080,0.017314216122031212,2.11,204.97,,,,,
0.9644447788596153,0.10658273845911026,0.026193423196673393,1.9542653560638428,0.003364868927747011,1.355897068977356,224,500,-0.01387004740536213,3890000,0.017322560772299767,1.74,190.55,,,,,
0.9781119674444199,0.09528975188732147,0.027195924893021584,1.7760798931121826,0.0018454879755154252,1.3562991619110107,228,1000,-0.004137766547501087,3930000,0.017496619373559952,2.42,222.13,,,,,
,,,,,,,,,,,,,3950080,0.8852709606289864,359,2.14,211.33
0.9602049738168716,0.09056555479764938,0.026460541412234306,1.8323947191238403,0.005813077092170715,1.3649218082427979,258,1,-0.015541745349764824,3960080,0.017366426065564156,2.58,223.55,,,,,
0.9908181522041559,0.10042760521173477,0.026845401152968407,1.9356739521026611,0.0010301405563950539,1.3655202388763428,223,500,0.003139689564704895,4000000,0.017406262457370758,2.34,215.91,,,,,
0.9954554275609553,0.09339208900928497,0.026542235165834427,1.874868631362915,0.0013944318052381277,1.3611456155776978,217,1000,-0.0037020735908299685,4040000,0.01733444444835186,1.75,195.98,,,,,
,,,,,,,,,,,,,4060080,0.9450246319174767,314,1.8,196.66
0.9537233524024487,0.11415940523147583,0.026705695316195488,1.9431450366973877,0.015283015556633472,1.3559294939041138,206,1,0.025820251554250717,4070080,0.017406253144145012,2.08,204.12,,,,,
0.9689230863004923,0.10998127609491348,0.026751095429062843,1.9498504400253296,0.007165095768868923,1.34453547000885,240,500,-0.030793145298957825,4110000,0.017365656793117523,2.14,206.83,,,,,
0.9406446889042854,0.09427767992019653,0.02770216204226017,1.9696619510650635,0.008514909073710442,1.3634569644927979,231,1000,-0.049498070031404495,4150000,0.017530042678117752,2.19,212.85,,,,,
,,,,,,,,,,,,,4170080,0.8071307688951492,382,1.71,195.23
0.9868111601099372,0.09361006319522858,0.02702498994767666,1.8418859243392944,0.0037770946510136127,1.3531993627548218,182,1,0.008953580632805824,4180080,0.017155148088932037,2.14,206.15,,,,,
0.9831222016364336,0.11611561477184296,0.02644016221165657,1.8713139295578003,0.0020162397995591164,1.362093210220337,208,500,-0.0007968051359057426,4220000,0.017411522567272186,2.16,210.28,,,,,
0.9940869268029928,0.121890127658844,0.026571447029709816,1.858933687210083,0.001370741636492312,1.3621689081192017,223,1000,-0.01794089376926422,4260000,0.017472611740231514,1.95,203.32,,,,,
,,,,,,,,,,,,,4280080,0.8986314386129379,516,1.6,193.05
0.9565161429345608,0.12644067406654358,0.026351867243647575,1.8798738718032837,0.006008293479681015,1.3635485172271729,220,1,-0.01828927919268608,4290080,0.017315790057182312,2.47,217.79,,,,,
0.8095531612634659,0.11365184932947159,0.0263738464564085,1.9921833276748657,0.03767884150147438,1.362661600112915,246,500,0.03507840633392334,4330000,0.017490843310952187,2.09,202.03,,,,,
0.8385535180568695,0.08424403518438339,0.02629680745303631,1.8860399723052979,0.035318370908498764,1.3638068437576294,243,1000,0.08970243483781815,4370000,0.017186861485242844,2.14,207.26,,,,,
,,,,,,,,,,,,,4390080,0.8034482002258301,414,2.02,208.17
0.8561781644821167,0.08879739046096802,0.02633373811841011,1.9749424457550049,0.013301879167556763,1.3659679889678955,290,1,-0.05264761298894882,4400080,0.01734166592359543,2.09,204.88,,,,,
0.9965968222822994,0.10315309464931488,0.025890646502375603,1.8157525062561035,0.0008901596302166581,1.3554521799087524,243,500,-0.005253997165709734,4440000,0.017131660133600235,2.27,213.69,,,,,
0.972622949630022,0.08853369206190109,0.02679780125617981,1.9194272756576538,0.006205976475030184,1.364162564277649,237,1000,0.026624981313943863,4480000,0.017492840066552162,2.03,202.79,,,,,
,,,,,,,,,,,,,4500080,0.8084427714347839,301,2.27,214.89
0.9938143319450319,0.11548741906881332,0.026911824941635132,1.818983554840088,0.001885485602542758,1.3591251373291016,191,1,-0.008829714730381966,4510080,0.01741543784737587,2.38,216.0,,,,,
0.9876891104504466,0.10392657667398453,0.025900525972247124,1.8830130100250244,0.0027958638966083527,1.362829566001892,225,500,-0.025586828589439392,4550000,0.017432494089007378,2.11,205.79,,,,,
0.983986247330904,0.1166817769408226,0.025699948891997337,2.004312515258789,0.0026273727416992188,1.3707255125045776,230,1000,0.002706148661673069,4590000,0.0172717347741127,2.05,207.78,,,,,
,,,,,,,,,,,,,4610080,0.8264883756637573,428,2.54,219.92
0.9642144776880741,0.11076237261295319,0.025357410311698914,1.8590883016586304,0.007126429118216038,1.3711614608764648,270,1,0.0031983747612684965,4620080,0.01735764741897583,2.18,206.01,,,,,
