#{"t_start": 1610951209.8946686, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
4.0,299,388.678446
0.0,129,392.785793
2.0,204,399.381383
1.0,172,802.136033
1.0,174,808.008808
1.0,175,813.887682
0.0,127,818.13442
0.0,129,1221.797441
5.0,333,1233.509137
0.0,129,1237.770322
1.0,177,1605.6305
5.0,318,1616.921338
0.0,127,1621.165104
0.0,129,1625.380231
0.0,127,2030.546412
2.0,201,2037.362439
2.0,202,2044.267351
0.0,127,2048.462982
0.0,129,2458.774145
0.0,127,2463.098831
2.0,222,2471.1659
0.0,127,2475.509832
3.0,248,2882.750103
0.0,129,2886.97762
1.0,173,2893.041798
1.0,155,2898.316894
2.0,201,3270.086595
1.0,155,3275.308933
0.0,127,3279.625882
0.0,129,3283.932739
0.0,125,3288.072819
1.0,152,3665.257713
1.0,155,3670.57752
0.0,125,3674.723411
2.0,203,3681.730197
0.0,129,3685.960257
1.0,155,4102.818168
1.0,153,4107.829832
0.0,129,4111.882818
2.0,203,4118.634612
0.0,127,4512.316976
0.0,129,4516.377927
0.0,123,4520.269023
0.0,127,4524.195165
3.0,269,4533.306366
1.0,176,4884.865478
2.0,204,4891.783339
3.0,250,4900.255039
3.0,236,5264.036766
1.0,160,5269.384548
1.0,175,5275.230981
1.0,178,5680.515542
0.0,127,5684.581676
1.0,157,5689.89525
3.0,230,5697.69969
3.0,250,6099.684853
2.0,202,6106.475937
1.0,172,6112.114628
0.0,129,6116.280793
0.0,127,6468.097923
0.0,125,6472.106633
0.0,129,6476.207053
1.0,153,6481.296007
0.0,129,6485.352662
2.0,202,6846.826292
2.0,206,6853.891997
1.0,173,6859.650587
0.0,125,6863.694579
1.0,173,7270.848856
1.0,157,7276.124188
0.0,125,7280.242079
0.0,127,7284.237124
0.0,129,7288.331932
3.0,273,7686.412159
2.0,186,7692.392697
2.0,220,7699.805622
0.0,125,8065.092467
1.0,173,8070.64526
2.0,203,8077.415513
0.0,127,8081.349789
1.0,155,8442.421785
3.0,254,8450.930341
0.0,129,8454.959352
3.0,251,8825.295122
2.0,204,8832.065956
0.0,127,8836.210345
1.0,172,8841.888046
0.0,127,8845.928912
3.0,251,9215.607243
2.0,202,9222.330817
4.0,302,9600.088676
2.0,185,9606.191852
0.0,129,9610.249944
1.0,153,9615.257353
0.0,129,9619.501689
0.0,129,9979.793897
0.0,129,9984.030977
5.0,309,9994.316252
0.0,127,9998.149918
4.0,320,10356.378149
0.0,129,10360.438945
0.0,127,10364.32295
0.0,129,10736.700814
0.0,129,10740.962662
2.0,227,10748.699037
0.0,129,10752.893124
2.0,203,11120.002302
0.0,127,11123.972348
2.0,222,11131.421629
0.0,129,11135.6582
2.0,186,11499.408032
4.0,301,11509.867692
0.0,129,11514.07637
1.0,173,11519.960323
0.0,125,11898.459891
0.0,129,11902.726873
2.0,187,11909.063512
3.0,250,11917.595815
0.0,127,12289.975769
0.0,125,12294.039991
0.0,127,12298.14367
2.0,200,12304.834336
2.0,222,12679.157013
6.0,413,12693.691623
1.0,155,12698.895374
1.0,173,13068.933838
2.0,183,13074.993407
3.0,251,13083.481991
0.0,129,13445.999943
3.0,246,13454.515868
1.0,176,13460.374819
0.0,129,13464.543217
2.0,202,13825.18685
1.0,173,13830.934506
0.0,127,13835.009381
3.0,248,13843.495813
0.0,127,14203.124266
3.0,230,14210.855354
3.0,239,14218.945472
3.0,271,14584.240916
0.0,127,14588.338505
0.0,129,14592.512433
0.0,127,14596.609876
5.0,346,14964.442684
0.0,127,14968.33425
0.0,125,14972.233047
5.0,310,15363.805843
1.0,155,15368.831713
1.0,175,15374.579937
5.0,351,15746.026528
1.0,153,15751.077691
0.0,125,15755.058504
2.0,203,15761.792959
2.0,183,16120.363209
1.0,176,16126.308773
3.0,230,16134.295035
0.0,127,16138.536766
3.0,250,16529.560164
1.0,157,16535.092386
0.0,129,16539.510726
0.0,129,16543.881301
2.0,224,16963.345317
0.0,129,16967.483129
9.0,403,17366.100617
2.0,202,17373.324526
2.0,221,17381.149629
0.0,127,17385.456018
1.0,175,17765.769904
0.0,127,17769.904243
2.0,223,17777.727954
2.0,222,17785.403804
0.0,127,18182.107826
1.0,176,18187.973383
0.0,127,18192.081429
0.0,125,18196.162479
1.0,155,18587.909381
1.0,175,18593.768436
4.0,319,18604.78086
2.0,200,18976.815402
0.0,127,18980.850314
4.0,299,18991.61785
0.0,129,18995.891513
0.0,125,19364.484206
1.0,155,19369.635498
0.0,129,19373.868714
2.0,202,19380.850806
1.0,157,19386.148231
0.0,127,19791.138373
2.0,202,19797.713377
2.0,206,19804.503181
1.0,175,20204.034321
3.0,271,20213.382989
0.0,129,20217.584954
2.0,198,20224.386238
0.0,127,20634.021247
4.0,301,20644.369917
2.0,223,20651.782751
1.0,171,21032.220292
0.0,125,21036.390137
0.0,127,21040.602872
4.0,317,21052.064898
0.0,127,21455.396615
0.0,127,21459.580712
0.0,129,21463.726172
2.0,203,21470.76584
0.0,129,21877.222354
0.0,125,21881.37267
0.0,129,21885.52129
3.0,226,21893.466627
1.0,171,21899.291311
3.0,232,22279.216176
0.0,129,22283.394665
2.0,225,22291.287858
1.0,176,22668.64471
0.0,127,22672.854473
0.0,127,22677.185018
0.0,127,22681.344755
0.0,127,22685.609609
2.0,201,23109.017712
3.0,252,23117.86465
0.0,125,23122.124103
2.0,183,23128.385906
1.0,173,23552.107422
0.0,129,23556.311116
0.0,129,23560.628026
