#{"t_start": 1610951211.3193982, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,157,382.196129
2.0,183,388.229429
2.0,224,395.614295
1.0,173,798.319535
2.0,202,805.145601
0.0,127,809.328803
2.0,207,816.440012
0.0,127,1219.957907
0.0,129,1224.333583
0.0,127,1228.477085
2.0,224,1236.159449
4.0,301,1608.668151
0.0,125,1612.744524
0.0,129,1617.000591
1.0,171,1622.832348
4.0,299,2034.257222
0.0,127,2038.442367
0.0,125,2042.507746
1.0,171,2048.380937
2.0,224,2462.371431
2.0,202,2469.609769
1.0,177,2475.95097
0.0,129,2480.304637
0.0,127,2882.825601
1.0,171,2888.739913
1.0,176,2894.807637
0.0,127,2899.181535
3.0,216,3271.353181
2.0,202,3278.50573
4.0,301,3289.239723
1.0,157,3666.645415
0.0,129,3670.953539
2.0,204,3677.860754
1.0,157,3683.148144
0.0,127,4099.13026
1.0,173,4104.876978
3.0,270,4113.862761
3.0,254,4512.204366
0.0,129,4516.238325
0.0,129,4520.326555
1.0,170,4525.833306
0.0,129,4529.861102
1.0,152,4880.521733
3.0,250,4889.173145
2.0,200,4895.884403
2.0,202,5258.362451
1.0,157,5263.557509
1.0,175,5269.414597
0.0,129,5273.623335
1.0,155,5678.00785
2.0,200,5684.746675
2.0,200,5691.636652
2.0,199,5698.350264
2.0,202,6098.599729
1.0,176,6104.420383
0.0,127,6108.448073
0.0,125,6112.490297
1.0,157,6465.419546
0.0,129,6469.557833
3.0,268,6478.630991
0.0,127,6482.692803
0.0,127,6486.703441
0.0,129,6845.670252
0.0,127,6849.848218
1.0,153,6854.8647
2.0,223,6862.484654
1.0,155,7268.945764
0.0,127,7273.164212
0.0,127,7277.282805
0.0,127,7281.403873
4.0,302,7680.453616
1.0,173,7686.070779
0.0,127,7690.072178
0.0,123,7693.92551
1.0,173,8061.007842
1.0,173,8066.52843
0.0,125,8070.519077
0.0,127,8074.523366
1.0,173,8080.125185
0.0,127,8440.221629
0.0,125,8444.145903
1.0,155,8449.09847
2.0,221,8456.405489
0.0,127,8460.279676
0.0,129,8826.43544
0.0,129,8830.529624
1.0,155,8835.623129
0.0,127,8839.706472
4.0,262,9209.854108
0.0,129,9213.938408
1.0,155,9218.936684
1.0,157,9224.127821
0.0,129,9228.228597
0.0,129,9599.75755
1.0,157,9604.894578
2.0,183,9610.903002
0.0,129,9615.095915
1.0,158,9976.426528
0.0,125,9980.552202
1.0,171,9986.039959
2.0,203,9992.67071
2.0,183,10345.612499
0.0,129,10349.849585
3.0,277,10359.310467
0.0,129,10363.225517
2.0,202,10738.357266
0.0,125,10742.306805
0.0,125,10746.407847
4.0,322,11117.803363
3.0,270,11126.890508
0.0,129,11131.163349
1.0,174,11136.955139
2.0,204,11501.416104
0.0,127,11505.51992
1.0,153,11510.561098
3.0,234,11518.692557
2.0,226,11900.91211
3.0,247,11909.49489
0.0,127,11913.661422
0.0,127,11917.618169
0.0,129,12290.145694
1.0,172,12295.813898
2.0,201,12302.611591
4.0,318,12680.359322
4.0,280,12690.031227
1.0,155,12695.284726
3.0,270,13068.844618
1.0,173,13074.530275
0.0,125,13078.447264
2.0,186,13084.772945
0.0,129,13447.254524
3.0,246,13455.771874
1.0,175,13461.611662
1.0,153,13820.449097
0.0,127,13824.521145
5.0,352,13836.748048
1.0,157,13841.922373
0.0,129,14201.625986
0.0,129,14205.765474
3.0,270,14214.910975
0.0,129,14219.028746
0.0,127,14579.218102
4.0,321,14590.252281
2.0,201,14597.069565
6.0,384,14966.128774
2.0,224,14973.557029
1.0,155,15359.63971
2.0,185,15365.676888
1.0,173,15371.417329
3.0,216,15378.580593
2.0,201,15744.666317
0.0,125,15748.650618
2.0,199,15755.323944
3.0,274,16117.066933
3.0,237,16125.280837
0.0,127,16129.476127
3.0,247,16138.144748
1.0,155,16525.539379
0.0,129,16529.912076
4.0,321,16541.71752
0.0,129,16957.926227
1.0,173,16963.577748
6.0,359,16976.03218
4.0,297,17371.061139
0.0,129,17375.532191
1.0,174,17381.595511
3.0,248,17764.705732
0.0,127,17768.820622
3.0,247,17777.560387
2.0,200,18176.964858
1.0,157,18182.22099
1.0,173,18187.90539
3.0,275,18197.502256
0.0,125,18588.076739
0.0,129,18592.291217
2.0,200,18599.078226
2.0,223,18606.524099
0.0,129,18976.062796
0.0,129,18980.237369
1.0,172,18986.233157
7.0,326,19362.272722
0.0,125,19366.316266
1.0,171,19372.123024
1.0,155,19377.325663
3.0,252,19787.142881
3.0,214,19794.073875
0.0,127,19798.125548
1.0,171,19803.652111
2.0,200,20204.179111
0.0,125,20208.156341
2.0,206,20215.138072
1.0,157,20220.403725
0.0,129,20630.213261
2.0,227,20637.869672
2.0,225,20645.44514
8.0,375,21033.28292
0.0,129,21037.520734
0.0,125,21041.592586
0.0,127,21046.126078
2.0,222,21452.947054
0.0,127,21457.148457
0.0,127,21461.207461
6.0,378,21876.933548
1.0,156,21882.199346
2.0,188,21888.56571
1.0,175,21894.645097
4.0,301,22277.06339
3.0,230,22285.059915
0.0,127,22289.29616
4.0,321,22672.065823
1.0,157,22677.464633
2.0,200,22684.418675
0.0,127,23105.132634
5.0,349,23117.55926
0.0,127,23121.837894
1.0,176,23545.616196
0.0,129,23549.957488
4.0,299,23560.5203
0.0,127,23564.760199
2.0,190,23953.846391
2.0,198,23960.729232
1.0,175,23966.979188
1.0,173,23972.77089
0.0,129,24388.258256
1.0,157,24393.432222
2.0,203,24400.18727
0.0,129,24404.307188
0.0,127,24408.365063
2.0,202,24835.187967
1.0,153,24840.370892
0.0,127,24844.540271
3.0,252,25262.112871
2.0,200,25268.907548
0.0,127,25273.09054
1.0,171,25278.93442
0.0,129,25283.262677
2.0,186,25715.311621
5.0,310,25726.622259
0.0,125,25730.818221
5.0,333,26161.041293
2.0,186,26167.415496
1.0,153,26172.677126
1.0,152,26585.73444
2.0,198,26592.491007
0.0,129,26596.690635
2.0,221,26604.139782
3.0,231,27013.853981
0.0,127,27017.988098
1.0,170,27023.825798
5.0,279,27395.742761
0.0,127,27399.841863
0.0,129,27404.122121
0.0,129,27408.361346
2.0,204,27775.267911
0.0,127,27779.594452
3.0,246,27788.21336
0.0,127,27792.419341
0.0,127,27796.509246
0.0,129,28158.457234
3.0,248,28167.032536
0.0,127,28171.211225
3.0,238,28547.700988
1.0,152,28552.772153
1.0,157,28557.834046
1.0,173,28563.783397
0.0,129,28568.023284
0.0,127,28947.032711
1.0,173,28952.820927
1.0,173,28958.785613
0.0,129,28963.067903
1.0,155,29346.95515
0.0,125,29351.16366
4.0,280,29361.40372
4.0,299,29754.72198
1.0,178,29760.731561
6.0,341,29772.880484
7.0,326,30150.233974
3.0,250,30158.739675
0.0,129,30162.971954
0.0,129,30532.893616
0.0,127,30537.098771
0.0,127,30541.184073
5.0,349,30553.547346
2.0,204,30933.019546
0.0,125,30937.111975
2.0,220,30944.816799
3.0,230,31317.483215
0.0,127,31321.6006
5.0,350,31334.150884
0.0,127,31705.111239
3.0,270,31714.432338
0.0,127,31718.540027
0.0,127,31722.755189
2.0,222,32106.389702
2.0,204,32113.52774
1.0,171,32119.470322
1.0,173,32125.398117
0.0,129,32501.900055
1.0,173,32507.541852
0.0,129,32511.633053
