#{"t_start": 1610951213.0713162, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,125,379.275622
0.0,127,383.319299
0.0,129,387.49947
0.0,127,391.401795
0.0,127,395.337721
0.0,127,796.436668
1.0,157,801.722693
0.0,127,805.825208
2.0,226,813.588616
4.0,319,1224.404333
0.0,127,1228.483267
3.0,254,1237.231435
2.0,206,1606.291759
0.0,127,1610.430943
1.0,171,1616.376486
5.0,302,2027.885731
0.0,127,2032.007779
2.0,202,2038.991295
1.0,176,2044.949914
1.0,176,2457.155397
2.0,200,2464.180503
0.0,125,2468.52673
2.0,203,2475.797371
1.0,175,2880.158417
0.0,129,2884.435554
0.0,125,2888.6343
5.0,341,3265.756883
2.0,204,3272.768877
0.0,125,3277.02211
2.0,202,3284.016723
1.0,171,3661.908845
0.0,125,3666.095264
2.0,202,3673.143987
1.0,157,3678.391072
0.0,129,3682.631056
0.0,127,4098.475438
0.0,125,4102.530108
2.0,222,4109.860317
1.0,157,4115.010665
3.0,219,4511.926183
1.0,173,4517.621524
3.0,250,4525.880603
0.0,127,4529.955284
1.0,157,4880.785845
3.0,227,4888.568797
1.0,157,4893.695364
0.0,127,4897.836769
1.0,175,5259.336812
1.0,178,5265.366801
2.0,190,5271.688394
0.0,129,5275.806552
0.0,127,5679.340859
0.0,129,5683.44423
1.0,173,5689.340362
1.0,171,5695.045869
0.0,129,6092.672798
0.0,127,6096.740413
2.0,218,6104.070831
2.0,222,6111.599753
1.0,173,6465.069626
1.0,175,6470.863067
2.0,223,6478.400065
2.0,225,6840.608166
0.0,123,6844.604261
1.0,155,6849.820032
3.0,248,6858.256301
2.0,200,7266.390565
0.0,125,7270.527325
5.0,311,7281.285599
0.0,127,7285.33815
0.0,129,7678.253104
0.0,129,7682.31074
4.0,298,7692.35702
3.0,272,8062.898973
4.0,285,8072.507616
2.0,204,8079.288318
3.0,230,8442.908567
0.0,129,8446.931875
3.0,250,8455.299426
1.0,175,8822.930678
1.0,174,8828.635855
1.0,175,8834.522931
1.0,154,8839.600554
7.0,448,9216.189614
0.0,129,9220.460096
3.0,250,9596.254372
1.0,173,9601.945676
1.0,152,9606.813812
3.0,251,9615.433298
2.0,205,9978.575531
1.0,176,9984.244308
3.0,271,9993.200642
0.0,127,10344.238054
3.0,252,10352.950671
1.0,152,10357.916945
1.0,173,10363.368494
0.0,129,10735.874867
2.0,190,10742.279715
