#{"t_start": 1611042782.9075634, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
3.0,274,39.511144
1.0,173,49.446648
0.0,129,56.476457
1.0,155,64.930343
0.0,127,71.837475
3.0,232,84.99275
1.0,153,92.967897
2.0,185,103.422135
0.0,127,110.08714
1.0,153,118.446168
0.0,125,125.201898
0.0,127,132.141191
2.0,222,144.447046
4.0,264,159.263675
0.0,123,165.580606
3.0,256,180.017976
4.0,256,194.190257
1.0,158,202.818794
2.0,203,214.040075
3.0,250,227.91764
1.0,153,236.071865
2.0,202,247.341942
