#{"t_start": 1611042784.753099, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,153,30.085446
1.0,151,38.535617
0.0,125,45.281417
1.0,155,53.994429
3.0,232,67.161514
1.0,158,75.673452
1.0,173,85.277796
0.0,127,91.851495
0.0,127,98.660823
0.0,129,105.589574
2.0,201,116.868375
0.0,127,123.707797
2.0,182,133.800549
1.0,155,142.235592
1.0,174,151.689065
1.0,174,161.104615
1.0,173,170.400862
0.0,127,177.252805
1.0,157,185.654105
3.0,268,200.727057
0.0,127,207.405267
0.0,129,214.201955
0.0,127,220.810254
2.0,225,233.171191
1.0,155,241.812268
0.0,127,248.387633
