#{"t_start": 1611042781.7648299, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,173,34.627593
0.0,127,41.545678
0.0,129,48.574784
1.0,175,58.527243
1.0,173,68.079513
1.0,157,76.637771
0.0,127,83.498796
0.0,125,90.017529
0.0,127,96.765784
0.0,127,103.505498
4.0,280,119.522582
1.0,173,129.131377
3.0,217,141.25767
1.0,175,150.96141
0.0,127,157.677923
0.0,127,164.127132
0.0,127,170.742285
0.0,127,177.528092
2.0,224,190.035997
1.0,157,198.411971
3.0,256,212.859136
2.0,200,223.740561
1.0,172,233.020864
2.0,201,244.236384
2.0,225,256.632836
1.0,155,265.08457
0.0,123,271.693762
0.0,125,278.359363
1.0,173,287.757965
2.0,198,298.488407
