#{"t_start": 1611042780.4167287, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
5.0,350,42.147176
5.0,350,62.303884
0.0,125,68.996532
5.0,350,89.185817
0.0,127,95.826862
0.0,127,102.697429
0.0,127,109.414554
0.0,129,116.34488
0.0,125,123.149813
0.0,129,130.075138
5.0,350,150.149638
0.0,129,157.111108
9.0,404,180.200329
0.0,129,187.135116
0.0,129,193.993955
0.0,129,200.674242
4.0,299,217.626172
0.0,127,224.175581
1.0,155,232.610181
20.0,598,267.271158
0.0,127,273.955137
0.0,127,280.83497
0.0,127,287.608182
0.0,129,294.496699
