#{"t_start": 1611042781.5540326, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,27.771656
0.0,129,34.51405
0.0,127,41.441926
2.0,202,52.854299
0.0,129,59.646574
2.0,202,70.962096
0.0,125,77.745779
2.0,202,88.944599
3.0,248,102.973371
0.0,127,109.62688
0.0,129,116.613946
0.0,127,123.604215
5.0,352,143.86263
0.0,127,150.565512
0.0,127,157.369605
5.0,350,177.266493
0.0,129,184.102627
2.0,202,195.384216
2.0,224,207.835272
1.0,173,217.125483
4.0,299,233.901218
0.0,129,240.912686
0.0,127,247.597508
