#{"t_start": 1611042777.5907533, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,155,33.117023
2.0,198,44.028195
0.0,129,50.998344
9.0,404,74.382001
5.0,350,94.585524
0.0,129,101.559602
0.0,129,108.414216
0.0,129,115.348371
0.0,129,122.275164
0.0,129,129.322882
0.0,129,136.244664
0.0,129,143.005499
0.0,129,149.924342
0.0,129,156.854091
5.0,352,176.782549
0.0,125,183.410612
6.0,364,204.223787
0.0,123,210.779128
0.0,129,217.527981
3.0,250,231.276946
0.0,129,238.272113
0.0,125,245.102936
0.0,125,251.582548
